Record Type,School,Charter Yes/No,Public Yes/No,Street City,Street Zip,
School,St. Patrick-St. Vincent High School,N,N,Vallejo,94591-7523,
School,Vallejo High,N,Y,Vallejo,94590-3368,
School,Sonoma Academy,N,N,Santa Rosa,95404-7013,
School,Sierra School of Sonoma County,N,N,Sebastopol,95472-4284,
School,Cloverdale High,N,Y,Cloverdale,95425-3324,
School,Johanna Echols-Hansen High (Continuation),N,Y,Cloverdale,95425-3235,
School,Online Academy - Sonoma County,N,Y,Cloverdale,95425-3244,
School,Credo High,Y,Y,Rohnert Park,94928-4931,
School,El Camino High,N,Y,Rohnert Park,94928-2041,
School,Rancho Cotate High,N,Y,Rohnert Park,94928-2906,
School,Technology High,N,Y,Rohnert Park,94928-3613,
School,Buena Vista High,N,Y,Geyserville,95441-9670,
School,Geyserville New Tech Academy,N,Y,Geyserville,95441-9670,
School,California Pacific Charter - Sonoma,Y,Y,Guerneville,95466-9576,
School,Pathways Charter,Y,Y,Rohnert Park,94928-2148,
School,Healdsburg High,N,Y,Healdsburg,95448-3449,
School,Marce Becerra Academy,N,Y,Healdsburg,95448-3449,
School,Rio Lindo Adventist Academy,N,N,Healdsburg,95448-9495,
School,California Virtual Academy @ Sonoma,Y,Y,Simi Valley,93065-1659,
School,Heartwood Charter,Y,Y,Petaluma,94952,
School,Liberty Independent Study,Y,Y,Petaluma,94952,
School,Pivot Charter School - North Bay,Y,Y,Santa Rosa,95403-2761,
School,Summerfield Waldorf School and Farm,N,N,Santa Rosa,95401-5527,
School,Valley Oaks Elementary (Alternative),N,Y,Petaluma,94952-3364,
School,Carpe Diem High (Continuation),N,Y,Petaluma,94952-2516,
School,Casa Grande High,N,Y,Petaluma,94954-5706,
School,Cypress School,N,N,Petaluma,94954-6965,
School,Petaluma High,N,Y,Petaluma,94952-2516,
School,Saint Vincent de Paul High School,N,N,Petaluma,94952-2140,
School,San Antonio High (Continuation),N,Y,Petaluma,94952-3364,
School,Sonoma Mountain High (Continuation),N,Y,Petaluma,94954-5604,
School,Valley Oaks High (Alternative),N,Y,Petaluma,94952-3364,
School,Northwest Prep Charter,Y,Y,Santa Rosa,95401-4035,
School,Victory Christian Academy,N,N,Santa Rosa,95409-2630,
School,Roseland Charter,Y,Y,Santa Rosa,95407-6928,
School,Covenant Christian Academy,N,N,Santa Rosa,95404-3503,
School,American Christian Academy - Ext.,N,N,Santa Rosa,95409-2630,
School,"Anova Center for Education, Sonoma",N,N,Santa Rosa,95403-1457,
School,Cardinal Newman High School,N,N,Santa Rosa,95403-1724,
School,Elsie Allen High,N,Y,Santa Rosa,95407-7713,
School,Grace Christian Academy,N,N,Santa Rosa,95401-0822,
School,Learning House,N,Y,Santa Rosa,95401-6302,
School,Maria Carrillo High,N,Y,Santa Rosa,95409-2787,
School,Montgomery High,N,Y,Santa Rosa,95405-6934,
School,New Directions School,N,N,Santa Rosa,95407-8113,
School,New Horizon School and Learning Center,N,N,Santa Rosa,95404-4501,
School,North Valley School-Santa Rosa,N,N,Santa Rosa,95403-2557,
School,Paideia Educational Heritage,N,N,Santa Rosa,95404-2222,
School,Piner High,N,Y,Santa Rosa,95403-1815,
School,Quest Forward Academy,N,N,Santa Rosa,95405-7526,
School,Redwood Adventist Academy,N,N,Santa Rosa,95404-1101,
School,Ridgway High (Continuation),N,Y,Santa Rosa,95401-4334,
School,Santa Rosa High,N,Y,Santa Rosa,95401-4312,
School,Greenacre Homes & School - Atkinson,N,N,Sebastopol,95472-2601,
School,Greenacre Homes & School - Gravenstein,N,N,Sebastopol,95472-2610,
School,Plumfield Academy,N,N,Sebastopol,95472-6460,
School,Creekside High,N,Y,Sonoma,95476-7413,
School,Hanna Academy,N,N,Sonoma,95476-3242,
School,New Song School,N,N,Sonoma,95476-3622,
School,SoloQuest School & Learning Center,N,N,Sonoma,95476-6519,
School,Sonoma Valley High,N,Y,Sonoma,95476-7413,
School,Orchard View,Y,Y,Sebastopol,95472-3917,
School,Analy High,N,Y,Sebastopol,95472-3401,
School,Journey Academy,N,N,Sebastopol,95472-2607,
School,Laguna High,N,Y,Forestville,95436-9642,
School,North Bay Met Academy,N,Y,Windsor,95492-9511,
School,Windsor Christian Academy,N,N,Windsor,95492-9457,
School,Windsor High,N,Y,Windsor,95492-9511,
School,Windsor Oaks Academy,N,Y,Windsor,95492-9511,
School,Argus High (Continuation),N,Y,Ceres,95307-0307,
School,Central Valley Christian Academy,N,N,Ceres,95307-1516,
School,Central Valley High,N,Y,Ceres,95307-7507,
School,Ceres High,N,Y,Ceres,95307-2502,
School,Endeavor Alternative,N,Y,Ceres,95307-3341,
School,Whitmore Charter High,Y,Y,Ceres,95307-9436,
School,Denair Charter Academy,Y,Y,Denair,95316-9502,
School,Denair High,N,Y,Denair,95316-9502,
School,Quiver for Christ,N,N,Information Redacted,Information Redacted,
School,Reyn Franca School,N,N,Denair,95316,
School,Brethren Heritage School,N,N,Modesto,95358-9763,
School,Hart-Ransom Academic Charter,Y,Y,Modesto,95358-8577,
School,Mason Christian Academy,N,N,Modesto,95358-8586,
School,Covenant Christian Academy,N,N,Hughson,95326-9266,
School,Dickens (Billy Joe) High (Continuation),N,Y,Hughson,95326-0099,
School,Hughson High,N,Y,Hughson,95326-0099,
School,Keyes to Learning Charter,Y,Y,Keyes,95328,
School,Connecting Waters Charter School - Central Valley,Y,Y,Modesto,95350-3839,
School,Learner's Academy,N,N,Information Redacted,Information Redacted,
School,Providence Education,N,N,Modesto,95354-1410,
School,Remnant Christian School,N,N,Modesto,95351-1588,
School,Aspire Vanguard College Preparatory Academy,Y,Y,Modesto,95351-3756,
School,Central Catholic High School,N,N,Modesto,95351-1938,
School,Fred C. Beyer High,N,Y,Modesto,95355-1399,
School,Grace M. Davis High,N,Y,Modesto,95350-2139,
School,James C. Enochs High,N,Y,Modesto,95355-7893,
School,Joseph A. Gregori High,N,Y,Modesto,95356-9048,
School,Modesto Christian High,N,N,Modesto,95356-9756,
School,Modesto High,N,Y,Modesto,95351-3203,
School,Peter Johansen High,N,Y,Modesto,95357-0405,
School,Robert Elliott Alternative Education Center,N,Y,Modesto,95350-4643,
School,Thomas Downey High,N,Y,Modesto,95355-4204,
School,Newman-Crows Landing Independent Study,N,Y,Newman,95360,
School,Orestimba High,N,Y,Newman,95360-1144,
School,West Side Valley High (Continuation),N,Y,Newman,95360-1120,
School,DeSignori Day School,N,N,Oakdale,95361-8352,
School,East Stanislaus High,N,Y,Oakdale,95361-3609,
School,East Valley Education Center,N,N,Oakdale,95361-4028,
School,Oakdale Charter,Y,Y,Oakdale,95361-3223,
School,Oakdale High,N,Y,Oakdale,95361-3739,
School,Oakdale Private School,N,N,Oakdale,95361-8972,
School,Valley Oak Online Learning Academy,N,Y,Oakdale,95361-3609,
School,Berean Christian School,N,N,Patterson,95363-2632,
School,Del Puerto High,N,Y,Patterson,95363-2215,
School,Open Valley Independent Study,N,Y,Patterson,95363-2232,
School,Patterson High,N,Y,Patterson,95363-2215,
School,Adelante High,N,Y,Riverbank,95367,
School,Riverbank High,N,Y,Riverbank,95367-3013,
School,Valley College High,Y,Y,Modesto,95358-1052,
School,Oxford Academy,N,N,Information Redacted,Information Redacted,
School,Big Valley Christian,N,N,Modesto,95356-8835,
School,eCademy Charter at Crane,Y,Y,Turlock,95380-4102,
School,Fusion Charter,Y,Y,Turlock,95380-6221,
School,Hearthstone Christian,N,N,Turlock,95382-0292,
School,John H. Pitman High,N,Y,Turlock,95382-9509,
School,Queen of All Saints Academy,N,N,Turlock,95382-2448,
School,Reyn Franca Annex,N,N,Turlock,95382-2721,
School,Roselawn High,N,Y,Turlock,95380-9166,
School,Stanislaus Academy,N,N,Turlock,95380-9707,
School,Turlock Christian Junior / Senior High,N,N,Turlock,95382-9184,
School,Turlock High,N,Y,Turlock,95380-4221,
School,Connecting Waters Charter,Y,Y,Waterford,95386-9150,
School,Excelling minds,N,N,Information Redacted,Information Redacted,
School,Sentinel High,N,Y,Waterford,95386-9629,
School,Waterford High,N,Y,Waterford,95386-9629,
School,East Nicolaus High,N,Y,Nicolaus,95659-9605,
School,Live Oak Alternative,N,Y,Live Oak,95953-2469,
School,Live Oak High,N,Y,Live Oak,95953-2402,
School,Valley Oak Continuation High,N,Y,Live Oak,95953-2402,
School,South Sutter Charter,Y,Y,East Nicolaus,95659-9742,
School,California Virtual Academy at Sutter,Y,Y,Simi Valley,93065-1800,
School,Sutter Peak Charter Academy,Y,Y,Live Oak,95953-9401,
School,AeroSTEM Academy,Y,Y,Yuba City,95991-5531,
School,Butte View High,N,Y,Sutter,95982,
School,Sutter High,N,Y,Sutter,95982,
School,Feather River Charter,Y,Y,Meridian,95957-9647,
School,Albert Powell Continuation,N,Y,Yuba City,95991-1274,
School,Faith Christian Schools,N,N,Yuba City,95993,
School,River Valley High,N,Y,Yuba City,95993-9363,
School,Yuba City Charter,Y,Y,Yuba City,95991-5536,
School,Yuba City High,N,Y,Yuba City,95991-4926,
School,Yuba City Independence Academy,N,Y,Yuba City,95991-4875,
School,Clark Academy,N,N,Corning,96021-2943,
School,Centennial Continuation High,N,Y,Corning,96021-3546,
School,Corning High,N,Y,Corning,96021-2216,
School,Corning Independent Study,N,Y,Corning,96021-3546,
School,Evergreen Institute of Excellence,Y,Y,Cottonwood,96022-9602,
School,API Academy,N,N,Information Redacted,Information Redacted,
School,Lassen View Christian School,N,N,Red Bluff,96080-9483,
School,Los Molinos High,N,Y,Los Molinos,96055-0609,
School,Mikulecky Homeschool,N,N,Red Bluff,96080-9620,
School,Red Bluff High,N,Y,Red Bluff,96080-3121,
School,Salisbury High (Continuation),N,Y,Red Bluff,96080-2502,
School,Calvary Christian Academy Red Bluff,N,N,Red Bluff,96080-9608,
School,Shub School,N,N,Red Bluff,96080-9673,
School,Tehama eLearning Academy,Y,Y,Red Bluff,96080-3771,
School,Hayfork High,N,Y,Hayfork,96041-0010,
School,Valley High,N,Y,Hayfork,96041-0339,
School,Mt. Lassic High (Continuation),N,Y,Mad River,95526-9511,
School,Southern Trinity High,N,Y,Mad River,95526-9511,
School,Alps View High (Continuation),N,Y,Weaverville,96093,
School,Trinity High,N,Y,Weaverville,96093-1060,
School,Alpaugh -Senior High,N,Y,Alpaugh,93201-0009,
School,California Connections Academy Central Valley,Y,Y,Alpaugh,93201-0009,
School,Monarch River Academy,Y,Y,Porterville,93257-5225,
School,Summit Charter Academy,Y,Y,Porterville,93257-2710,
School,Esperanza High,N,Y,Cutler,93615-9769,
School,Heritage Christian Academy,N,N,Orosi,93647-2106,
School,Lovell High,N,Y,Cutler,93615-9769,
School,Orosi High,N,Y,Orosi,93647-2008,
School,Dinuba High,N,Y,Dinuba,93618-1825,
School,Dinuba Junior Academy,N,N,Dinuba,93618-2507,
School,Ronald Reagan Academy,N,Y,Dinuba,93618,
School,Sierra Vista High (Continuation),N,Y,Dinuba,93618-1825,
School,Exeter Independent Study (Alternative),N,Y,Exeter,93221-1326,
School,Exeter Union High,N,Y,Exeter,93221-1325,
School,Kaweah High,N,Y,Exeter,93221-1307,
School,Sierra View Junior Academy,N,N,Exeter,93221-9648,
School,Wayside Gardens School,N,N,Exeter,93221-9320,
School,Deep Creek Academy,N,Y,Farmersville,93223-1833,
School,Farmersville High,N,Y,Farmersville,93223-2203,
School,John J. Cairns Continuation,N,Y,Lindsay,93247-2304,
School,Lindsay Senior High,N,Y,Lindsay,93247-9711,
School,Loma Vista Charter,Y,Y,Lindsay,93247-2166,
School,Vis Christian School,N,N,Tulare,93274-9614,
School,Butterfield Charter,Y,Y,Porterville,93257-1240,
School,Citrus High,N,Y,Porterville,93257-4822,
School,Freedom Academy,N,N,Porterville,93257-2674,
School,Granite Hills High,N,Y,Porterville,93257-8000,
School,Harmony Magnet Academy,Y,Y,Strathmore,93267,
School,Monache High,N,Y,Porterville,93257-1302,
School,Porterville High,N,Y,Porterville,93257-3331,
School,Porterville Military Academy,Y,Y,Porterville,93257-1240,
School,Strathmore High,N,Y,Strathmore,93267-0114,
School,Crescent Valley Public Charter II,Y,Y,Visalia,92391-6359,
School,Eleanor Roosevelt Community Learning Center,Y,Y,Visalia,93292-9585,
School,La Sierra High,Y,Y,Visalia,93292-2349,
School,University Preparatory High,Y,Y,Visalia,93277,
School,Valley Life Charter,Y,Y,Visalia,93277-3947,
School,Accelerated Charter High,Y,Y,Tulare,93274-1140,
School,Mission Oak High,N,Y,Tulare,93274-6148,
School,Sierra Vista Charter High,Y,Y,Tulare,93274-4007,
School,Tulare Technical Preparatory High,N,Y,Tulare,93274-5005,
School,Tulare Union High,N,Y,Tulare,93274-4353,
School,Tulare Western High,N,Y,Tulare,93274-2699,
School,Central Valley Christian School Society,N,N,Visalia,93277-3703,
School,Dayspring Christian School,N,N,Visalia,93291-8775,
School,El Diamante High,N,Y,Visalia,93277-5604,
School,Emmanuel Christian Academy,N,N,Visalia,93292-9352,
School,Golden State College (GSC),N,N,Visalia,93291-6116,
School,Golden West High,N,Y,Visalia,93292-9310,
School,Mt. Whitney High,N,Y,Visalia,93277-2535,
School,Redwood High,N,Y,Visalia,93291-5919,
School,Sequoia High,N,Y,Visalia,93291-4793,
School,Visalia Charter Independent Study,Y,Y,Visalia,93291-2247,
School,Visalia Technical Early College,Y,Y,Visalia,93277-5753,
School,Bravo Lake High,N,Y,Woodlake,93286-1124,
School,Woodlake High,N,Y,Woodlake,93286-1298,
School,Don Pedro High,N,Y,La Grange,95329-1397,
School,Tioga High,N,Y,Groveland,95321-9338,
School,Mother Lode Adventist Junior Academy,N,N,Sonora,95370-4801,
School,Dario Cassina High,N,Y,Sonora,95370-5042,
School,Sonora High,N,Y,Sonora,95370-5526,
School,Theodore Bird High,N,Y,Sonora,95370-5042,
School,Cornerstone Family Christian School,N,N,Soulsbyville,95372,
School,Mother Lode Christian School,N,N,Tuolumne,95379-9640,
School,Cold Springs High,N,Y,Long Barn,95335-9701,
School,Connections Visual and Performing Arts Academy,Y,Y,Tuolumne,95379-9701,
School,Gold Rush Home Study Charter,Y,Y,Sonora,95370-9228,
School,Long Barn High,N,Y,Long Barn,95335,
School,Mountain High,N,Y,Pinecrest,95364,
School,South Fork High,N,Y,Twain Harte,95383-9701,
School,Summerville High,N,Y,Tuolumne,95379-9701,
School,Century Academy,N,Y,Thousand Oaks,91360-4941,
School,Conejo Valley High (Continuation),N,Y,Thousand Oaks,91362-2198,
School,Environmental Academy of Research Technology and Earth Sciences,N,Y,Newbury Park,91320-3252,
School,Futures Academy - Westlake Village,N,N,Westlake Village,91362-9502,
School,Hillcrest Christian,N,N,Ca - California,91360,
School,La Reina High School,N,N,Thousand Oaks,91360-3327,
School,Liberty Christian Academy,N,N,Thousand Oaks,91362-1910,
School,Malibu Cove Private,N,N,Thousand Oaks,91360-7002,
School,Newbury Park Adventist Academy,N,N,Newbury Park,91320-1102,
School,Newbury Park High,N,Y,Newbury Park,91320-3798,
School,Passageway School,N,N,Newbury Park,91320-1304,
School,School of Science Technology Engineering and Math,N,N,Newbury Park,91320-3129,
School,Thousand Oaks High,N,Y,Thousand Oaks,91360-3198,
School,Trinity Pacific Christian School,N,N,Thousand Oaks,91360-4544,
School,Westlake High,N,Y,Westlake Village,91362-3895,
School,Fillmore Senior High,N,Y,Fillmore,93015-1331,
School,Heritage Valley Independent Study,N,Y,Fillmore,93015-1353,
School,Sierra High,N,Y,Fillmore,93015-1353,
School,Golden Valley Charter,Y,Y,Ventura,93003-3507,
School,Grace Christian Academy,N,N,Moorpark,93021-7128,
School,IvyTech Charter,Y,Y,Moorpark,93021-1492,
School,Moorpark High,N,Y,Moorpark,93021-9772,
School,The High School at Moorpark College,N,Y,Moorpark,93021-1605,
School,Oak Park High,N,Y,Oak Park,91377-3904,
School,Oak Park Independent,N,Y,Oak Park,91377-1072,
School,Oak View High,N,Y,Oak Park,91377-1072,
School,Besant Hill School of Happy Valley,N,N,Ojai,93023-9351,
School,Global Village School,N,N,Ojai,93023-2406,
School,Laurel Springs,N,N,Ojai,93023-2448,
School,Legacy High,N,Y,Ojai,93023-2742,
School,Mother of Divine Grace,N,N,Ojai,93023-4228,
School,Nordhoff High,N,Y,Ojai,93023-3132,
School,Oak Grove,N,N,Ojai,93023-2244,
School,Ojai Valley School,N,N,Ojai,93023-2454,
School,Summit,N,Y,Ojai,93023-9396,
School,The Thacher School,N,N,Ojai,93023-8304,
School,Valley Oak Charter,Y,Y,Ojai,93023-3262,
School,Villanova Preparatory School,N,N,Ojai,93023-3909,
School,Weil Tennis Academy and College Preparatory School,N,N,Ojai,93023-4209,
School,Mrs.Fisher’s Academy,N,N,Oxnard,93035-1960,
School,New Harvest Christian School,N,N,Oxnard,93030-7024,
School,The Rutland Academy,N,N,Oxnard,93033-7771,
School,Adolfo Camarillo High,N,Y,Camarillo,93012-5132,
School,"Architecture, Construction & Engineering Charter High (ACE)",Y,Y,Camarillo,93010-8500,
School,Camarillo Academy of Progressive Education,Y,Y,Camarillo,93010-2959,
School,Casa Pacifica Non-Public School,N,N,Camarillo,93012-8520,
School,Channel Islands High,N,Y,Oxnard,93033-5699,
School,Condor High,N,Y,Oxnard,93030-5212,
School,Frontier High,N,Y,Camarillo,93010-8581,
School,Hueneme High,N,Y,Oxnard,93033-6306,
School,Oxnard High,N,Y,Oxnard,93036-7768,
School,Oxnard Middle College High,N,Y,Oxnard,93033-6699,
School,Pacifica High,N,Y,Oxnard,93036-8266,
School,Rancho Campana High,N,Y,Camarillo,93010-2317,
School,Rio Mesa High,N,Y,Oxnard,93030-1045,
School,Santa Clara High School,N,N,Oxnard,93033-3824,
School,"Taheem Johnson, Inc.",N,N,Information Redacted,Information Redacted,
School,Cornerstone Christian,N,N,Camarillo,93010-3433,
School,Peak Prep Pleasant Valley,Y,Y,Camarillo,93010-4833,
School,Little Flower,N,N,Santa Paula,93060-1268,
School,Renaissance High,N,Y,Santa Paula,93060,
School,Santa Paula High,N,Y,Santa Paula,93060-2008,
School,Apollo High,N,Y,Simi Valley,93065-3998,
School,Equip Christian Academy,N,N,Simi Valley,93065-2868,
School,Grace Brethren Junior–Senior High School,N,N,Simi Valley,93065-4605,
School,Heritage Christian Academy of Simi Valley,N,N,Simi Valley,93063-2247,
School,"Infusion therapeutic, multi-behavioral boarding school",N,N,Simi Valley,93065-2537,
School,International Virtual Learning Academy,N,N,Simi Valley,93065-2868,
School,Monte Vista,N,Y,Simi Valley,93065-4359,
School,Royal High,N,Y,Simi Valley,93065-3333,
School,Santa Susana High,N,Y,Simi Valley,93063-2525,
School,Simi Valley High,N,Y,Simi Valley,93063-3547,
School,River Oaks Academy,Y,Y,Westlake Village,91361-2865,
School,Vista Real Charter High,Y,Y,Oxnard,93030-5278,
School,Buena High,N,Y,Ventura,93003-4204,
School,California Academy of Connected Learning,N,N,Ventura,93001-1539,
School,El Camino High,N,Y,Ventura,93023-2037,
School,Foothill Technology High,N,Y,Ventura,93003-2040,
School,Great Life Academy,N,N,Ventura,93001-3604,
School,Homestead (Alternative),N,Y,Ventura,93003-4752,
School,Pacific High,N,Y,Ventura,93003-3413,
School,REAL Academy Prep,N,N,Ventura,76102-1943,
