,School,Public Yes/No,Charter Yes/No,App,Adm,Median income (dollars),Total,none,high,higher,grad
215,Alliance Margaret M. Bloomfield Technology Academy High,1,1,56.0,34.0,49366,18523,0.06870794224612906,0.29295063045798037,0.1027461399420719,0.015614451534223306
216,Aspire Ollin University Preparatory Academy,1,1,24.0,18.0,49366,18523,0.06870794224612906,0.29295063045798037,0.1027461399420719,0.015614451534223306
217,Aspire Pacific Academy,1,1,24.0,11.0,49366,18523,0.06870794224612906,0.29295063045798037,0.1027461399420719,0.015614451534223306
218,Linda Esperanza Marquez High B LIBRA Academy,1,0,28.0,20.0,49366,18523,0.06870794224612906,0.29295063045798037,0.1027461399420719,0.015614451534223306
219,Mar Vista Senior High,1,0,32.0,19.0,59795,9361,0.021351906828042933,0.30828956382735784,0.24583238182233386,0.08232473167389814
220,Indio High,1,0,87.0,37.0,44215,24793,0.029161847139425216,0.4094892784055521,0.1368449150280274,0.04715722039327342
221,Shadow Hills High,1,0,38.0,23.0,44215,24793,0.029161847139425216,0.4094892784055521,0.1368449150280274,0.04715722039327342
222,Animo City of Champions Charter High,1,1,23.0,13.0,88910,5927,0.028489326765188835,0.2482758620689655,0.2827586206896552,0.16009852216748768
223,Animo Inglewood Charter High,1,1,36.0,26.0,88910,5927,0.028489326765188835,0.2482758620689655,0.2827586206896552,0.16009852216748768
224,Animo Leadership High,1,1,43.0,24.0,51498,12254,0.05301455301455302,0.2717332717332717,0.19003619003619004,0.04115654115654116
225,Inglewood High,1,0,19.0,12.0,51498,12254,0.05301455301455302,0.2717332717332717,0.19003619003619004,0.04115654115654116
226,Arnold O. Beckman High,1,0,202.0,151.0,101459,7878,0.015947936780376173,0.06114567689337052,0.3981262962168347,0.35664735750554244
227,Irvine High,1,0,109.0,82.0,112543,9547,0.024702842377260982,0.10372093023255814,0.4337984496124031,0.25689922480620153
228,Northwood High,1,0,175.0,131.0,116650,17026,0.018593840790238233,0.096363803174409,0.45405058258662345,0.30762408636349736
229,Portola High,1,0,166.0,129.0,112054,20645,0.0034146081203649363,0.09488875846982874,0.4698020594355226,0.2905084564904231
230,Alternative Education-San Joaquin High,1,0,10.0,6.0,112688,9455,0.010947901193816362,0.11778621334653683,0.4474885844748858,0.28249986246355285
231,University High,1,0,166.0,115.0,74672,12571,0.009187570971404976,0.09001754929286673,0.47574068339011044,0.2794466811190255
232,Woodbridge High,1,0,129.0,92.0,112543,9547,0.024702842377260982,0.10372093023255814,0.4337984496124031,0.25689922480620153
233,Rubidoux High,1,0,53.0,37.0,76568,18757,0.05063568174131036,0.3477646684307913,0.1565627424842323,0.04297566701816518
234,La Canada High,1,0,74.0,60.0,170571,6329,0.006303299962921765,0.06889136077122729,0.4278086763070078,0.36440489432703005
235,Anderson W. Clark Magnet High,1,0,23.0,13.0,108583,10575,0.008058913436153952,0.1511741003195776,0.40817933398175166,0.2096243805289241
236,Crescenta Valley High,1,0,119.0,93.0,108583,10575,0.008058913436153952,0.1511741003195776,0.40817933398175166,0.2096243805289241
237,La Habra High,1,0,21.0,10.0,86973,21548,0.01981559023812545,0.24603476716152772,0.2947806961891469,0.10612020471175401
238,Sonora High,1,0,42.0,32.0,86973,21548,0.01981559023812545,0.24603476716152772,0.2947806961891469,0.10612020471175401
239,La Jolla High,1,0,38.0,22.0,113676,16657,0.003914239368079555,0.07264264052471965,0.379222794273221,0.41117145073700545
240,Preuss School UCSD,1,1,79.0,52.0,113676,16657,0.003914239368079555,0.07264264052471965,0.379222794273221,0.41117145073700545
241,Helix High,1,1,40.0,19.0,94111,11995,0.009630886720407298,0.1766652524395418,0.33877810776410694,0.1704285108188375
242,La Mirada High,1,0,31.0,24.0,92508,14903,0.016898337421640774,0.24348142091396385,0.32827594561036916,0.11680445776929832
243,John F. Kennedy High,1,0,66.0,47.0,107956,4925,0.01066526794300201,0.18996415770609318,0.4087769909957164,0.16129032258064516
244,Bassett Senior High,1,0,27.0,11.0,77740,6819,0.05274146244469852,0.3440373813192822,0.17134761644380375,0.03434905801063777
245,La Puente High,1,0,31.0,18.0,74100,18821,0.05719924675889042,0.35664880133265736,0.15577243427247048,0.025657275295140145
246,Nogales High,1,0,49.0,27.0,74100,18821,0.05719924675889042,0.35664880133265736,0.15577243427247048,0.025657275295140145
247,La Quinta High,1,0,62.0,44.0,76158,16231,0.02250729249535932,0.2313046937151949,0.30432909042694245,0.13418191461150888
248,Bonita High,1,0,47.0,37.0,93166,12381,0.012841091492776886,0.20434621558217064,0.3441577149442318,0.1531464789891756
249,Acalanes High,1,0,33.0,18.0,185950,10830,0.0043409058023440895,0.056817633724014854,0.45468576665219695,0.3361308059615106
250,Laguna Beach High,1,0,18.0,10.0,129164,10455,0.007030447244605484,0.08647450110864745,0.43518468444107944,0.3110161700286626
251,Laguna Hills High,1,0,15.0,11.0,104571,10475,0.014638188178972564,0.16622169029644632,0.4284662124838888,0.17547412999447615
252,Rim of the World Senior High,1,0,22.0,16.0,89625,2337,0.00288953100689042,0.18804178706379196,0.3382973994220938,0.21182484996665926
253,Birmingham Community Charter High,1,1,95.0,55.0,61880,18685,0.038859257646674646,0.2467073037988462,0.2684771960378796,0.08909328398824426
254,Lakeside High,1,0,43.0,36.0,64270,15010,0.030303030303030304,0.3656196225974859,0.18149736051564733,0.04800653308834252
255,Temescal Canyon High,1,0,59.0,43.0,92288,7145,0.03247962000128378,0.2452660632903267,0.34450221451954555,0.06444572822389114
256,El Toro High,1,0,36.0,22.0,99565,21003,0.021031098443928562,0.1747994575585538,0.37954811869354355,0.14855080791596756
257,Artesia High,1,0,31.0,18.0,74471,6227,0.053529369780886446,0.24223824138177147,0.3201770037827421,0.06423524373706374
258,Lakewood High,1,0,42.0,24.0,108311,8996,0.009296281487405038,0.26004598160735704,0.30327868852459017,0.09551179528188725
259,Mayfair High,1,0,28.0,12.0,108311,8996,0.009296281487405038,0.26004598160735704,0.30327868852459017,0.09551179528188725
260,Antelope Valley High,1,0,20.0,13.0,49304,21129,0.029824999432553283,0.36675216197199084,0.1813105749370134,0.04432893751276755
261,Eastside High,1,0,47.0,21.0,49304,21129,0.029824999432553283,0.36675216197199084,0.1813105749370134,0.04432893751276755
262,Lancaster High,1,0,28.0,20.0,84674,21462,0.017471648766265783,0.286792291036937,0.2571012069372092,0.0991489270478273
263,SOAR High (Students On Academic Rise),1,0,30.0,24.0,84674,21462,0.017471648766265783,0.286792291036937,0.2571012069372092,0.0991489270478273
264,Redwood High,1,0,27.0,17.0,136604,3205,0.0,0.037205620423510784,0.4763506827627152,0.3607757767662775
265,Environmental Charter High - Lawndale,1,1,64.0,34.0,70389,10499,0.05462114204019847,0.2897990076528467,0.2196619291901438,0.06824489109410478
266,Lawndale High,1,0,51.0,30.0,70389,10499,0.05462114204019847,0.2897990076528467,0.2196619291901438,0.06824489109410478
267,Leuzinger High,1,0,73.0,36.0,70389,10499,0.05462114204019847,0.2897990076528467,0.2196619291901438,0.06824489109410478
268,Lemoore High,1,0,7.0,6.0,65631,12005,0.02209276271566211,0.2893569347972216,0.2398834864440959,0.07174546269325566
269,Littlerock High,1,0,19.0,13.0,57003,3577,0.05302179285553808,0.3347562345540328,0.1431139069871939,0.010447090541451359
270,Granada High,1,0,34.0,25.0,150061,18335,0.011585349798572895,0.16646041233313147,0.40822559835698674,0.18799863082229654
271,Livermore High,1,0,21.0,17.0,150061,18335,0.011585349798572895,0.16646041233313147,0.40822559835698674,0.18799863082229654
272,Jordan High,1,0,33.0,14.0,53299,27280,0.05212733601432868,0.29655976479334933,0.17638809097360683,0.03360819167990267
273,"Ernest S. McBride, Sr. High",1,0,10.0,8.0,111163,13992,0.023632961397186222,0.1798807956199321,0.36863261487282556,0.16775244299674266
274,Polytechnic High,1,0,65.0,44.0,41175,17167,0.12441170452220177,0.2434739396065363,0.15639159285568124,0.02747814902511035
275,Millikan High,1,0,33.0,23.0,100034,14519,0.02705469435507458,0.1292044457443697,0.39529102076630596,0.19797455396314712
276,Eunice Sato Academy of Math & Science,1,0,14.0,7.0,100034,14519,0.02705469435507458,0.1292044457443697,0.39529102076630596,0.19797455396314712
277,Wilson High,1,0,50.0,29.0,52122,15027,0.13665120202446226,0.2050151451248035,0.2731106936083739,0.09175261684751351
278,Los Alamitos High,1,0,66.0,49.0,109847,8029,0.016937542810884863,0.16893953546298027,0.4079955165327854,0.18375988542250452
279,Los Altos High,1,0,109.0,70.0,250000,7170,0.0030717676626640603,0.04300474727729684,0.35744205529181794,0.5317648701480033
280,Abraham Lincoln Senior High,1,0,28.0,13.0,51076,12005,0.07749800449894782,0.2583266816631594,0.21507873158696755,0.07223713808867281
281,Contreras Learning Center-Academic Leadership Community,1,0,21.0,14.0,36870,11938,0.056173262370237655,0.1954471201981346,0.26526848290035304,0.11197765716393529
282,Alain Leroy Locke College Preparatory Academy,1,1,39.0,17.0,47468,7527,0.06614699331848552,0.2923162583518931,0.14660356347438752,0.026002227171492205
283,Alexander Hamilton Senior High,1,0,83.0,39.0,80773,26196,0.018279811363125984,0.11621378845721986,0.42279362227711653,0.2442622950819672
284,Alliance Cindy and Bill Simon Technology Academy High,1,1,40.0,18.0,44839,10453,0.044144067071605786,0.3213277440328514,0.12203781332877064,0.025964582085721617
285,Alliance Dr. Olga Mohan High,1,1,43.0,26.0,48743,11180,0.04479303352021949,0.16962901109388048,0.30681140403196944,0.16068233329357032
286,Alliance Cindy and Bill Simon Technology Academy High,1,1,41.0,19.0,44839,10453,0.044144067071605786,0.3213277440328514,0.12203781332877064,0.025964582085721617
287,Alliance Judy Ivie Burton Technology Academy High,1,1,42.0,16.0,42220,17542,0.0672898076425023,0.32936218303392745,0.08523061709792103,0.018293974995879734
288,Alliance Cindy and Bill Simon Technology Academy High,1,1,37.0,23.0,44839,10453,0.044144067071605786,0.3213277440328514,0.12203781332877064,0.025964582085721617
289,Alliance Morgan McKinzie High,1,1,39.0,19.0,50913,13873,0.06426682936750051,0.29100206281414337,0.1383828699264941,0.027949678956390365
290,Alliance Ouchi-O'Donovan 6-12 Complex,1,1,33.0,22.0,56285,17740,0.022569549212479632,0.26446804658741174,0.2571661336069036,0.10114054673827771
291,Alain Leroy Locke College Preparatory Academy,1,1,48.0,24.0,47468,7527,0.06614699331848552,0.2923162583518931,0.14660356347438752,0.026002227171492205
292,Alliance Cindy and Bill Simon Technology Academy High,1,1,11.0,5.0,44839,10453,0.044144067071605786,0.3213277440328514,0.12203781332877064,0.025964582085721617
293,Alliance Renee and Meyer Luskin Academy High,1,1,31.0,19.0,56285,17740,0.022569549212479632,0.26446804658741174,0.2571661336069036,0.10114054673827771
294,Alliance Cindy and Bill Simon Technology Academy High,1,1,39.0,12.0,44839,10453,0.044144067071605786,0.3213277440328514,0.12203781332877064,0.025964582085721617
295,Alliance Ted K. Tajima High,1,1,39.0,22.0,67435,26807,0.04025279533300924,0.17213417598444336,0.33263976665046185,0.13925133689839572
296,Alliance Tennenbaum Family Technology High,1,1,9.0,4.0,76080,16244,0.03673209056910098,0.21244890267590524,0.3078015829298698,0.1369843156582495
297,Animo Jackie Robinson High,1,1,56.0,25.0,30530,12248,0.06442844198578855,0.21941914254375508,0.21603319185464256,0.10372454575802376
298,Animo Pat Brown,1,1,60.0,35.0,48011,13689,0.06671522214129644,0.2924107793153678,0.09829570284049527,0.01235251274581209
299,Animo Ralph Bunche Charter High,1,1,29.0,15.0,44616,24827,0.08090855566917667,0.2588546992655945,0.08705958910476899,0.01868550711164823
300,Animo South Los Angeles Charter,1,1,29.0,14.0,58830,17197,0.03779119439539785,0.3079683317195421,0.19732870080309847,0.0621404567978584
301,Animo Pat Brown,1,1,23.0,11.0,48011,13689,0.06671522214129644,0.2924107793153678,0.09829570284049527,0.01235251274581209
302,APEX Academy,1,1,8.0,3.0,50253,17114,0.037035580892471005,0.1691763318262237,0.4253194417141734,0.13162964419107528
303,Belmont Senior High,1,0,28.0,18.0,67435,26807,0.04025279533300924,0.17213417598444336,0.33263976665046185,0.13925133689839572
304,Benjamin Franklin Senior High,1,0,57.0,29.0,73152,21077,0.03683200142863521,0.2138711549622751,0.2991204964507344,0.1277512388945935
305,Alain Leroy Locke College Preparatory Academy,1,1,23.0,6.0,47468,7527,0.06614699331848552,0.2923162583518931,0.14660356347438752,0.026002227171492205
306,Ednovate - Brio College Prep,1,1,18.0,7.0,61895,125,0.0,0.16447368421052633,0.20394736842105263,0.13157894736842105
307,Camino Nuevo High #2,1,1,13.0,,52775,22528,0.03145646160528542,0.23212856914249136,0.31033536794458544,0.09983311615572778
308,Camino Nuevo High #2,1,1,32.0,9.0,52775,22528,0.03145646160528542,0.23212856914249136,0.31033536794458544,0.09983311615572778
309,Central City Value,1,1,26.0,10.0,52775,22528,0.03145646160528542,0.23212856914249136,0.31033536794458544,0.09983311615572778
310,Collegiate Charter High School of Los Angeles,1,1,7.0,3.0,45991,11573,0.07843280849505675,0.29307945807396557,0.09714390333211279,0.01669718051995606
311,Jordan High,1,0,21.0,8.0,42245,12961,0.06434253626579317,0.2933685406778528,0.08844174075807207,0.013069055418142924
312,Communication and Technology at Diego Rivera Learning Complex,1,0,11.0,3.0,48011,13689,0.06671522214129644,0.2924107793153678,0.09829570284049527,0.01235251274581209
313,Dr. Maya Angelou Community High,1,0,46.0,17.0,44616,24827,0.08090855566917667,0.2588546992655945,0.08705958910476899,0.01868550711164823
314,Eagle Rock High,1,0,36.0,28.0,90461,10251,0.02286882959933067,0.16677512317560658,0.4137770753927675,0.15287719624430604
315,Ednovate - East College Prep,1,1,11.0,10.0,51076,12005,0.07749800449894782,0.2583266816631594,0.21507873158696755,0.07223713808867281
316,Alain Leroy Locke College Preparatory Academy,1,1,13.0,5.0,47468,7527,0.06614699331848552,0.2923162583518931,0.14660356347438752,0.026002227171492205
317,Edward R. Roybal Learning Center,1,0,16.0,9.0,67435,26807,0.04025279533300924,0.17213417598444336,0.33263976665046185,0.13925133689839572
318,Alliance Cindy and Bill Simon Technology Academy High,1,1,11.0,7.0,44839,10453,0.044144067071605786,0.3213277440328514,0.12203781332877064,0.025964582085721617
319,Alain Leroy Locke College Preparatory Academy,1,1,45.0,29.0,47468,7527,0.06614699331848552,0.2923162583518931,0.14660356347438752,0.026002227171492205
320,Francisco Bravo Medical Magnet High,1,0,113.0,58.0,43646,13396,0.07611382005210073,0.2866208002137466,0.13081958453009151,0.031394028455013025
321,Fairfax Senior High,1,0,86.0,52.0,72457,28544,0.0061183181525439325,0.11270586070475665,0.5079584138375195,0.1852516330849204
322,Felicitas and Gonzalo Mendez High,1,0,44.0,16.0,43646,13396,0.07611382005210073,0.2866208002137466,0.13081958453009151,0.031394028455013025
323,Foshay Learning Center,1,0,46.0,32.0,49644,16634,0.047825838523512944,0.26252785555111136,0.2107879549740015,0.07031026798468659
324,"Girls Academic Leadership Academy, Dr. Michelle King School for Sci, Tech, Eng and Math",1,0,7.0,7.0,58313,24252,0.04035110145298053,0.2172440240317014,0.30135497890834717,0.11994545996846905
325,Communication and Technology at Diego Rivera Learning Complex,1,0,8.0,4.0,48011,13689,0.06671522214129644,0.2924107793153678,0.09829570284049527,0.01235251274581209
326,Hollywood Senior High,1,0,39.0,28.0,50253,17114,0.037035580892471005,0.1691763318262237,0.4253194417141734,0.13162964419107528
327,Horace Mann UCLA Community,1,0,16.0,4.0,58830,17197,0.03779119439539785,0.3079683317195421,0.19732870080309847,0.0621404567978584
328,James A. Garfield Senior High,1,0,134.0,68.0,51183,17439,0.04880093912460171,0.31163604130231665,0.11628854124242352,0.02944347284444551
329,John C. Fremont Senior High,1,0,33.0,18.0,42220,17542,0.0672898076425023,0.32936218303392745,0.08523061709792103,0.018293974995879734
330,John Marshall Senior High,1,0,107.0,70.0,71651,21403,0.02178932561904509,0.16165503330767803,0.42551553915974416,0.18378937869901005
331,"Boyle Heights Science, Technology, Engineering and Math Magnet",1,0,100.0,48.0,45991,11573,0.07843280849505675,0.29307945807396557,0.09714390333211279,0.01669718051995606
332,Contreras Learning Center-Academic Leadership Community,1,0,41.0,28.0,36870,11938,0.056173262370237655,0.1954471201981346,0.26526848290035304,0.11197765716393529
333,YouthBuild Charter School of California,1,1,28.0,16.0,48743,11180,0.04479303352021949,0.16962901109388048,0.30681140403196944,0.16068233329357032
334,Esteban Torres East LA Performing Arts Magnet,1,0,23.0,14.0,50913,13873,0.06426682936750051,0.29100206281414337,0.1383828699264941,0.027949678956390365
335,Los Angeles College Prep Academy,1,1,3.0,,73152,21077,0.03683200142863521,0.2138711549622751,0.2991204964507344,0.1277512388945935
336,Los Angeles High School of the Arts,1,0,18.0,10.0,42398,16331,0.03683952003368185,0.22573854466353238,0.3002245456459196,0.08988842888218371
337,Los Angeles Leadership Academy,1,1,14.0,6.0,51076,12005,0.07749800449894782,0.2583266816631594,0.21507873158696755,0.07223713808867281
338,Los Angeles Senior High,1,0,9.0,4.0,58313,24252,0.04035110145298053,0.2172440240317014,0.30135497890834717,0.11994545996846905
339,Magnolia Science Academy 4,1,1,7.0,5.0,103045,11272,0.007435897435897436,0.09143589743589743,0.41497435897435897,0.3177948717948718
340,Manual Arts Senior High,1,0,33.0,14.0,37945,17763,0.08509172131926623,0.29486265564109876,0.10310331717517346,0.022312517821499858
341,Math and Science College Preparatory,1,1,29.0,13.0,49644,16634,0.047825838523512944,0.26252785555111136,0.2107879549740015,0.07031026798468659
342,Alliance Marc & Eva Stern Math and Science,1,1,41.0,19.0,59723,13825,0.05854734520245786,0.258358279502127,0.21808728533165275,0.06651961556640933
343,Mervyn M. Dymally High,1,0,9.0,3.0,42220,17542,0.0672898076425023,0.32936218303392745,0.08523061709792103,0.018293974995879734
344,Middle College High,1,0,30.0,13.0,58830,17197,0.03779119439539785,0.3079683317195421,0.19732870080309847,0.0621404567978584
345,Nava College Preparatory Academy,1,0,31.0,19.0,44616,24827,0.08090855566917667,0.2588546992655945,0.08705958910476899,0.01868550711164823
346,New Designs Charter,1,1,8.0,4.0,30530,12248,0.06442844198578855,0.21941914254375508,0.21603319185464256,0.10372454575802376
347,New Open World Academy K-12,1,0,21.0,14.0,70500,2282,0.014080375476679377,0.17571135230272808,0.49017307128190085,0.14461718979172777
348,New West Charter,1,1,19.0,8.0,97791,22194,0.007469679526652566,0.09483012503011967,0.4566410537870472,0.2874889561189794
349,"Boyle Heights Science, Technology, Engineering and Math Magnet",1,0,49.0,25.0,45991,11573,0.07843280849505675,0.29307945807396557,0.09714390333211279,0.01669718051995606
350,Oscar De La Hoya Animo Charter High,1,1,34.0,20.0,45991,11573,0.07843280849505675,0.29307945807396557,0.09714390333211279,0.01669718051995606
351,Alain Leroy Locke College Preparatory Academy,1,1,4.0,3.0,47468,7527,0.06614699331848552,0.2923162583518931,0.14660356347438752,0.026002227171492205
352,John C. Fremont Senior High,1,0,33.0,18.0,42220,17542,0.0672898076425023,0.32936218303392745,0.08523061709792103,0.018293974995879734
353,Augustus Hawkins High,1,0,11.0,3.0,39434,28368,0.05615471058855102,0.3318629342010366,0.12186981097264386,0.02237466664430318
354,Rise Kohyang High,1,1,24.0,10.0,41748,17555,0.07731401699915297,0.20136110056371762,0.23608961065513917,0.04661623389899816
355,Russell Westbrook Why Not? High,1,1,3.0,,52661,10112,0.06536000977955259,0.2731347540850006,0.16388900207815493,0.03528788557923475
356,Santee Education Complex,1,0,88.0,46.0,44616,24827,0.08090855566917667,0.2588546992655945,0.08705958910476899,0.01868550711164823
357,Social Justice Leadership Academy Magnet at Esteban E. Torres High No 5,1,0,16.0,7.0,50913,13873,0.06426682936750051,0.29100206281414337,0.1383828699264941,0.027949678956390365
358,Esteban Torres East LA Performing Arts Magnet,1,0,24.0,12.0,50913,13873,0.06426682936750051,0.29100206281414337,0.1383828699264941,0.027949678956390365
359,Susan Miller Dorsey Senior High,1,0,16.0,5.0,49958,17522,0.03925326080237374,0.2502936267540335,0.23997032824380293,0.08527539098720406
360,Synergy Quantum Academy,1,1,34.0,21.0,44616,24827,0.08090855566917667,0.2588546992655945,0.08705958910476899,0.01868550711164823
361,UCLA Community K-12,1,0,51.0,21.0,42398,16331,0.03683952003368185,0.22573854466353238,0.3002245456459196,0.08988842888218371
362,Anahuacalmecac International University Preparatory of North America,1,1,61.0,36.0,59723,13825,0.05854734520245786,0.258358279502127,0.21808728533165275,0.06651961556640933
363,Anahuacalmecac International University Preparatory of North America,1,1,49.0,23.0,59723,13825,0.05854734520245786,0.258358279502127,0.21808728533165275,0.06651961556640933
364,Ednovate - USC Hybrid High College Prep,1,1,38.0,30.0,61895,125,0.0,0.16447368421052633,0.20394736842105263,0.13157894736842105
365,Venice Senior High,1,0,66.0,45.0,87589,26696,0.016483635497216625,0.12361643598241168,0.38973725821474214,0.23878527952866765
366,West Adams Preparatory High,1,0,42.0,15.0,30530,12248,0.06442844198578855,0.21941914254375508,0.21603319185464256,0.10372454575802376
367,WISH Academy High,1,1,6.0,5.0,110535,15469,0.004468940861015939,0.09206018173692834,0.454863697303739,0.23826903023983315
368,Woodrow Wilson Senior High,1,0,41.0,19.0,59723,13825,0.05854734520245786,0.258358279502127,0.21808728533165275,0.06651961556640933
369,Los Banos High,1,0,8.0,4.0,63529,11463,0.04242657761794674,0.3545680280845963,0.1348574364243514,0.028341467591403373
370,Los Gatos High,1,0,62.0,42.0,199063,5239,0.0005957108816521049,0.05430897537728356,0.4445988880063543,0.3876092136616362
371,Lynwood High,1,0,68.0,35.0,57236,15254,0.06270247429456782,0.33525048124325085,0.09258650640875159,0.01866284802103385
372,Marco Antonio Firebaugh High,1,0,42.0,33.0,57236,15254,0.06270247429456782,0.33525048124325085,0.09258650640875159,0.01866284802103385
373,Liberty High,1,0,3.0,,99643,4076,0.009971167707832773,0.2316194137433926,0.3059827006246997,0.09730898606439212
374,Madera High,1,0,13.0,5.0,61422,12029,0.05889734455958549,0.26246761658031087,0.1871356865284974,0.03286917098445596
375,Malibu High,1,0,11.0,9.0,163909,7028,0.006342494714587738,0.07897916037450921,0.42094533373603144,0.3123678646934461
376,Mira Costa High,1,0,64.0,53.0,153926,13313,0.0003283128821767144,0.06377477736282677,0.4595149177165839,0.34575450404235236
377,Manteca High,1,0,10.0,5.0,70084,15490,0.02104603820858127,0.37478860006263703,0.20184779204509865,0.04459755715627936
378,Blue Ridge Academy,1,1,3.0,,40870,902,0.02611775121735281,0.42231075697211157,0.09074811863656485,0.008410801239486499
379,Maywood Academy High,1,0,11.0,,50996,6753,0.0816594930655189,0.32747489239598276,0.0824964131994261,0.025466284074605453
380,Maywood Center for Enriched Studies,1,0,41.0,26.0,50996,6753,0.0816594930655189,0.32747489239598276,0.0824964131994261,0.025466284074605453
381,Paloma Valley High,1,0,97.0,61.0,97674,15112,0.018143100511073255,0.2530664395229983,0.26087450312322547,0.08350369108461102
382,Tamalpais High,1,0,19.0,10.0,166934,12991,0.00320166140267382,0.06922511140916368,0.43698351577034567,0.3654653225457535
383,Mills High,1,0,71.0,46.0,126319,7959,0.01384225717146728,0.19879837427107264,0.381103846380397,0.18006714967308712
384,Milpitas High,1,0,122.0,78.0,136966,22207,0.025093542322083433,0.18148141253560193,0.3942366760364117,0.22113218786649044
385,Capistrano Valley High,1,0,32.0,29.0,125115,17061,0.014375,0.14923295454545454,0.41951704545454543,0.19855113636363636
386,Mission Viejo High,1,0,48.0,30.0,118379,16703,0.008397753183916357,0.17023524831766865,0.4143540403759524,0.15307824926311106
387,Trabuco Hills High,1,0,49.0,41.0,118379,16703,0.008397753183916357,0.17023524831766865,0.4143540403759524,0.15307824926311106
388,Aspire Vanguard College Preparatory Academy,1,1,6.0,4.0,44517,13441,0.055248026856183706,0.36580836398700045,0.10060354987321882,0.015820863540587836
389,Grace M. Davis High,1,0,13.0,5.0,57291,19488,0.02743611421714348,0.3476695666403033,0.23533422423432515,0.056699484550140455
390,James C. Enochs High,1,0,15.0,10.0,67205,20828,0.015112412526676262,0.3035386371532086,0.24303935679190034,0.07102089433718795
391,Joseph A. Gregori High,1,0,16.0,11.0,76225,10951,0.014214085284511707,0.28750172501035004,0.2821196927181563,0.08753852523115138
392,Monrovia High,1,0,34.0,22.0,82801,14593,0.01864452912357104,0.21992378878606422,0.3324373979314099,0.14976864452912358
393,Montclair High,1,0,104.0,46.0,63529,10451,0.05133419097813006,0.289994605137569,0.18786570942440967,0.061667427480599245
394,Applied Technology Center,1,0,22.0,6.0,62521,18937,0.0367667372686251,0.3224974675384474,0.2185514319918961,0.05329680449396814
395,Montebello High,1,0,55.0,30.0,62521,18937,0.0367667372686251,0.3224974675384474,0.2185514319918961,0.05329680449396814
396,Schurr High,1,0,73.0,47.0,62521,18937,0.0367667372686251,0.3224974675384474,0.2185514319918961,0.05329680449396814
397,Monterey High,1,0,8.0,6.0,85765,13947,0.007966299632966299,0.12012012012012012,0.39447781114447783,0.2485402068735402
398,Moorpark High,1,0,17.0,14.0,119139,12064,0.01518288474810214,0.1677785445901388,0.40238478644275744,0.1545126907445748
399,Campolindo High,1,0,42.0,27.0,152965,5623,0.000380191996958464,0.06558311947533504,0.4563254443493964,0.3616576371067389
400,Canyon Springs High,1,0,127.0,71.0,76174,14135,0.028311248613624423,0.33007413460977175,0.22126554199988324,0.06762594127604926
401,Moreno Valley High,1,0,128.0,68.0,54234,18513,0.045761915942709556,0.3413007748297722,0.15970885184315567,0.03437426625968537
402,Rancho Verde High,1,0,100.0,54.0,71947,7743,0.05115551863976157,0.3692285141935799,0.1575707236038501,0.046660477842380414
403,Valley View High,1,0,134.0,76.0,91839,11380,0.021506500749416152,0.27083551186866045,0.23723378298302486,0.08728083934609084
404,Vista del Lago High,1,0,83.0,50.0,71947,7743,0.05115551863976157,0.3692285141935799,0.1575707236038501,0.046660477842380414
405,Ann Sobrato High,1,0,24.0,17.0,128381,16586,0.018041753773017553,0.19963343738365932,0.38620808156018216,0.13244938285747015
406,Mountain House High,1,0,68.0,50.0,160902,5328,0.01772364552708946,0.126417471650567,0.3732885342293154,0.18210835783284335
407,Mountain View High,1,0,81.0,58.0,139717,14408,0.00741821719567068,0.07296607077708865,0.33231991568365155,0.44233653573310633
408,Murrieta Mesa High,1,0,65.0,48.0,95156,19971,0.020424101860178918,0.25280446821602687,0.3046575472144649,0.10834477209258295
409,Murrieta Valley High,1,0,69.0,53.0,95156,19971,0.020424101860178918,0.25280446821602687,0.3046575472144649,0.10834477209258295
410,Vista Murrieta High,1,0,105.0,59.0,96604,18869,0.012617641631297288,0.25106108138032845,0.3106200405978963,0.09208341022328843
411,Napa High,1,0,8.0,5.0,97759,24027,0.030747319034852547,0.20664376675603216,0.32781082439678283,0.1296707439678284
412,Vintage High,1,0,12.0,7.0,97759,24027,0.030747319034852547,0.20664376675603216,0.32781082439678283,0.1296707439678284
413,Sweetwater High,1,0,34.0,30.0,48359,17392,0.02847338833321165,0.32121389111970994,0.19162346985957995,0.03991141612518556
414,Newark Memorial High,1,0,21.0,12.0,127619,14356,0.01567298221217915,0.2944550669216061,0.2897618633756301,0.14774900052146706
415,Newbury Park High,1,0,46.0,37.0,125093,14893,0.0072995144818349235,0.1396618114850159,0.4142976728612088,0.21737820190858864
416,William S. Hart High,1,0,20.0,12.0,74986,10804,0.028381104282966647,0.24867476661819204,0.26818970774499223,0.09959187502931932
417,Corona del Mar High,1,0,27.0,21.0,135373,15368,0.006234273481804184,0.06962857250159613,0.48236752168851166,0.28181920606902766
418,Newport Harbor High,1,0,63.0,45.0,106209,10574,0.0012423031219617588,0.0909041806200713,0.47423571351409743,0.21259587339310793
419,Nipomo High,1,0,11.0,9.0,93603,7397,0.02254667614186963,0.24523548032818657,0.2989857225918987,0.1310162155177983
420,John F. Kennedy High,1,0,39.0,21.0,106065,7370,0.01390208531279692,0.3463519527929189,0.21533229984497676,0.07321098164724708
