,School,Public Yes/No,Charter Yes/No,App,Adm,Median income (dollars),Total,none,high,higher,grad
595,Oakmont High,1,0,41.0,5.0,88966,12273,0.005739130434782609,0.16669565217391305,0.40904347826086956,0.1438695652173913
596,Roseville High,1,0,37.0,4.0,77437,16677,0.013901572805682395,0.19353965837984102,0.38948080500591914,0.10647725350921698
597,John A. Rowland High,1,0,82.0,4.0,73948,13910,0.03130357670706473,0.2490097546556311,0.39326041974578774,0.09042270174401419
598,C. K. McClatchy High,1,0,86.0,12.0,88101,9885,0.008399147549203961,0.09734235928293845,0.3933809702895826,0.27215745267644476
599,Encina Preparatory High,1,0,4.0,,45248,15921,0.02876188124922849,0.24466115294408097,0.33139941570999465,0.11582932148294449
600,Florin High,1,0,38.0,5.0,56190,17629,0.09003256992193559,0.30473556325285633,0.22364679729100967,0.026986506746626688
601,Foothill High,1,0,20.0,3.0,54146,11367,0.023096304591265396,0.3659014557670773,0.21766517357222845,0.040406868234415826
602,Grant Union High,1,0,33.0,9.0,50161,11233,0.05448691824924607,0.3347461080772679,0.18298149808460348,0.030157307033988102
603,Hiram W. Johnson High,1,0,33.0,5.0,55003,13187,0.04666639777356512,0.2757633202920179,0.2298632678578631,0.08631468559674102
604,Inderkum High,1,0,104.0,10.0,104404,13900,0.023622331217541835,0.15861223312175418,0.4083597807270629,0.20091604154645124
605,John F. Kennedy High,1,0,66.0,10.0,81626,18496,0.01607817426867722,0.13739814554650182,0.4201554743841903,0.17230183259966908
606,Luther Burbank High,1,0,44.0,13.0,50832,23538,0.05863061105410354,0.33864509768415124,0.18957365042956884,0.03917426208728195
607,SAVA - Sacramento Academic and Vocational Academy - SCUSD,1,1,3.0,,55003,13187,0.04666639777356512,0.2757633202920179,0.2298632678578631,0.08631468559674102
608,Mira Loma High,1,0,101.0,21.0,47056,15470,0.016254141492886377,0.28758526603001366,0.2917559929838238,0.10602221789124927
609,Natomas Charter,1,1,21.0,3.0,104404,13900,0.023622331217541835,0.15861223312175418,0.4083597807270629,0.20091604154645124
610,Natomas Pacific Pathways Prep,1,1,42.0,4.0,77404,10771,0.03232382061735585,0.22364589400116483,0.3137740244612697,0.12274315666860804
611,Rio Americano High,1,0,61.0,11.0,107115,9767,0.010249803965497928,0.14181695978492215,0.3920129942869945,0.262294163772824
612,Sheldon High,1,0,49.0,4.0,97009,8606,0.050676773145641583,0.2628045479155387,0.3181916621548457,0.08684353004872766
613,Valley High,1,0,33.0,5.0,50832,23538,0.05863061105410354,0.33864509768415124,0.18957365042956884,0.03917426208728195
614,West Campus,1,0,74.0,10.0,55003,13187,0.04666639777356512,0.2757633202920179,0.2298632678578631,0.08631468559674102
615,Alisal High,1,0,65.0,11.0,57081,13227,0.055589381393083295,0.26281660983925964,0.0914210910862153,0.014003896736483196
616,Everett Alvarez High,1,0,56.0,14.0,75373,17076,0.049369666658073165,0.2578566088324009,0.22746139369408852,0.043285467529454225
617,North Salinas High,1,0,35.0,10.0,75373,17076,0.049369666658073165,0.2578566088324009,0.22746139369408852,0.043285467529454225
618,Salinas High,1,0,50.0,11.0,72434,10077,0.024567692956558414,0.22864824968367778,0.27904892450442853,0.0984289329396879
619,Calaveras High,1,0,6.0,4.0,33138,1856,0.0014367816091954023,0.3077107279693487,0.28735632183908044,0.019636015325670497
620,Archie Williams High,1,0,71.0,11.0,148163,6381,0.0017131007122892436,0.06302407357316743,0.48588945992245963,0.31818591650888106
621,Cajon High,1,0,47.0,10.0,72281,17076,0.028838499268123572,0.30176420739066795,0.20400092447548857,0.05518605069207262
622,Middle College High,1,0,20.0,4.0,41060,12661,0.07392410920869967,0.33896344285053215,0.10396421409841122,0.018008637976245565
623,Capuchino High,1,0,43.0,7.0,112933,15195,0.029425259229804546,0.1894901049154253,0.39115406967852445,0.13709356743033677
624,San Clemente High,1,0,95.0,17.0,149882,9959,0.008604490159232519,0.11185837207002275,0.43240035604786864,0.24176639303728611
625,Canyon Crest Academy,1,0,359.0,53.0,157333,20464,0.005519437441953032,0.05328379992039273,0.36383176330104816,0.4634469948255274
626,Canyon Hills High,1,0,56.0,5.0,94485,11274,0.004044440113049411,0.14082448104473247,0.4221810739693987,0.1991034012279505
627,Crawford High,1,0,28.0,7.0,56137,21208,0.029767415761860674,0.2107286143141711,0.2952613416379093,0.14272087085823304
628,Del Norte High,1,0,187.0,22.0,147827,15300,0.00034859768657898905,0.07089209317065441,0.4859768657898907,0.32232609729044526
629,Gompers Preparatory Academy,1,1,21.0,8.0,54862,15049,0.03997478768577495,0.23341295116772823,0.2687765392781316,0.08369824840764331
630,Hoover High,1,0,40.0,10.0,56137,21208,0.029767415761860674,0.2107286143141711,0.2952613416379093,0.14272087085823304
631,High Tech High Media Arts,1,1,25.0,3.0,114158,7565,0.005410793108358252,0.13826000284778583,0.33276377616403247,0.2963121173287769
632,Madison High,1,0,13.0,,91347,21213,0.01627250017509864,0.16519972918077183,0.3899329955875143,0.16982233324772955
633,Kearny College Connections,1,0,16.0,5.0,77249,17174,0.04014957685494981,0.1899232434560126,0.3225180644979897,0.16000787246605
634,Lincoln High,1,0,26.0,5.0,43958,13670,0.043560663956225355,0.36590957723229295,0.1253018677589949,0.02720630941827408
635,Mira Mesa High,1,0,69.0,11.0,99376,25215,0.03676074217051837,0.16860556106213156,0.3705288051889335,0.1713704418592519
636,Mission Bay High,1,0,45.0,6.0,92379,21893,0.007080785323463148,0.08614955476880164,0.5183456710653364,0.22679969960304688
637,Mt. Carmel High,1,0,82.0,9.0,126371,18664,0.012176757711081109,0.10624156194828123,0.43363796863641085,0.2728216844947554
638,Mt. Everest Academy,1,0,12.0,,91347,21213,0.01627250017509864,0.16519972918077183,0.3899329955875143,0.16982233324772955
639,Henry High,1,0,87.0,9.0,102597,11665,0.006239954618511866,0.1351044719674766,0.40947338564810437,0.21636569915855158
640,Point Loma High,1,0,79.0,13.0,114158,7565,0.005410793108358252,0.13826000284778583,0.33276377616403247,0.2963121173287769
641,Rancho Bernardo High,1,0,99.0,15.0,104501,21109,0.004715426543288123,0.1160603371783496,0.4262137152997845,0.2666751172518697
642,San Diego High,1,0,54.0,3.0,71077,24984,0.009708737864077669,0.12383270283854925,0.3873442501521124,0.21163461284093013
643,San Diego High,1,0,9.0,,71077,24984,0.009708737864077669,0.12383270283854925,0.3873442501521124,0.21163461284093013
644,San Diego High,1,0,22.0,,71077,24984,0.009708737864077669,0.12383270283854925,0.3873442501521124,0.21163461284093013
645,High Tech High,1,1,12.0,,114158,7565,0.005410793108358252,0.13826000284778583,0.33276377616403247,0.2963121173287769
646,San Ysidro High,1,0,39.0,10.0,70846,22634,0.03649918197304728,0.31865944778964056,0.2221660004385299,0.03742684140397038
647,Scripps Ranch High,1,0,124.0,10.0,137987,12127,0.009377007064868336,0.097495183044316,0.4382359237850567,0.31085420680796405
648,Southwest Senior High,1,0,40.0,10.0,70846,22634,0.03649918197304728,0.31865944778964056,0.2221660004385299,0.03742684140397038
649,Torrey Pines High,1,0,191.0,26.0,157333,20464,0.005519437441953032,0.05328379992039273,0.36383176330104816,0.4634469948255274
650,University City High,1,0,96.0,13.0,81438,19417,0.012974623163518412,0.06318768682821345,0.4168733702219678,0.3763594733829422
651,Westview High,1,0,193.0,13.0,126371,18664,0.012176757711081109,0.10624156194828123,0.43363796863641085,0.2728216844947554
652,San Dimas High,1,0,23.0,4.0,89669,11358,0.00975005164222268,0.20966742408593267,0.3498863871101012,0.14889485643462094
653,Cesar E. Chavez Learning Academies-Academy of Scientific Exploration (ASE),1,0,5.0,3.0,64479,9015,0.05971973276845364,0.33257291836402153,0.1402965618380316,0.028393351800554016
654,San Fernando Senior High,1,0,40.0,8.0,64479,9015,0.05971973276845364,0.33257291836402153,0.1402965618380316,0.028393351800554016
655,Cesar E. Chavez Learning Academies-Social Justice Humanitas Academy,1,0,16.0,4.0,64479,9015,0.05971973276845364,0.33257291836402153,0.1402965618380316,0.028393351800554016
656,Vaughn Next Century Learning Center,1,1,18.0,3.0,64479,9015,0.05971973276845364,0.33257291836402153,0.1402965618380316,0.028393351800554016
657,Lincoln (Abraham) High,1,0,205.0,24.0,119800,16019,0.019332692571742412,0.18165591102567624,0.42954826307840177,0.19934093093505423
658,Balboa High,1,0,86.0,7.0,105340,23090,0.06252951301619217,0.23671343051683955,0.31528279181708785,0.09273560907249158
659,"Asawa (Ruth) SF Sch of the Arts, A Public School",1,0,11.0,,172785,12888,0.006897121381076282,0.07752034031305496,0.39755503242060053,0.38504109362739025
660,Galileo High,1,0,139.0,17.0,98567,33011,0.0160193779514737,0.09837567171470445,0.44451229441459045,0.2774995929001791
661,Gateway High,1,1,41.0,3.0,125550,17000,0.007690918938436541,0.09637118613468135,0.44220978515977616,0.3122946380213035
662,Washington (George) High,1,0,150.0,17.0,107158,17809,0.031513589503280225,0.12125117150890347,0.4362406279287723,0.22656982193064668
663,KIPP San Francisco College Preparatory,1,1,25.0,3.0,67094,11148,0.07110888185816806,0.2583918512230882,0.2536461146693418,0.08075468786171773
664,City Arts & Leadership Academy,1,1,20.0,,105340,23090,0.06252951301619217,0.23671343051683955,0.31528279181708785,0.09273560907249158
665,Lowell High,1,0,481.0,90.0,82557,10864,0.024896265560165973,0.1430570298176204,0.4203415999228023,0.19468300685129789
666,Mission High,1,0,66.0,23.0,162529,17000,0.0029662588060808304,0.05777463174571072,0.4591970876731722,0.3594566353187043
667,Burton (Phillip and Sala) Academic High,1,0,80.0,15.0,82810,12520,0.0850162362764806,0.2838410391216948,0.2689345910004639,0.07397556826967681
668,Wallenberg (Raoul) Traditional High,1,0,65.0,7.0,125550,17000,0.007690918938436541,0.09637118613468135,0.44220978515977616,0.3122946380213035
669,"Asawa (Ruth) SF Sch of the Arts, A Public School",1,0,83.0,15.0,172785,12888,0.006897121381076282,0.07752034031305496,0.39755503242060053,0.38504109362739025
670,Marshall (Thurgood) High,1,0,16.0,,67094,11148,0.07110888185816806,0.2583918512230882,0.2536461146693418,0.08075468786171773
671,Gabrielino High,1,0,95.0,11.0,65563,11626,0.09965564738292011,0.28760330578512394,0.28956611570247937,0.0731060606060606
672,San Gabriel High,1,0,84.0,23.0,65563,11626,0.09965564738292011,0.28760330578512394,0.28956611570247937,0.0731060606060606
673,Abraham Lincoln High,1,0,48.0,8.0,108503,14843,0.020147652471178674,0.13703313088700586,0.37502272975233664,0.2487907771756919
674,ACE Charter High,1,1,15.0,5.0,98386,8480,0.05548024300848521,0.206456795702164,0.312547070341919,0.16985489782597782
675,Alpha Cindy Avitia High,1,1,26.0,,84335,12010,0.09479959695476937,0.2855743394536498,0.1770040304523063,0.04178795342588446
676,Andrew P. Hill High,1,0,34.0,4.0,77009,15760,0.0710209417502577,0.3147547577745934,0.21540085979334792,0.045503683032908464
677,Branham High,1,0,87.0,8.0,123250,11277,0.01031982563053245,0.17334638138872827,0.3525199056981451,0.23010542235665674
678,Del Mar High,1,0,34.0,,100198,13771,0.019474416331441032,0.21688785292680177,0.3520809052971916,0.1879018008195797
679,Downtown College Prep - Alum Rock,1,1,16.0,,84335,12010,0.09479959695476937,0.2855743394536498,0.1770040304523063,0.04178795342588446
680,Evergreen Valley High,1,0,292.0,24.0,143641,12269,0.044397968329847624,0.18518075888855692,0.375440693158052,0.12945921720944129
681,Gunderson High,1,0,26.0,3.0,119081,15687,0.02612330198537095,0.18931183758769965,0.3530974772354083,0.16730855351545007
682,Independence High,1,0,96.0,11.0,98386,8480,0.05548024300848521,0.206456795702164,0.312547070341919,0.16985489782597782
683,James Lick High,1,0,21.0,6.0,104518,15787,0.0538728323699422,0.2937803468208092,0.24578034682080924,0.07907514450867052
684,Leigh High,1,0,94.0,14.0,158484,17445,0.008446751788971517,0.15616669005191525,0.3856040409709555,0.24686403816472569
685,Leland High,1,0,193.0,22.0,207959,12714,0.005233630784291577,0.06558981889378365,0.45724613125494185,0.34417711510222526
686,Luis Valdez Leadership Academy,1,1,16.0,5.0,84335,12010,0.09479959695476937,0.2855743394536498,0.1770040304523063,0.04178795342588446
687,Lynbrook High,1,0,368.0,22.0,157747,13956,0.0043118808352932796,0.09831801012044758,0.38742783835792177,0.4044259140474663
688,Mt. Pleasant High,1,0,23.0,,104518,15787,0.0538728323699422,0.2937803468208092,0.24578034682080924,0.07907514450867052
689,Oak Grove High,1,0,45.0,9.0,121404,23446,0.02723435343777904,0.18887490867765241,0.3840409124117217,0.16056498092377627
690,Piedmont Hills High,1,0,152.0,9.0,130078,12183,0.03444272445820434,0.17372936016511867,0.4142479360165119,0.16773090815273478
691,Pioneer High,1,0,54.0,6.0,123250,11277,0.01031982563053245,0.17334638138872827,0.3525199056981451,0.23010542235665674
692,B. Roberto Cruz Leadership Academy,1,1,8.0,3.0,104518,15787,0.0538728323699422,0.2937803468208092,0.24578034682080924,0.07907514450867052
693,San Jose High,1,0,28.0,7.0,70656,14072,0.06442721791559002,0.2971576227390181,0.18748205569910997,0.04886592018374964
694,Santa Teresa High,1,0,83.0,13.0,121404,23446,0.02723435343777904,0.18887490867765241,0.3840409124117217,0.16056498092377627
695,Silver Creek High,1,0,138.0,14.0,111105,9823,0.0816793893129771,0.2242820792439113,0.3373318793166121,0.08342420937840785
696,Summit Public School: Tahoma,1,1,33.0,7.0,121404,23446,0.02723435343777904,0.18887490867765241,0.3840409124117217,0.16056498092377627
697,University Preparatory Academy Charter,1,1,33.0,4.0,121428,21335,0.015547452648637699,0.15517066747695735,0.39058543502481513,0.2273371822141193
698,Learning in an Urban Community with High Achievement (L.U.C.H.A.),1,0,27.0,9.0,70656,14072,0.06442721791559002,0.2971576227390181,0.18748205569910997,0.04886592018374964
699,Willow Glen High,1,0,62.0,8.0,121428,21335,0.015547452648637699,0.15517066747695735,0.39058543502481513,0.2273371822141193
700,California Connections Academy Southern California,1,1,23.0,6.0,105524,13592,0.030297390851230132,0.18666021513380726,0.3251200357315666,0.15725611344772397
701,San Juan Hills High,1,0,107.0,11.0,105524,13592,0.030297390851230132,0.18666021513380726,0.3251200357315666,0.15725611344772397
702,San Leandro High,1,0,91.0,15.0,89219,17261,0.03227251098608895,0.2523021804237691,0.3249363226691298,0.1193495115738797
703,Arroyo High,1,0,76.0,15.0,96581,8794,0.041568081651588956,0.31876594757596843,0.28680120621665506,0.048805381581999534
704,KIPP King Collegiate High,1,1,50.0,6.0,96581,8794,0.041568081651588956,0.31876594757596843,0.28680120621665506,0.048805381581999534
705,San Lorenzo High,1,0,43.0,6.0,96581,8794,0.041568081651588956,0.31876594757596843,0.28680120621665506,0.048805381581999534
706,San Luis Obispo High,1,0,76.0,13.0,78788,12667,0.0036402244805096313,0.1589564689822539,0.3762576469993427,0.22164922392436423
707,High Tech High North County,1,1,20.0,5.0,91564,17528,0.01569480366799906,0.17746296731718786,0.39965906418998354,0.1467493533976017
708,Mission Hills High,1,0,64.0,7.0,77618,14535,0.0314217366005043,0.2559966380034913,0.30662054697097046,0.08776750501066788
709,San Marcos High,1,0,129.0,11.0,91564,17528,0.01569480366799906,0.17746296731718786,0.39965906418998354,0.1467493533976017
710,San Marino High,1,0,116.0,10.0,163654,4108,0.013465179886387544,0.06301283399957922,0.42794024826425414,0.3812329055333474
711,Aragon High,1,0,154.0,20.0,163442,9872,0.0036345882608223934,0.10844092437886514,0.3992079852446566,0.33655202343495716
712,Hillsdale High,1,0,104.0,12.0,139631,16506,0.014490973842564165,0.1416247083384502,0.3975807441974702,0.25770600515780423
713,San Mateo High,1,0,103.0,21.0,94334,12689,0.02533070644525753,0.1895782236339512,0.3401954083068634,0.17598809858871778
714,Middle College High,1,0,38.0,5.0,68012,19732,0.03865693154698613,0.29434559674865907,0.22948418043051913,0.0532596110677914
715,Port of Los Angeles High,1,1,15.0,,56881,22843,0.01614568666103445,0.3001736600018774,0.2344644701023186,0.08281704684126537
716,San Pedro Senior High,1,0,62.0,19.0,56881,22843,0.01614568666103445,0.3001736600018774,0.2344644701023186,0.08281704684126537
717,San Rafael High,1,0,42.0,8.0,99136,15784,0.04227608301991921,0.12839531968240703,0.34284022844407297,0.2079676835213818
718,Terra Linda High,1,0,66.0,13.0,106919,12582,0.010483096007687603,0.10828164584607321,0.41840656940683146,0.23206953787018433
719,California High,1,0,231.0,40.0,159414,13044,0.006082677928015187,0.12215721979001201,0.4354732478400682,0.270969741583046
720,Dougherty Valley High,1,0,443.0,64.0,186021,15095,0.007235640698756159,0.06646452813286015,0.4640113013816628,0.36229886641629055
721,Sanger High,1,0,45.0,13.0,60689,10734,0.035591632844208555,0.316310601668079,0.20012488292226038,0.038936711119040186
722,Century High,1,0,25.0,5.0,106058,15042,0.022416174808489262,0.19951651387667965,0.3413600401858596,0.1595190254929047
723,Foothill High,1,0,93.0,13.0,106058,15042,0.022416174808489262,0.19951651387667965,0.3413600401858596,0.1595190254929047
724,Hector G. Godinez,1,0,49.0,12.0,76136,20324,0.0699523893493211,0.2785399400458473,0.19222359372244754,0.050802327631810966
725,Magnolia Science Academy Santa Ana,1,1,6.0,,65687,13708,0.09531619766161344,0.3011551348438342,0.12207408795894936,0.031233159164928886
726,Middle College High,1,0,24.0,7.0,80051,10178,0.05763102322902668,0.23486273756959108,0.20291802649260895,0.07371856402380496
727,Samueli Academy,1,1,15.0,,80051,10178,0.05763102322902668,0.23486273756959108,0.20291802649260895,0.07371856402380496
728,Segerstrom High,1,0,60.0,18.0,76136,20324,0.0699523893493211,0.2785399400458473,0.19222359372244754,0.050802327631810966
729,Valley High,1,0,37.0,14.0,76136,20324,0.0699523893493211,0.2785399400458473,0.19222359372244754,0.050802327631810966
730,Alta Vista Alternative High,1,0,5.0,,62925,13296,0.015511986535049812,0.14220079152072054,0.34508483828412867,0.15598416958558886
731,San Marcos Senior High,1,0,96.0,31.0,93264,6385,0.012613521695257316,0.17911200807265387,0.35544904137235117,0.19408005381769255
732,Santa Barbara Senior High,1,0,86.0,26.0,84853,8194,0.02040402675494899,0.15769204783460578,0.31930274981420176,0.19843253834200392
733,Adrian Wilcox High,1,0,108.0,13.0,150094,21613,0.008669198041996432,0.12001921405370786,0.3642206871311588,0.3587309575003431
734,Santa Clara High,1,0,111.0,24.0,150094,21613,0.008669198041996432,0.12001921405370786,0.3642206871311588,0.3587309575003431
735,Academy of the Canyons,1,0,42.0,12.0,95640,11312,0.004876621476640983,0.1528333170779284,0.40168731103091776,0.16112357358821808
736,Golden Valley High,1,0,47.0,4.0,74986,10804,0.028381104282966647,0.24867476661819204,0.26818970774499223,0.09959187502931932
737,Harbor High,1,0,29.0,5.0,88204,15250,0.013390073003411718,0.17146630470670238,0.3600645658314685,0.19443119703584139
738,Pacific Collegiate Charter,1,1,44.0,6.0,87159,19030,0.0063657220409086505,0.12825152680389051,0.354864768798268,0.26164086987430124
739,Santa Cruz High,1,0,49.0,7.0,87159,19030,0.0063657220409086505,0.12825152680389051,0.354864768798268,0.26164086987430124
740,Santa Fe High,1,0,33.0,7.0,71318,4893,0.04632152588555858,0.3066713544871231,0.24637426386569394,0.059154434385163046
741,Pioneer Valley High,1,0,24.0,8.0,68954,11560,0.04481063891298063,0.2354107297732623,0.1953496055837773,0.048692850947837936
742,Santa Maria High,1,0,44.0,16.0,68954,11560,0.04481063891298063,0.2354107297732623,0.1953496055837773,0.048692850947837936
743,Santa Monica High,1,0,261.0,63.0,96352,14074,0.01177379761796527,0.08850804618601692,0.46104191290117286,0.28479861805618695
744,Santa Paula High,1,0,25.0,5.0,63573,9953,0.0322332339074377,0.26416819012797077,0.17362647936110845,0.05792360242470894
745,Maria Carrillo High,1,0,53.0,7.0,77849,12031,0.013282086211929552,0.155930719081444,0.37452563977814535,0.20419383088449936
746,Montgomery High,1,0,30.0,3.0,94411,8955,0.02599273817071062,0.16684917295833093,0.3789406950608034,0.1832747392081148
747,Piner High,1,0,19.0,4.0,79990,15871,0.0261998978810314,0.23707556803676283,0.27473193770742915,0.08061016083737554
748,Roseland Charter,1,1,9.0,3.0,68720,12851,0.03912351750072317,0.28991900491755856,0.18451692218686722,0.05434625397743709
749,Roseland Charter,1,1,24.0,6.0,68720,12851,0.03912351750072317,0.28991900491755856,0.18451692218686722,0.05434625397743709
750,Santa Rosa High,1,0,34.0,4.0,80164,13817,0.03393132857878097,0.22921108742004265,0.2808984633482832,0.1074553341666054
751,Santa Ynez Valley Union High,1,0,22.0,6.0,98968,2318,0.007284315957204644,0.23082176189392214,0.3227862508536308,0.12223992715684043
752,Prospect High,1,0,65.0,11.0,201279,11187,0.005998322147651006,0.06421979865771812,0.39693791946308726,0.4323825503355705
753,Saratoga High,1,0,202.0,33.0,201279,11187,0.005998322147651006,0.06421979865771812,0.39693791946308726,0.4323825503355705
754,Saugus High,1,0,56.0,10.0,113028,11811,0.010895310279488394,0.20768198326227696,0.3565845570819517,0.12383546502447497
755,Scotts Valley High,1,0,36.0,5.0,109894,5975,0.007936507936507936,0.11607142857142858,0.43885281385281383,0.2076118326118326
756,Selma High,1,0,33.0,11.0,43894,8929,0.052659659606253004,0.3062476657952302,0.1630475377474257,0.03387931494424585
757,Shafter High,1,0,11.0,,45867,5563,0.06247897746384124,0.31567440295997307,0.11974436596030945,0.021358896737302388
758,California Virtual Academy at Sutter,1,1,4.0,,100497,24441,0.010850238422371292,0.21488321344863817,0.3611694819364746,0.11139174007920472
759,California Virtual Academy @ Sonoma,1,1,11.0,,100497,24441,0.010850238422371292,0.21488321344863817,0.3611694819364746,0.11139174007920472
760,California Virtual Academy @ San Joaquin,1,1,8.0,,100497,24441,0.010850238422371292,0.21488321344863817,0.3611694819364746,0.11139174007920472
761,Royal High,1,0,46.0,17.0,100497,24441,0.010850238422371292,0.21488321344863817,0.3611694819364746,0.11139174007920472
762,Santa Susana High,1,0,45.0,16.0,96654,19371,0.013033347895733217,0.2546721032959565,0.33182855201203826,0.100067957866123
763,Simi Valley High,1,0,42.0,11.0,96654,19371,0.013033347895733217,0.2546721032959565,0.33182855201203826,0.100067957866123
764,Soledad High,1,0,34.0,10.0,65108,4147,0.030413486729695866,0.30954550632190453,0.10075179405399248,0.024148536279758513
765,Sonoma Valley High,1,0,34.0,7.0,87374,15591,0.01700727398683755,0.19189470038101836,0.3267751991686872,0.15219951506754417
766,Sonora High,1,0,4.0,3.0,62578,12286,0.008022652194431336,0.2630486078338839,0.2587069372345446,0.0950920245398773
767,Soquel High,1,0,35.0,8.0,96052,4104,0.005277384476766637,0.21354099626721587,0.3952889689792766,0.13643969622860086
768,South El Monte High,1,0,27.0,8.0,57500,10868,0.09108057127458906,0.3251145243869577,0.1182632713554298,0.023477499326327134
769,International Studies Learning Center at Legacy High School Complex,1,0,13.0,5.0,55084,23989,0.04945222670691585,0.3072278940406336,0.13017671200352746,0.02204660312722586
770,South East High,1,0,41.0,8.0,55084,23989,0.04945222670691585,0.3072278940406336,0.13017671200352746,0.02204660312722586
771,South Gate Senior High,1,0,41.0,17.0,55084,23989,0.04945222670691585,0.3072278940406336,0.13017671200352746,0.02204660312722586
772,South Tahoe High,1,0,13.0,,62541,12647,0.008135801926206077,0.2324200712432385,0.32011082281542724,0.09780553234530982
773,South Pasadena Senior High,1,0,132.0,19.0,109927,9671,0.007581956035564283,0.06878306878306878,0.42415316642120765,0.35629738722522225
774,El Camino High,1,0,57.0,6.0,106352,21551,0.0323695035744239,0.23245736650824714,0.353448620152562,0.10972882303606374
775,South San Francisco High,1,0,38.0,6.0,106352,21551,0.0323695035744239,0.23245736650824714,0.353448620152562,0.10972882303606374
776,Monte Vista High,1,0,13.0,4.0,71396,19098,0.02282877232991258,0.25258931965032305,0.29256936526035726,0.0733086278981376
777,Mount Miguel High,1,0,19.0,3.0,71396,19098,0.02282877232991258,0.25258931965032305,0.29256936526035726,0.0733086278981376
778,Steele Canyon High,1,1,50.0,7.0,84266,3387,0.03276315789473684,0.2727631578947368,0.2798684210526316,0.09210526315789473
779,Stagg Senior High,1,0,14.0,,54951,18401,0.03722985652884557,0.3073733276832738,0.23896724983352502,0.06610569647073067
780,Aspire Benjamin Holt College Preparatory Academy,1,1,25.0,9.0,97775,7411,0.054229213981055784,0.23752284938791338,0.2802858250706254,0.1147177754389852
781,Bear Creek High,1,0,27.0,,84387,12948,0.03831390885616582,0.2832018982483076,0.28082908786377275,0.06375183194919394
782,Edison High,1,0,25.0,5.0,53830,17384,0.062267756662066034,0.3794988852319779,0.15351948189829068,0.02747106911561737
783,Franklin High,1,0,28.0,4.0,49758,6828,0.05345818763705328,0.3600426717240562,0.11598411663604576,0.01890594440822616
784,Health Careers Academy,1,1,16.0,,46892,5357,0.05610333267600079,0.36412936304476434,0.17008479589824493,0.059751528298166046
785,Lincoln High,1,0,58.0,19.0,54951,18401,0.03722985652884557,0.3073733276832738,0.23896724983352502,0.06610569647073067
786,Middle College High,1,0,29.0,5.0,54951,18401,0.03722985652884557,0.3073733276832738,0.23896724983352502,0.06610569647073067
787,Ronald E. McNair High,1,0,31.0,6.0,48614,11709,0.08059822150363784,0.34777687954729186,0.1757477768795473,0.02421180274858529
788,Stockton Early College Academy,1,1,48.0,10.0,17270,2912,0.04834254143646409,0.3238950276243094,0.12638121546961326,0.08448434622467772
789,Weston Ranch High,1,0,21.0,5.0,53830,17384,0.062267756662066034,0.3794988852319779,0.15351948189829068,0.02747106911561737
790,Alliance Marine - Innovation and Technology 6-12 Complex,1,1,6.0,,58696,12335,0.06556797738370598,0.29054227704960167,0.2020367514777692,0.04356206630686199
791,John H. Francis Polytechnic,1,0,53.0,16.0,58696,12335,0.06556797738370598,0.29054227704960167,0.2020367514777692,0.04356206630686199
792,Fremont High,1,0,139.0,26.0,168228,19605,0.00459097444693893,0.09444290290845798,0.3895265242287415,0.39888504906288624
793,Summit Public School: Denali,1,1,28.0,3.0,130164,8351,0.029125126022179905,0.1746387364176095,0.3299540719166573,0.25658115828385797
794,Sutter High,1,0,12.0,4.0,84500,1164,0.00408905043162199,0.33303044070876875,0.22580645161290322,0.040436165379373015
795,Amador High,1,0,6.0,,56599,2002,0.008525852585258526,0.19389438943894388,0.28217821782178215,0.11523652365236524
796,PUC Triumph Charter Academy and PUC Triumph Charter High,1,1,11.0,,79572,24833,0.05395949025776009,0.3039675151670786,0.20686611241292974,0.052627355310884985
797,Sylmar Biotech Health and Engineering Magnet,1,0,26.0,,79572,24833,0.05395949025776009,0.3039675151670786,0.20686611241292974,0.052627355310884985
798,North Tahoe High,1,0,22.0,4.0,84648,1103,0.0,0.1720059142434697,0.47658945293247906,0.16362740266140957
799,Chaparral High,1,0,42.0,7.0,89574,13081,0.016183362624487406,0.2168643819566491,0.31766256590509667,0.12082601054481547
800,Great Oak High,1,0,108.0,21.0,108412,24962,0.008350846145337905,0.19555358920473398,0.3565977214909855,0.12771448586070863
801,Temecula Valley High,1,0,85.0,4.0,108412,24962,0.008350846145337905,0.19555358920473398,0.3565977214909855,0.12771448586070863
802,Temple City High,1,0,141.0,18.0,83029,11184,0.03950597417226536,0.23466226817395502,0.36689866033712837,0.12990304541980127
803,Templeton High,1,0,18.0,4.0,99989,3571,0.0025787965616045844,0.19183381088825216,0.34627507163323784,0.14383954154727793
804,Desert Mirage High,1,0,30.0,7.0,26132,5694,0.05203597049610993,0.28382338082247144,0.060927553804183084,0.012630089926240274
805,Thousand Oaks High,1,0,50.0,19.0,94149,15290,0.005131817267055746,0.1682095659757161,0.4047091970215335,0.16626417119474074
806,Tomales High,1,0,5.0,3.0,109063,87,0.0,0.0,0.5279187817258884,0.3096446700507614
807,North High,1,0,61.0,5.0,92636,11413,0.018817089338408245,0.20241200872428688,0.4181242783218578,0.11491254330068854
808,South High,1,0,86.0,17.0,95113,13838,0.006673909669408661,0.14333385069067206,0.443388173211237,0.20134254229396245
809,Torrance High,1,0,65.0,9.0,75388,14140,0.01979783896828163,0.23370512373649355,0.3324851864761241,0.10296270477518299
