,School,Public Yes/No,Charter Yes/No,App,Adm,Median income (dollars),Total,none,high,higher,grad
378,Los Banos High,1,0,18.0,3.0,63529,11463,0.04242657761794674,0.3545680280845963,0.1348574364243514,0.028341467591403373
379,Pacheco High,1,0,18.0,,63529,11463,0.04242657761794674,0.3545680280845963,0.1348574364243514,0.028341467591403373
380,Los Gatos High,1,0,203.0,33.0,199063,5239,0.0005957108816521049,0.05430897537728356,0.4445988880063543,0.3876092136616362
381,Lynwood High,1,0,59.0,20.0,57236,15254,0.06270247429456782,0.33525048124325085,0.09258650640875159,0.01866284802103385
382,Marco Antonio Firebaugh High,1,0,55.0,25.0,57236,15254,0.06270247429456782,0.33525048124325085,0.09258650640875159,0.01866284802103385
383,Madera High,1,0,25.0,10.0,61422,12029,0.05889734455958549,0.26246761658031087,0.1871356865284974,0.03286917098445596
384,Malibu High,1,0,43.0,10.0,163909,7028,0.006342494714587738,0.07897916037450921,0.42094533373603144,0.3123678646934461
385,Mammoth High,1,0,13.0,7.0,69702,3502,0.002686897423739529,0.1999367788841473,0.3254306938517465,0.11284969179706021
386,Mira Costa High,1,0,235.0,91.0,153926,13313,0.0003283128821767144,0.06377477736282677,0.4595149177165839,0.34575450404235236
387,East Union High,1,0,16.0,3.0,70084,15490,0.02104603820858127,0.37478860006263703,0.20184779204509865,0.04459755715627936
388,Manteca High,1,0,22.0,5.0,70084,15490,0.02104603820858127,0.37478860006263703,0.20184779204509865,0.04459755715627936
389,Marysville Charter Academy for the Arts,1,1,3.0,,55128,12260,0.023996800426609784,0.27916277829622715,0.23890147980269297,0.0547038172688086
390,Maywood Center for Enriched Studies,1,0,29.0,6.0,50996,6753,0.0816594930655189,0.32747489239598276,0.0824964131994261,0.025466284074605453
391,Mendocino High,1,0,7.0,4.0,58705,1087,0.0,0.1811965811965812,0.3544159544159544,0.19658119658119658
392,Mendota High,1,0,13.0,6.0,35982,2971,0.07700877315137168,0.24397716195515945,0.047764935245787496,0.0090516641136332
393,Paloma Valley High,1,0,84.0,26.0,97674,15112,0.018143100511073255,0.2530664395229983,0.26087450312322547,0.08350369108461102
394,El Capitan High,1,0,40.0,10.0,51340,10889,0.04261713553727152,0.30551313001921465,0.19485638271665764,0.06064935704783958
395,Merced High,1,0,17.0,3.0,51340,10889,0.04261713553727152,0.30551313001921465,0.19485638271665764,0.06064935704783958
396,Tamalpais High,1,0,142.0,29.0,166934,12991,0.00320166140267382,0.06922511140916368,0.43698351577034567,0.3654653225457535
397,Mills High,1,0,84.0,15.0,126319,7959,0.01384225717146728,0.19879837427107264,0.381103846380397,0.18006714967308712
398,Milpitas High,1,0,229.0,41.0,136966,22207,0.025093542322083433,0.18148141253560193,0.3942366760364117,0.22113218786649044
399,Capistrano Valley High,1,0,115.0,40.0,125115,17061,0.014375,0.14923295454545454,0.41951704545454543,0.19855113636363636
400,Mission Viejo High,1,0,96.0,18.0,118379,16703,0.008397753183916357,0.17023524831766865,0.4143540403759524,0.15307824926311106
401,Trabuco Hills High,1,0,103.0,22.0,118379,16703,0.008397753183916357,0.17023524831766865,0.4143540403759524,0.15307824926311106
402,Joseph A. Gregori High,1,0,45.0,13.0,76225,10951,0.014214085284511707,0.28750172501035004,0.2821196927181563,0.08753852523115138
403,Modesto High,1,0,34.0,18.0,44517,13441,0.055248026856183706,0.36580836398700045,0.10060354987321882,0.015820863540587836
404,Thomas Downey High,1,0,13.0,3.0,67205,20828,0.015112412526676262,0.3035386371532086,0.24303935679190034,0.07102089433718795
405,Monrovia High,1,0,58.0,18.0,82801,14593,0.01864452912357104,0.21992378878606422,0.3324373979314099,0.14976864452912358
406,Montclair High,1,0,69.0,23.0,63529,10451,0.05133419097813006,0.289994605137569,0.18786570942440967,0.061667427480599245
407,Montebello High,1,0,36.0,7.0,62521,18937,0.0367667372686251,0.3224974675384474,0.2185514319918961,0.05329680449396814
408,Schurr High,1,0,65.0,21.0,62521,18937,0.0367667372686251,0.3224974675384474,0.2185514319918961,0.05329680449396814
409,Moorpark High,1,0,58.0,20.0,119139,12064,0.01518288474810214,0.1677785445901388,0.40238478644275744,0.1545126907445748
410,Campolindo High,1,0,121.0,28.0,152965,5623,0.000380191996958464,0.06558311947533504,0.4563254443493964,0.3616576371067389
411,Canyon Springs High,1,0,94.0,30.0,76174,14135,0.028311248613624423,0.33007413460977175,0.22126554199988324,0.06762594127604926
412,Moreno Valley High,1,0,91.0,35.0,54234,18513,0.045761915942709556,0.3413007748297722,0.15970885184315567,0.03437426625968537
413,Rancho Verde High,1,0,98.0,39.0,71947,7743,0.05115551863976157,0.3692285141935799,0.1575707236038501,0.046660477842380414
414,Valley View High,1,0,80.0,28.0,91839,11380,0.021506500749416152,0.27083551186866045,0.23723378298302486,0.08728083934609084
415,Vista del Lago High,1,0,51.0,22.0,71947,7743,0.05115551863976157,0.3692285141935799,0.1575707236038501,0.046660477842380414
416,Ann Sobrato High,1,0,83.0,15.0,128381,16586,0.018041753773017553,0.19963343738365932,0.38620808156018216,0.13244938285747015
417,Live Oak High,1,0,32.0,6.0,128381,16586,0.018041753773017553,0.19963343738365932,0.38620808156018216,0.13244938285747015
418,Mountain House High,1,0,90.0,28.0,160902,5328,0.01772364552708946,0.126417471650567,0.3732885342293154,0.18210835783284335
419,Mountain View High,1,0,205.0,31.0,139717,14408,0.00741821719567068,0.07296607077708865,0.33231991568365155,0.44233653573310633
420,Murrieta Mesa High,1,0,87.0,33.0,95156,19971,0.020424101860178918,0.25280446821602687,0.3046575472144649,0.10834477209258295
421,Murrieta Valley High,1,0,72.0,26.0,95156,19971,0.020424101860178918,0.25280446821602687,0.3046575472144649,0.10834477209258295
422,Vista Murrieta High,1,0,142.0,49.0,96604,18869,0.012617641631297288,0.25106108138032845,0.3106200405978963,0.09208341022328843
423,Napa High,1,0,37.0,6.0,97759,24027,0.030747319034852547,0.20664376675603216,0.32781082439678283,0.1296707439678284
424,Vintage High,1,0,48.0,9.0,97759,24027,0.030747319034852547,0.20664376675603216,0.32781082439678283,0.1296707439678284
425,Sweetwater High,1,0,83.0,40.0,48359,17392,0.02847338833321165,0.32121389111970994,0.19162346985957995,0.03991141612518556
426,Newark Memorial High,1,0,50.0,5.0,127619,14356,0.01567298221217915,0.2944550669216061,0.2897618633756301,0.14774900052146706
427,Newbury Park High,1,0,124.0,53.0,125093,14893,0.0072995144818349235,0.1396618114850159,0.4142976728612088,0.21737820190858864
428,William S. Hart High,1,0,60.0,24.0,74986,10804,0.028381104282966647,0.24867476661819204,0.26818970774499223,0.09959187502931932
429,Corona del Mar High,1,0,146.0,34.0,135373,15368,0.006234273481804184,0.06962857250159613,0.48236752168851166,0.28181920606902766
430,Newport Harbor High,1,0,94.0,19.0,106209,10574,0.0012423031219617588,0.0909041806200713,0.47423571351409743,0.21259587339310793
431,John F. Kennedy High,1,0,39.0,7.0,106065,7370,0.01390208531279692,0.3463519527929189,0.21533229984497676,0.07321098164724708
432,Norco High,1,0,42.0,12.0,106065,7370,0.01390208531279692,0.3463519527929189,0.21533229984497676,0.07321098164724708
433,James Monroe High,1,0,22.0,7.0,67043,17977,0.034358788756182895,0.28512486427795874,0.2706961032693932,0.07207141995415611
434,North Hollywood Senior High,1,0,87.0,28.0,57411,17004,0.024924498781064657,0.16326456354837535,0.44845904741112685,0.0877997307426409
435,Northridge Academy High,1,0,18.0,10.0,72041,12372,0.02551936393947166,0.2118491921005386,0.34684107035992134,0.14144652474993588
436,Norwalk High,1,0,39.0,17.0,77425,26748,0.061242908715832906,0.32721620537505014,0.23047389834393445,0.04610050999942697
437,Novato High,1,0,73.0,15.0,111285,9882,0.020068116321718628,0.16232643437254388,0.3909876866649201,0.15488603615404767
438,San Marin High,1,0,58.0,9.0,120692,7282,0.024525547445255473,0.15299270072992702,0.40145985401459855,0.15737226277372263
439,Nuview Bridge Early College High,1,1,46.0,22.0,79962,2473,0.033443163097199344,0.33410214168039537,0.18039538714991762,0.05453047775947282
440,Oak Hills High,1,0,46.0,15.0,89795,5607,0.026823194592671646,0.3406616862326574,0.2565635005336179,0.03614372109569548
441,Oak Park High,1,0,127.0,24.0,137047,5033,0.0008514261387824606,0.0772669220945083,0.4842486164325245,0.2673478075776926
442,Oakdale High,1,0,21.0,8.0,75138,12420,0.01291600292762733,0.28471175786799846,0.22314547724630818,0.08920652688681276
443,AIMS College Prep High,1,1,63.0,22.0,60181,11121,0.027214968232527892,0.1885036770223623,0.35654610035519535,0.16118865375956776
444,Aspire Golden State College Preparatory Academy,1,1,9.0,4.0,104919,15290,0.004554226167502895,0.09243535314550366,0.4425318409880355,0.3217290621381706
445,East Bay Innovation Academy,1,1,21.0,9.0,77939,16022,0.025038974261079826,0.2172377589004486,0.28656422003754256,0.17116859151792815
446,Envision Academy for Arts & Technology,1,1,7.0,4.0,59773,8988,0.021532661494961212,0.12027840208801566,0.36431523236424274,0.23743928079460597
447,LIFE Academy,1,0,9.0,3.0,53433,15118,0.09251352120694563,0.2826074580130942,0.21340734415029888,0.060802732707087956
448,Lighthouse Community Charter High,1,1,6.0,4.0,40813,9543,0.07250697182421387,0.3387344937013174,0.14972593518607558,0.025915953457063177
449,Oakland Charter High,1,1,29.0,5.0,53433,15118,0.09251352120694563,0.2826074580130942,0.21340734415029888,0.060802732707087956
450,Oakland High,1,0,56.0,18.0,104919,15290,0.004554226167502895,0.09243535314550366,0.4425318409880355,0.3217290621381706
451,Oakland High,1,0,8.0,5.0,104919,15290,0.004554226167502895,0.09243535314550366,0.4425318409880355,0.3217290621381706
452,Oakland Technical High,1,0,143.0,28.0,136538,16854,0.0055671537926235215,0.0693574576664347,0.43927494449415116,0.36435033303509295
453,Skyline High,1,0,46.0,16.0,106875,9017,0.02212314464698911,0.16366612111292964,0.32428466617754953,0.2526101924487838
454,Freedom High,1,0,46.0,6.0,102911,12621,0.017210111403086717,0.32573374292164775,0.25371035197453645,0.05577556534290684
455,Coastal Academy Charter,1,1,6.0,,85047,19161,0.01878415300546448,0.2255674653215637,0.31636191677175285,0.1206914670029424
456,El Camino High,1,0,83.0,24.0,81339,18799,0.02527622218858786,0.2179254326219666,0.2951415165733313,0.10418243277332123
457,Mission Vista High,1,0,83.0,23.0,81339,18799,0.02527622218858786,0.2179254326219666,0.2951415165733313,0.10418243277332123
458,Oceanside High,1,0,55.0,28.0,63355,15573,0.01618167928328356,0.20438919369400652,0.31832071671643863,0.1060143065490659
459,Chaffey High,1,0,50.0,29.0,64383,17853,0.03736220856501805,0.31874939030338506,0.211369622475856,0.046532045654082525
460,Colony High,1,0,42.0,9.0,76207,17345,0.031630043321676495,0.3154914139568871,0.22112323190145625,0.056944516937209665
461,Ontario High,1,0,56.0,17.0,64383,17853,0.03736220856501805,0.31874939030338506,0.211369622475856,0.046532045654082525
462,El Modena High,1,0,57.0,16.0,121712,11348,0.020083453574074796,0.16382638536832664,0.3614241703388839,0.16831104004991615
463,Casa Roble Fundamental High,1,0,16.0,3.0,76079,12424,0.0152020442635021,0.26778985664169086,0.3158213868075707,0.07847892936030144
464,Orcutt Academy Charter,1,1,25.0,8.0,93200,15584,0.011108866895576651,0.23395946946744767,0.31071164074597724,0.0956372450010099
465,Miramonte High,1,0,136.0,23.0,231373,7109,0.0029881203993877997,0.029735442023176153,0.45557903942861305,0.4393994606807084
466,Orland High,1,0,5.0,3.0,49937,5608,0.03861808795790728,0.31956715973394223,0.18385783778417553,0.037923160925245704
467,Riverside Preparatory,1,1,13.0,,36500,288,0.05423728813559322,0.3423728813559322,0.1864406779661017,0.04406779661016949
468,Orosi High,1,0,17.0,6.0,41402,2906,0.03348285805831464,0.2528035885933996,0.14979173341877602,0.008490868311438641
469,Hueneme High,1,0,30.0,10.0,68542,16804,0.05661930426261636,0.28799608035276825,0.1437530622243998,0.018402743753062223
470,Oxnard High,1,0,64.0,15.0,78931,13287,0.03122599605917911,0.2955615669772568,0.2325418294760044,0.0678956684366964
471,Pacifica High,1,0,46.0,14.0,78931,13287,0.03122599605917911,0.2955615669772568,0.2325418294760044,0.0678956684366964
472,Rio Mesa High,1,0,34.0,10.0,78522,14975,0.043959838504037396,0.30211432214194645,0.1967435189120272,0.048555036124096895
473,Pacific Grove High,1,0,29.0,5.0,89088,6977,0.0051686154889001865,0.1213353668869683,0.36595492289442466,0.2802914760210134
474,Oceana High,1,0,22.0,7.0,130327,13833,0.010689248282085097,0.1748108558339696,0.38515999167071563,0.1766502394669258
475,Terra Nova High,1,0,30.0,7.0,130327,13833,0.010689248282085097,0.1748108558339696,0.38515999167071563,0.1766502394669258
476,Palm Desert High,1,0,75.0,16.0,61161,15568,0.01724524913960796,0.23051024988777497,0.32103845578333084,0.1359419422415083
477,Palm Springs High,1,0,74.0,15.0,55757,13877,0.008888493844718013,0.2307453002088796,0.32105239767121463,0.160126216612595
478,Highland High,1,0,45.0,21.0,93637,15683,0.024758745476477682,0.25419179734620023,0.2741556091676719,0.09493365500603136
479,Palmdale Aerospace Academy,1,1,33.0,9.0,48002,21100,0.04586841925104402,0.360146961502476,0.1330640560461879,0.024942379224572694
480,Palmdale High,1,0,34.0,14.0,48002,21100,0.04586841925104402,0.360146961502476,0.1330640560461879,0.024942379224572694
481,William J. (Pete) Knight High,1,0,56.0,28.0,66289,10053,0.0446714829222417,0.3539520369341256,0.15290898986876417,0.02676014192279742
482,Henry M. Gunn High,1,0,297.0,54.0,167043,10641,0.0018377660932155802,0.040737148399612025,0.32023074174281485,0.539282250242483
483,Palo Alto High,1,0,301.0,67.0,169270,7102,0.0074519047981142115,0.0591589993156414,0.3046916584290168,0.534484069652498
484,Paramount High,1,0,82.0,27.0,57313,14156,0.07205186505254102,0.32885761691144844,0.15012597554230936,0.03816137159712407
485,Parlier High,1,0,11.0,4.0,38724,4146,0.07247325911373062,0.286946081641563,0.11089281816197337,0.011787819253438114
486,Marshall Fundamental,1,0,52.0,15.0,78285,13630,0.02322931598485684,0.20057338185025914,0.300694674164737,0.21553276730253243
487,Pasadena High,1,0,82.0,34.0,100866,12971,0.020123717798136403,0.12763291833059276,0.3920209850442409,0.25025448281262236
488,Paso Robles High,1,0,25.0,5.0,76859,17667,0.017357642357642356,0.2616758241758242,0.3027597402597403,0.07992007992007992
489,Patterson High,1,0,23.0,7.0,72898,7847,0.05316824471959213,0.33594319009468315,0.14287448409808207,0.04946588977907259
490,Citrus Hill High,1,0,103.0,34.0,62764,14185,0.0570913953551838,0.39546434516824497,0.10124716862702289,0.024070081598122423
491,Orange Vista High,1,0,97.0,41.0,69444,13134,0.06256690852860711,0.3619305340787439,0.14071606994171523,0.034970857618651124
492,Perris High,1,0,53.0,22.0,69444,13134,0.06256690852860711,0.3619305340787439,0.14071606994171523,0.034970857618651124
493,Petaluma High,1,0,48.0,7.0,92314,13834,0.011465853376056828,0.16048334169787284,0.3607690228931012,0.17526927382928617
494,Serrano High,1,0,31.0,13.0,62143,5436,0.008007320979180966,0.3959429573705483,0.16289178677648136,0.04133302829253413
495,El Rancho High,1,0,57.0,25.0,70620,17060,0.06752733193765992,0.35340776924866246,0.16741102581995812,0.036520120958362406
496,Piedmont High,1,0,106.0,23.0,136538,16854,0.0055671537926235215,0.0693574576664347,0.43927494449415116,0.36435033303509295
497,Pinole Valley High,1,0,30.0,9.0,105217,6750,0.023997854940340527,0.19238503820887518,0.3487062608928811,0.0981364794208339
498,Pittsburg Senior High,1,0,32.0,16.0,78985,27807,0.03972904851921865,0.3099243856332703,0.22734719596723377,0.051764335223692504
499,El Dorado High,1,0,85.0,24.0,100685,16813,0.021363636363636362,0.1940909090909091,0.34883522727272726,0.1469034090909091
500,Valencia High,1,0,158.0,39.0,100685,16813,0.021363636363636362,0.1940909090909091,0.34883522727272726,0.1469034090909091
501,College Park High,1,0,70.0,11.0,124375,13859,0.015136466568670294,0.12256167812164794,0.45870247507051765,0.18235270748083113
502,Amador Valley High,1,0,287.0,56.0,163499,15685,0.006626277925028398,0.10649375236652783,0.4119967184147419,0.315032184778493
503,Foothill High,1,0,232.0,54.0,157203,12616,0.006755682721347958,0.11345573040852011,0.43657606103958035,0.2948656811317755
504,Diamond Ranch High,1,0,66.0,9.0,61018,18576,0.05133663477267125,0.2784861182692092,0.187375355726354,0.044659062899141774
505,Fremont Academy of Engineering and Design,1,0,8.0,3.0,61018,18576,0.05133663477267125,0.2784861182692092,0.187375355726354,0.044659062899141774
506,Ganesha High,1,0,11.0,4.0,62136,8274,0.04970169123810463,0.29618855086041124,0.15664908042009762,0.039347172230166164
507,Garey High,1,0,36.0,13.0,61018,18576,0.05133663477267125,0.2784861182692092,0.187375355726354,0.044659062899141774
508,Pomona High,1,0,16.0,7.0,63283,14474,0.027593921879369813,0.2977533327118486,0.21832758459960847,0.06053261241105
509,Monarch River Academy,1,1,6.0,,44693,22638,0.03678668629813055,0.31564270735733724,0.17701780216838442,0.037054388078347385
510,Poway High,1,0,118.0,58.0,115391,16032,0.023843681854699875,0.1433490187076782,0.3946115000573855,0.20185355216343395
511,Quartz Hill High,1,0,80.0,34.0,84674,21462,0.017471648766265783,0.286792291036937,0.2571012069372092,0.0991489270478273
512,Mountain Valley Academy,1,0,3.0,,100645,11941,0.012269693457495704,0.26321889612725313,0.29087566444186885,0.09555972982694537
513,Ramona High,1,0,31.0,16.0,100645,11941,0.012269693457495704,0.26321889612725313,0.29087566444186885,0.09555972982694537
514,Los Osos High,1,0,200.0,62.0,103679,7795,0.008874858538328667,0.23223539222109715,0.3432604681636786,0.1367562094228364
515,Rancho Cucamonga High,1,0,154.0,54.0,100653,13347,0.014295774647887324,0.22140845070422535,0.3348239436619718,0.1269718309859155
516,Rancho Mirage High,1,0,45.0,14.0,84891,9637,0.010676156583629894,0.18315539739027284,0.2826809015421115,0.21429418742586
517,University Preparatory,1,1,21.0,6.0,58673,13410,0.00850137582652265,0.24267937081604993,0.2759045546018317,0.11154462195572713
518,Citrus Valley High,1,0,55.0,20.0,78191,13964,0.01985520751200631,0.24442692280123288,0.2810551214966669,0.15464841230019352
519,Grove,1,1,10.0,4.0,81557,12608,0.004921470449779604,0.1678863354303077,0.35079385458124707,0.2409380750631232
520,Redlands East Valley High,1,0,59.0,21.0,78191,13964,0.01985520751200631,0.24442692280123288,0.2810551214966669,0.15464841230019352
521,Redlands Senior High,1,0,93.0,38.0,78191,13964,0.01985520751200631,0.24442692280123288,0.2810551214966669,0.15464841230019352
522,Redondo Union High,1,0,152.0,32.0,104859,15650,0.003294955309801545,0.08930465081048326,0.4629222845023481,0.27170125738524464
523,Design Tech High,1,1,56.0,12.0,173760,4780,0.006739181839678411,0.0811066445968314,0.40435091038070464,0.42385906833766845
524,Sequoia High,1,0,84.0,22.0,184479,10126,0.006666013135967062,0.0953828056072934,0.3980001960592099,0.32707577688461914
525,Summit Preparatory Charter High,1,1,19.0,,80313,10724,0.05817313732881015,0.2586170791975541,0.22109142689617622,0.13862713071156343
526,Reedley High,1,0,22.0,11.0,52642,8738,0.04070209759808716,0.2774154983154005,0.1978045864579937,0.04119117487229649
527,Grover Cleveland Charter High,1,1,112.0,34.0,65740,24581,0.040246568469340216,0.254506683869118,0.2649177507794861,0.08472207289538759
528,Reseda Charter High,1,1,26.0,16.0,65740,24581,0.040246568469340216,0.254506683869118,0.2649177507794861,0.08472207289538759
529,Sherman Oaks Center for Enriched Studies,1,0,83.0,20.0,65740,24581,0.040246568469340216,0.254506683869118,0.2649177507794861,0.08472207289538759
530,Eisenhower High,1,0,49.0,21.0,59416,21559,0.04639866322109313,0.3728019896244195,0.12711057570870654,0.02689101754522315
531,Rialto High,1,0,86.0,20.0,59416,21559,0.04639866322109313,0.3728019896244195,0.12711057570870654,0.02689101754522315
532,Wilmer Amina Carter High,1,0,55.0,23.0,95953,5393,0.017222902633190446,0.36351806491120636,0.21586037966932026,0.06659522351500306
533,De Anza High,1,0,30.0,17.0,96971,9131,0.01582551356834897,0.1774283540451433,0.36692873446614255,0.1325893989348212
534,Leadership Public Schools: Richmond,1,1,25.0,8.0,66476,9407,0.06965472442912107,0.2575825713286364,0.1590965872183081,0.06785589366911507
535,Richmond High,1,0,16.0,7.0,63764,14466,0.031398974873651384,0.26413133087207424,0.26026022438080215,0.10849851249148715
536,Burroughs High,1,0,20.0,8.0,70571,13674,0.014929881337648328,0.2396116504854369,0.3429126213592233,0.10955771305285869
537,Heritage Peak Charter,1,1,3.0,,72438,4994,0.01152392366552964,0.4825297317230571,0.20503364985710335,0.02839494791186503
538,Hillcrest High,1,0,48.0,22.0,75415,24650,0.038243649873081514,0.3460419923680804,0.1913191117386992,0.060265268041757025
539,John W. North High,1,0,87.0,23.0,54701,16843,0.016229193341869397,0.2612035851472471,0.23498719590268885,0.13745198463508324
540,La Sierra High,1,0,50.0,20.0,71139,14326,0.025176652217801795,0.3133721275458702,0.21830651386497238,0.059408586188468615
541,Martin Luther King Jr. High,1,0,124.0,46.0,121021,10110,0.01318383440118285,0.2021110563495975,0.297765730244784,0.17225234105470674
542,Norte Vista High,1,0,54.0,15.0,75415,24650,0.038243649873081514,0.3460419923680804,0.1913191117386992,0.060265268041757025
543,Ramona High,1,0,34.0,9.0,69531,16576,0.036653063293706115,0.3260500367544549,0.2028592431117082,0.06445970951306684
544,Riverside STEM Academy,1,0,78.0,19.0,54701,16843,0.016229193341869397,0.2612035851472471,0.23498719590268885,0.13745198463508324
545,Riverside STEM Academy,1,0,24.0,8.0,54701,16843,0.016229193341869397,0.2612035851472471,0.23498719590268885,0.13745198463508324
546,Rocklin High,1,0,70.0,16.0,107776,13136,0.0047565301515640115,0.11794582392776523,0.4467107384714608,0.18373105449854885
547,Western Sierra Collegiate Academy,1,1,22.0,7.0,107776,13136,0.0047565301515640115,0.11794582392776523,0.4467107384714608,0.18373105449854885
548,Whitney High,1,0,55.0,16.0,107776,13136,0.0047565301515640115,0.11794582392776523,0.4467107384714608,0.18373105449854885
549,Credo High,1,1,13.0,4.0,78181,16241,0.009338682899833979,0.26635998893193136,0.31405644714997233,0.09560044272274489
550,Rancho Cotate High,1,0,13.0,7.0,78181,16241,0.009338682899833979,0.26635998893193136,0.31405644714997233,0.09560044272274489
551,Technology High,1,0,12.0,,78181,16241,0.009338682899833979,0.26635998893193136,0.31405644714997233,0.09560044272274489
552,Rosamond High Early College Campus,1,0,5.0,4.0,63936,6916,0.016197396306388133,0.37042082954889494,0.18702694520133212,0.06668180442022403
553,Rosemead High,1,0,110.0,40.0,61394,16887,0.12605375822041753,0.298494946374189,0.24464845301672772,0.043121331155934146
554,Oakmont High,1,0,53.0,15.0,88966,12273,0.005739130434782609,0.16669565217391305,0.40904347826086956,0.1438695652173913
555,Roseville High,1,0,43.0,7.0,77437,16677,0.013901572805682395,0.19353965837984102,0.38948080500591914,0.10647725350921698
556,Woodcreek High,1,0,47.0,12.0,113991,24318,0.009237875288683603,0.15390043623299973,0.4193182790180481,0.14115558976990847
557,John A. Rowland High,1,0,107.0,31.0,73948,13910,0.03130357670706473,0.2490097546556311,0.39326041974578774,0.09042270174401419
558,C. K. McClatchy High,1,0,78.0,19.0,88101,9885,0.008399147549203961,0.09734235928293845,0.3933809702895826,0.27215745267644476
559,El Camino Fundamental High,1,0,16.0,3.0,47056,15470,0.016254141492886377,0.28758526603001366,0.2917559929838238,0.10602221789124927
560,Florin High,1,0,27.0,4.0,56190,17629,0.09003256992193559,0.30473556325285633,0.22364679729100967,0.026986506746626688
561,Hiram W. Johnson High,1,0,16.0,5.0,55003,13187,0.04666639777356512,0.2757633202920179,0.2298632678578631,0.08631468559674102
562,Inderkum High,1,0,86.0,26.0,104404,13900,0.023622331217541835,0.15861223312175418,0.4083597807270629,0.20091604154645124
563,John F. Kennedy High,1,0,58.0,14.0,81626,18496,0.01607817426867722,0.13739814554650182,0.4201554743841903,0.17230183259966908
564,Luther Burbank High,1,0,24.0,13.0,50832,23538,0.05863061105410354,0.33864509768415124,0.18957365042956884,0.03917426208728195
565,Mira Loma High,1,0,88.0,32.0,47056,15470,0.016254141492886377,0.28758526603001366,0.2917559929838238,0.10602221789124927
566,Valley High,1,0,24.0,9.0,50832,23538,0.05863061105410354,0.33864509768415124,0.18957365042956884,0.03917426208728195
567,West Campus,1,0,52.0,17.0,55003,13187,0.04666639777356512,0.2757633202920179,0.2298632678578631,0.08631468559674102
568,Alisal High,1,0,63.0,34.0,57081,13227,0.055589381393083295,0.26281660983925964,0.0914210910862153,0.014003896736483196
569,Everett Alvarez High,1,0,39.0,14.0,75373,17076,0.049369666658073165,0.2578566088324009,0.22746139369408852,0.043285467529454225
570,Salinas High,1,0,46.0,13.0,72434,10077,0.024567692956558414,0.22864824968367778,0.27904892450442853,0.0984289329396879
571,West Shores High,1,0,7.0,,24750,1162,0.012957746478873239,0.5628169014084508,0.1047887323943662,0.04563380281690141
572,Archie Williams High,1,0,96.0,23.0,148163,6381,0.0017131007122892436,0.06302407357316743,0.48588945992245963,0.31818591650888106
573,Cajon High,1,0,76.0,27.0,72281,17076,0.028838499268123572,0.30176420739066795,0.20400092447548857,0.05518605069207262
574,Indian Springs High,1,0,59.0,24.0,41060,12661,0.07392410920869967,0.33896344285053215,0.10396421409841122,0.018008637976245565
575,Middle College High,1,0,34.0,12.0,41060,12661,0.07392410920869967,0.33896344285053215,0.10396421409841122,0.018008637976245565
576,San Bernardino High,1,0,20.0,6.0,41631,8970,0.038180064673512225,0.34691098882396326,0.15283372099619902,0.037329097407386394
577,San Gorgonio High,1,0,33.0,12.0,49799,18056,0.03415000268053396,0.36259582908915455,0.15257599313783304,0.023401061491449097
578,Capuchino High,1,0,46.0,8.0,112933,15195,0.029425259229804546,0.1894901049154253,0.39115406967852445,0.13709356743033677
579,San Clemente High,1,0,155.0,55.0,149882,9959,0.008604490159232519,0.11185837207002275,0.43240035604786864,0.24176639303728611
580,Audeo Charter,1,1,4.0,,118155,1850,0.0,0.06738183037210861,0.4190412336573919,0.43245055313442843
581,Audeo Charter,1,1,4.0,,118155,1850,0.0,0.06738183037210861,0.4190412336573919,0.43245055313442843
582,Canyon Crest Academy,1,0,397.0,177.0,157333,20464,0.005519437441953032,0.05328379992039273,0.36383176330104816,0.4634469948255274
583,Canyon Hills High,1,0,73.0,27.0,94485,11274,0.004044440113049411,0.14082448104473247,0.4221810739693987,0.1991034012279505
584,Charter School of San Diego,1,1,6.0,,118155,1850,0.0,0.06738183037210861,0.4190412336573919,0.43245055313442843
585,Audeo Charter,1,1,8.0,,118155,1850,0.0,0.06738183037210861,0.4190412336573919,0.43245055313442843
586,Clairemont High,1,0,50.0,20.0,91347,21213,0.01627250017509864,0.16519972918077183,0.3899329955875143,0.16982233324772955
587,Crawford High,1,0,71.0,26.0,56137,21208,0.029767415761860674,0.2107286143141711,0.2952613416379093,0.14272087085823304
588,Del Norte High,1,0,254.0,114.0,147827,15300,0.00034859768657898905,0.07089209317065441,0.4859768657898907,0.32232609729044526
589,e3 Civic High,1,1,39.0,19.0,71077,24984,0.009708737864077669,0.12383270283854925,0.3873442501521124,0.21163461284093013
590,East Village Middle College High,1,0,13.0,5.0,71077,24984,0.009708737864077669,0.12383270283854925,0.3873442501521124,0.21163461284093013
591,Gompers Preparatory Academy,1,1,53.0,28.0,54862,15049,0.03997478768577495,0.23341295116772823,0.2687765392781316,0.08369824840764331
592,Health Sciences High and Middle College,1,1,25.0,13.0,48072,23130,0.07493925224103078,0.27764278275784615,0.20174381802217548,0.04996630796561371
593,Hoover High,1,0,125.0,57.0,56137,21208,0.029767415761860674,0.2107286143141711,0.2952613416379093,0.14272087085823304
594,High Tech High International,1,1,35.0,12.0,114158,7565,0.005410793108358252,0.13826000284778583,0.33276377616403247,0.2963121173287769
595,High Tech High Media Arts,1,1,38.0,16.0,114158,7565,0.005410793108358252,0.13826000284778583,0.33276377616403247,0.2963121173287769
