,School,Public Yes/No,Charter Yes/No,App,Adm,Median income (dollars),Total,none,high,higher,grad
168,Escondido Charter High,1,1,48.0,24.0,70009,17070,0.04594701463028865,0.30618162646632396,0.21502570185844208,0.060340055357848955
169,Escondido High,1,0,84.0,34.0,76534,17645,0.030450635219050875,0.2234375890161226,0.26394348544408364,0.11693157864752464
170,Orange Glen High,1,0,53.0,24.0,70009,17070,0.04594701463028865,0.30618162646632396,0.21502570185844208,0.060340055357848955
171,San Pasqual High,1,0,77.0,33.0,56866,16325,0.03411359099981855,0.25576120486300125,0.2251255065626323,0.08994132946228754
172,Etiwanda High,1,0,98.0,23.0,119397,11421,0.007698381365969206,0.1687722068693249,0.3891038294512436,0.1906040268456376
173,Bella Vista High,1,0,58.0,12.0,89923,15996,0.007325519445924348,0.15843100692594567,0.37976158763985085,0.16502397442727756
174,Angelo Rodriguez High,1,0,48.0,13.0,115561,13121,0.015154819014391627,0.18163977322285216,0.38828318069486845,0.12440034888791976
175,Armijo High,1,0,26.0,11.0,75544,24396,0.02987608547175334,0.28781344521416724,0.24259927797833936,0.06619182359254562
176,Vanden High,1,0,39.0,7.0,75544,24396,0.02987608547175334,0.28781344521416724,0.24259927797833936,0.06619182359254562
177,Fallbrook High,1,0,54.0,20.0,80775,15764,0.03271127943557008,0.2372560398277389,0.2772670352157845,0.1202467853761339
178,Firebaugh High,1,0,7.0,,38391,2529,0.048931383577052866,0.3123359580052493,0.0808023997000375,0.012560929883764529
179,Folsom High,1,0,140.0,28.0,118006,27717,0.0056593816534129164,0.14253998871763143,0.4113151238330937,0.2006623842192419
180,Vista del Lago High,1,0,98.0,18.0,118006,27717,0.0056593816534129164,0.14253998871763143,0.4113151238330937,0.2006623842192419
181,Fontana A. B. Miller High,1,0,36.0,11.0,96447,25768,0.031933508311461065,0.26877649909145973,0.2622316441214079,0.07986742041860152
182,Fontana High,1,0,63.0,20.0,58070,25003,0.05040591300133285,0.35351647020131205,0.13356182167523498,0.012463000467362517
183,Henry J. Kaiser High,1,0,51.0,15.0,84649,9923,0.02435003170577045,0.34555062354681887,0.211287254280279,0.029380680617205664
184,Jurupa Hills High,1,0,49.0,23.0,84649,9923,0.02435003170577045,0.34555062354681887,0.211287254280279,0.029380680617205664
185,Summit High,1,0,64.0,17.0,96447,25768,0.031933508311461065,0.26877649909145973,0.2622316441214079,0.07986742041860152
186,Fortuna Union High,1,0,7.0,4.0,47392,5481,0.008,0.2863157894736842,0.27063157894736845,0.048736842105263155
187,Fountain Valley High,1,0,241.0,54.0,89478,18567,0.027399926998418297,0.1958389098430466,0.3698260128969461,0.13366589609441537
188,Los Amigos High,1,0,49.0,24.0,89478,18567,0.027399926998418297,0.1958389098430466,0.3698260128969461,0.13366589609441537
189,Fowler High,1,0,15.0,5.0,58690,2442,0.02490960224989956,0.2597428686219365,0.24447569304941744,0.061470470068300524
190,American High,1,0,276.0,48.0,132568,24879,0.01740765109502773,0.1922361124165805,0.3811636431995488,0.22494595356706457
191,Irvington High,1,0,332.0,59.0,119206,21690,0.021462492033797256,0.22961166046502066,0.3167567789815595,0.22683633821927102
192,Mission San Jose High,1,0,377.0,47.0,188596,16458,0.007262525890773708,0.08979837969638971,0.37731050575496183,0.4026900186151386
193,Washington High,1,0,134.0,23.0,132568,24879,0.01740765109502773,0.1922361124165805,0.3811636431995488,0.22494595356706457
194,Central High,1,0,34.0,8.0,62225,25326,0.029523536713453643,0.2833953976892963,0.27617683567268214,0.05234412298290843
195,Clovis North High,1,0,102.0,26.0,125804,4404,0.005956552207428171,0.13489838822704975,0.38962859145059564,0.28100911002102313
196,Clovis West High,1,0,47.0,15.0,91096,17935,0.009933370010391834,0.14600525704505166,0.3868818387431995,0.20166269331866252
197,Edison High,1,0,69.0,23.0,31854,11549,0.07108565653162638,0.3005137707403352,0.11968331508464583,0.01878211067127095
198,Herbert Hoover High,1,0,12.0,4.0,54004,11752,0.023391523663518123,0.2561693289154839,0.31066712823302506,0.07462538944661491
199,University High,1,1,34.0,8.0,54004,11752,0.023391523663518123,0.2561693289154839,0.31066712823302506,0.07462538944661491
200,Washington High,1,0,22.0,8.0,31854,11549,0.07108565653162638,0.3005137707403352,0.11968331508464583,0.01878211067127095
201,Fullerton Union High,1,0,41.0,14.0,68287,7955,0.024081341419907244,0.22737543108574146,0.29016529908431443,0.09721726721369961
202,Sunny Hills High,1,0,188.0,36.0,88725,16266,0.020870337477797513,0.22174733570159857,0.36767317939609234,0.1434003108348135
203,Troy High,1,0,312.0,75.0,80279,11968,0.01651871510936213,0.182987096183765,0.3510570147341448,0.16280772398645557
204,Bolsa Grande High,1,0,139.0,28.0,63598,6736,0.07605736068251952,0.29085738488533913,0.2373691535063835,0.053185696133599566
205,Garden Grove High,1,0,124.0,24.0,75653,15291,0.061816516726822174,0.2887464310725637,0.25892905241609654,0.05473253245703819
206,Pacifica High,1,0,86.0,16.0,105189,5403,0.023272661414470704,0.2250294304084035,0.32382504754142893,0.12487548673367745
207,Rancho Alamitos High,1,0,46.0,12.0,65934,9432,0.05805227655986509,0.32099494097807757,0.2561973018549747,0.04797639123102867
208,Gardena Senior High,1,0,37.0,16.0,63620,3909,0.01867073743541569,0.29039455143259746,0.2679661813057774,0.10004697040864255
209,Christopher High,1,0,50.0,15.0,108494,18154,0.033462065528840165,0.23687554503550518,0.2675221128690669,0.09497944437523359
210,Gilroy High,1,0,40.0,7.0,108494,18154,0.033462065528840165,0.23687554503550518,0.2675221128690669,0.09497944437523359
211,Glendale High,1,0,45.0,20.0,47160,14052,0.03910220214568041,0.2563876341050254,0.3490612648221344,0.12041219649915302
212,Herbert Hoover High,1,0,45.0,22.0,81665,9359,0.00956064024062735,0.22274143302180685,0.3984316253088409,0.161940058008379
213,Glendora High,1,0,91.0,18.0,108750,8688,0.008206457186049022,0.19706295216499298,0.3753914264118346,0.18469927653601123
214,Dos Pueblos Senior High,1,0,124.0,33.0,70878,16568,0.02679122597637763,0.13704267665336023,0.34404708012675417,0.24531873739660068
215,Gonzales High,1,0,5.0,,70057,2320,0.037163443306788016,0.251611679939325,0.12627986348122866,0.023511566173682216
216,Granada Hills Charter,1,1,320.0,95.0,103329,17915,0.02495162951981305,0.2363243460562354,0.3380154282986155,0.1267432218508933
217,John F. Kennedy High,1,0,73.0,41.0,103329,17915,0.02495162951981305,0.2363243460562354,0.3380154282986155,0.1267432218508933
218,Valley Academy of Arts and Sciences,1,0,30.0,16.0,103329,17915,0.02495162951981305,0.2363243460562354,0.3380154282986155,0.1267432218508933
219,Grand Terrace High School at the Ray Abril Jr. Educational Complex,1,0,45.0,13.0,70200,4380,0.016901408450704224,0.30783098591549296,0.24304225352112677,0.10456338028169014
220,Granite Bay High,1,0,124.0,37.0,171325,8019,0.002699309478970496,0.1292529817953547,0.42310106716886375,0.2549278091650973
221,William & Marian Ghidotti High,1,0,8.0,,51530,11825,0.0025630914826498424,0.2598087539432177,0.28918572555205047,0.11317034700315458
222,Glen A. Wilson High,1,0,84.0,17.0,88702,16467,0.02875494809171708,0.26678616774964525,0.33226280279831705,0.10648044414569174
223,Los Altos High,1,0,40.0,17.0,88702,16467,0.02875494809171708,0.26678616774964525,0.33226280279831705,0.10648044414569174
224,Half Moon Bay High,1,0,46.0,13.0,140460,7362,0.022820323511645077,0.14349956372910933,0.39391905497013224,0.23444526478287134
225,Hanford West High,1,0,15.0,4.0,65674,22529,0.02722162865239002,0.28928787104566356,0.22455520973660983,0.05922794629999535
226,Sierra Pacific High,1,0,11.0,,65674,22529,0.02722162865239002,0.28928787104566356,0.22455520973660983,0.05922794629999535
227,Nathaniel Narbonne Senior High,1,0,45.0,18.0,65119,9439,0.031733942625031736,0.24442751967504442,0.30611830413810615,0.08712871287128712
228,Hawthorne High,1,0,44.0,24.0,60162,30841,0.03532016016146359,0.2786874572739998,0.2421628308213158,0.07013574660633484
229,Hayward High,1,0,25.0,6.0,82690,21187,0.03501192855761171,0.2699937670599867,0.28482386571238205,0.08388677542072345
230,Leadership Public Schools - Hayward,1,1,36.0,17.0,88764,9668,0.029421570261710286,0.2820470078346391,0.31463577262877146,0.0848058009668278
231,Tennyson High,1,0,15.0,10.0,89657,22482,0.035299599291771504,0.3348802534712515,0.24890504146864226,0.057124219550834035
232,Hemet High,1,0,47.0,13.0,53885,15298,0.025051140833988985,0.3451455546813533,0.15367427222659324,0.05579858379228954
233,Tahquitz High,1,0,30.0,18.0,48052,14828,0.027099082073434127,0.35323299136069114,0.19225836933045357,0.06260124190064795
234,West Valley High,1,0,50.0,22.0,48052,14828,0.027099082073434127,0.35323299136069114,0.19225836933045357,0.06260124190064795
235,Western Center Academy,1,1,34.0,8.0,38686,12546,0.03604358759430008,0.31634534786253143,0.16580050293378037,0.02774518021793797
236,Hercules High,1,0,34.0,5.0,110669,8980,0.022606946209233376,0.1848792884371029,0.3923655230834392,0.14776577721304532
237,Encore Jr./Sr. High School for the Performing and Visual Arts,1,1,12.0,4.0,51712,24572,0.02290601651592607,0.41561148250098306,0.14380652772316163,0.030003932363350375
238,Hesperia High,1,0,30.0,9.0,51712,24572,0.02290601651592607,0.41561148250098306,0.14380652772316163,0.030003932363350375
239,Sultana High,1,0,18.0,5.0,51712,24572,0.02290601651592607,0.41561148250098306,0.14380652772316163,0.030003932363350375
240,Helen Bernstein High,1,0,7.0,,50253,17114,0.037035580892471005,0.1691763318262237,0.4253194417141734,0.13162964419107528
241,Holtville High,1,0,16.0,10.0,49637,2180,0.03414351851851852,0.3121141975308642,0.11940586419753087,0.044174382716049385
242,Edison High,1,0,98.0,31.0,102473,21789,0.013045125242672475,0.17264075003551305,0.3859084236943037,0.169610303518159
243,Huntington Beach High,1,0,143.0,36.0,97470,19407,0.01955777377981545,0.17686147060530438,0.37159770181649354,0.17509140502582554
244,Marina High,1,0,117.0,36.0,101466,14560,0.01422045387562629,0.14680960801650456,0.41298261125847335,0.18136604774535808
245,Ocean View High,1,0,43.0,15.0,91331,21520,0.02669153885127355,0.21330201280456912,0.3328266777209709,0.13244438303164294
246,Alliance Collins Family College-Ready High,1,1,31.0,6.0,49366,18523,0.06870794224612906,0.29295063045798037,0.1027461399420719,0.015614451534223306
247,Alliance Margaret M. Bloomfield Technology Academy High,1,1,32.0,7.0,49366,18523,0.06870794224612906,0.29295063045798037,0.1027461399420719,0.015614451534223306
248,Aspire Ollin University Preparatory Academy,1,1,14.0,8.0,49366,18523,0.06870794224612906,0.29295063045798037,0.1027461399420719,0.015614451534223306
249,Linda Esperanza Marquez High B LIBRA Academy,1,0,31.0,15.0,49366,18523,0.06870794224612906,0.29295063045798037,0.1027461399420719,0.015614451534223306
250,Linda Esperanza Marquez High A Huntington Park Institute of Applied Medicine,1,0,9.0,,49366,18523,0.06870794224612906,0.29295063045798037,0.1027461399420719,0.015614451534223306
251,Imperial High,1,0,36.0,15.0,82394,5271,0.011357340720221607,0.3136426592797784,0.15429362880886427,0.05921052631578947
252,Mar Vista Senior High,1,0,58.0,25.0,59795,9361,0.021351906828042933,0.30828956382735784,0.24583238182233386,0.08232473167389814
253,Indio High,1,0,56.0,9.0,44215,24793,0.029161847139425216,0.4094892784055521,0.1368449150280274,0.04715722039327342
254,Shadow Hills High,1,0,49.0,20.0,44215,24793,0.029161847139425216,0.4094892784055521,0.1368449150280274,0.04715722039327342
255,Arnold O. Beckman High,1,0,321.0,69.0,101459,7878,0.015947936780376173,0.06114567689337052,0.3981262962168347,0.35664735750554244
256,Irvine High,1,0,180.0,34.0,112543,9547,0.024702842377260982,0.10372093023255814,0.4337984496124031,0.25689922480620153
257,Northwood High,1,0,266.0,56.0,116650,17026,0.018593840790238233,0.096363803174409,0.45405058258662345,0.30762408636349736
258,Portola High,1,0,261.0,57.0,112054,20645,0.0034146081203649363,0.09488875846982874,0.4698020594355226,0.2905084564904231
259,University High,1,0,276.0,65.0,74672,12571,0.009187570971404976,0.09001754929286673,0.47574068339011044,0.2794466811190255
260,Woodbridge High,1,0,219.0,48.0,112543,9547,0.024702842377260982,0.10372093023255814,0.4337984496124031,0.25689922480620153
261,Rubidoux High,1,0,39.0,16.0,76568,18757,0.05063568174131036,0.3477646684307913,0.1565627424842323,0.04297566701816518
262,Kelseyville High,1,0,9.0,,54189,4432,0.013208202989224887,0.3356505619279342,0.20658092920866644,0.04924110763526822
263,Kingsburg High,1,0,10.0,3.0,72786,5049,0.032044414142397976,0.27778318885750464,0.276516996201422,0.08025713450861985
264,La Canada High,1,0,162.0,28.0,170571,6329,0.006303299962921765,0.06889136077122729,0.4278086763070078,0.36440489432703005
265,Anderson W. Clark Magnet High,1,0,56.0,15.0,108583,10575,0.008058913436153952,0.1511741003195776,0.40817933398175166,0.2096243805289241
266,Crescenta Valley High,1,0,218.0,54.0,108583,10575,0.008058913436153952,0.1511741003195776,0.40817933398175166,0.2096243805289241
267,La Habra High,1,0,47.0,9.0,86973,21548,0.01981559023812545,0.24603476716152772,0.2947806961891469,0.10612020471175401
268,Sonora High,1,0,72.0,26.0,86973,21548,0.01981559023812545,0.24603476716152772,0.2947806961891469,0.10612020471175401
269,La Jolla High,1,0,136.0,64.0,113676,16657,0.003914239368079555,0.07264264052471965,0.379222794273221,0.41117145073700545
270,Preuss School UCSD,1,1,106.0,55.0,113676,16657,0.003914239368079555,0.07264264052471965,0.379222794273221,0.41117145073700545
271,Grossmont High,1,0,75.0,26.0,66551,16463,0.006810011061946903,0.2012928650442478,0.34845132743362833,0.1346100663716814
272,Helix High,1,1,128.0,49.0,94111,11995,0.009630886720407298,0.1766652524395418,0.33877810776410694,0.1704285108188375
273,La Mirada High,1,0,53.0,17.0,92508,14903,0.016898337421640774,0.24348142091396385,0.32827594561036916,0.11680445776929832
274,John F. Kennedy High,1,0,79.0,24.0,107956,4925,0.01066526794300201,0.18996415770609318,0.4087769909957164,0.16129032258064516
275,Bassett Senior High,1,0,26.0,6.0,77740,6819,0.05274146244469852,0.3440373813192822,0.17134761644380375,0.03434905801063777
276,La Puente High,1,0,22.0,7.0,74100,18821,0.05719924675889042,0.35664880133265736,0.15577243427247048,0.025657275295140145
277,Nogales High,1,0,42.0,12.0,74100,18821,0.05719924675889042,0.35664880133265736,0.15577243427247048,0.025657275295140145
278,La Quinta High,1,0,73.0,25.0,76158,16231,0.02250729249535932,0.2313046937151949,0.30432909042694245,0.13418191461150888
279,Bonita High,1,0,73.0,33.0,93166,12381,0.012841091492776886,0.20434621558217064,0.3441577149442318,0.1531464789891756
280,Acalanes High,1,0,104.0,17.0,185950,10830,0.0043409058023440895,0.056817633724014854,0.45468576665219695,0.3361308059615106
281,Laguna Beach High,1,0,59.0,15.0,129164,10455,0.007030447244605484,0.08647450110864745,0.43518468444107944,0.3110161700286626
282,Laguna Hills High,1,0,70.0,15.0,104571,10475,0.014638188178972564,0.16622169029644632,0.4284662124838888,0.17547412999447615
283,Rim of the World Senior High,1,0,21.0,4.0,89625,2337,0.00288953100689042,0.18804178706379196,0.3382973994220938,0.21182484996665926
284,Birmingham Community Charter High,1,1,108.0,40.0,61880,18685,0.038859257646674646,0.2467073037988462,0.2684771960378796,0.08909328398824426
285,Lakeside High,1,0,37.0,15.0,64270,15010,0.030303030303030304,0.3656196225974859,0.18149736051564733,0.04800653308834252
286,Temescal Canyon High,1,0,61.0,21.0,92288,7145,0.03247962000128378,0.2452660632903267,0.34450221451954555,0.06444572822389114
287,El Toro High,1,0,78.0,14.0,99565,21003,0.021031098443928562,0.1747994575585538,0.37954811869354355,0.14855080791596756
288,PUC Community Charter Middle and PUC Community Charter Early College High,1,1,9.0,4.0,79572,24833,0.05395949025776009,0.3039675151670786,0.20686611241292974,0.052627355310884985
289,El Capitan High,1,0,33.0,19.0,83692,15022,0.0052165007840752715,0.32131084584120073,0.26760969053029093,0.06832655934969757
290,River Valley Charter,1,1,7.0,4.0,83692,15022,0.0052165007840752715,0.32131084584120073,0.26760969053029093,0.06832655934969757
291,Artesia High,1,0,27.0,11.0,74471,6227,0.053529369780886446,0.24223824138177147,0.3201770037827421,0.06423524373706374
292,Lakewood High,1,0,71.0,30.0,108311,8996,0.009296281487405038,0.26004598160735704,0.30327868852459017,0.09551179528188725
293,Mayfair High,1,0,48.0,15.0,108311,8996,0.009296281487405038,0.26004598160735704,0.30327868852459017,0.09551179528188725
294,Antelope Valley High,1,0,23.0,11.0,49304,21129,0.029824999432553283,0.36675216197199084,0.1813105749370134,0.04432893751276755
295,Eastside High,1,0,50.0,21.0,49304,21129,0.029824999432553283,0.36675216197199084,0.1813105749370134,0.04432893751276755
296,Lancaster High,1,0,28.0,15.0,84674,21462,0.017471648766265783,0.286792291036937,0.2571012069372092,0.0991489270478273
297,SOAR High (Students On Academic Rise),1,0,44.0,33.0,84674,21462,0.017471648766265783,0.286792291036937,0.2571012069372092,0.0991489270478273
298,Redwood High,1,0,174.0,21.0,136604,3205,0.0,0.037205620423510784,0.4763506827627152,0.3607757767662775
299,Lathrop High,1,0,14.0,5.0,89653,5904,0.0499831365935919,0.32418212478920744,0.24478920741989882,0.04168634064080944
300,Lawndale High,1,0,65.0,32.0,70389,10499,0.05462114204019847,0.2897990076528467,0.2196619291901438,0.06824489109410478
301,Leuzinger High,1,0,72.0,26.0,70389,10499,0.05462114204019847,0.2897990076528467,0.2196619291901438,0.06824489109410478
302,Lemoore Middle College High,1,1,9.0,3.0,65631,12005,0.02209276271566211,0.2893569347972216,0.2398834864440959,0.07174546269325566
303,Lemoore High,1,0,16.0,5.0,65631,12005,0.02209276271566211,0.2893569347972216,0.2398834864440959,0.07174546269325566
304,Lincoln High,1,0,18.0,4.0,88167,20056,0.011485471931719397,0.22338716050683596,0.3285740628539817,0.1298437870445984
305,Littlerock High,1,0,24.0,10.0,57003,3577,0.05302179285553808,0.3347562345540328,0.1431139069871939,0.010447090541451359
306,Live Oak High,1,0,14.0,6.0,59875,3236,0.026458120157871655,0.2707206548750183,0.23344540271890074,0.0337669931296594
307,Granada High,1,0,98.0,28.0,150061,18335,0.011585349798572895,0.16646041233313147,0.40822559835698674,0.18799863082229654
308,Livermore High,1,0,61.0,15.0,150061,18335,0.011585349798572895,0.16646041233313147,0.40822559835698674,0.18799863082229654
309,Tokay High,1,0,21.0,6.0,55933,16499,0.05378697653458654,0.28728232529693887,0.21363504683426143,0.05951652879260952
310,Cabrillo High,1,0,18.0,4.0,63966,17722,0.032056491159245665,0.27682349314876564,0.21111329055398323,0.0601339423319416
311,Lompoc High,1,0,14.0,7.0,63966,17722,0.032056491159245665,0.27682349314876564,0.21111329055398323,0.0601339423319416
312,Jordan High,1,0,31.0,12.0,53299,27280,0.05212733601432868,0.29655976479334933,0.17638809097360683,0.03360819167990267
313,"Ernest S. McBride, Sr. High",1,0,37.0,6.0,111163,13992,0.023632961397186222,0.1798807956199321,0.36863261487282556,0.16775244299674266
314,Cabrillo High,1,0,30.0,4.0,60486,9571,0.07506500041935754,0.3042858341021555,0.2198272246917722,0.031409880063742346
315,Polytechnic High,1,0,148.0,49.0,41175,17167,0.12441170452220177,0.2434739396065363,0.15639159285568124,0.02747814902511035
316,Millikan High,1,0,126.0,33.0,100034,14519,0.02705469435507458,0.1292044457443697,0.39529102076630596,0.19797455396314712
317,Eunice Sato Academy of Math & Science,1,0,30.0,5.0,100034,14519,0.02705469435507458,0.1292044457443697,0.39529102076630596,0.19797455396314712
318,Wilson High,1,0,134.0,38.0,52122,15027,0.13665120202446226,0.2050151451248035,0.2731106936083739,0.09175261684751351
319,Los Alamitos High,1,0,174.0,43.0,109847,8029,0.016937542810884863,0.16893953546298027,0.4079955165327854,0.18375988542250452
320,Los Altos High,1,0,256.0,48.0,250000,7170,0.0030717676626640603,0.04300474727729684,0.35744205529181794,0.5317648701480033
321,Abraham Lincoln Senior High,1,0,25.0,6.0,51076,12005,0.07749800449894782,0.2583266816631594,0.21507873158696755,0.07223713808867281
322,Collegiate Charter High School of Los Angeles,1,1,14.0,,45991,11573,0.07843280849505675,0.29307945807396557,0.09714390333211279,0.01669718051995606
323,Contreras Learning Center-Academic Leadership Community,1,0,10.0,3.0,36870,11938,0.056173262370237655,0.1954471201981346,0.26526848290035304,0.11197765716393529
324,Alexander Hamilton Senior High,1,0,114.0,39.0,80773,26196,0.018279811363125984,0.11621378845721986,0.42279362227711653,0.2442622950819672
325,Alliance Cindy and Bill Simon Technology Academy High,1,1,22.0,4.0,44839,10453,0.044144067071605786,0.3213277440328514,0.12203781332877064,0.025964582085721617
326,Alliance Judy Ivie Burton Technology Academy High,1,1,10.0,6.0,42220,17542,0.0672898076425023,0.32936218303392745,0.08523061709792103,0.018293974995879734
327,Alliance Ouchi-O'Donovan 6-12 Complex,1,1,31.0,17.0,56285,17740,0.022569549212479632,0.26446804658741174,0.2571661336069036,0.10114054673827771
328,Alain Leroy Locke College Preparatory Academy,1,1,33.0,13.0,47468,7527,0.06614699331848552,0.2923162583518931,0.14660356347438752,0.026002227171492205
329,Alliance Cindy and Bill Simon Technology Academy High,1,1,11.0,3.0,44839,10453,0.044144067071605786,0.3213277440328514,0.12203781332877064,0.025964582085721617
330,Alliance Renee and Meyer Luskin Academy High,1,1,17.0,7.0,56285,17740,0.022569549212479632,0.26446804658741174,0.2571661336069036,0.10114054673827771
331,Alliance Ted K. Tajima High,1,1,19.0,9.0,67435,26807,0.04025279533300924,0.17213417598444336,0.33263976665046185,0.13925133689839572
332,Alliance Tennenbaum Family Technology High,1,1,12.0,10.0,76080,16244,0.03673209056910098,0.21244890267590524,0.3078015829298698,0.1369843156582495
333,Animo Pat Brown,1,1,30.0,8.0,48011,13689,0.06671522214129644,0.2924107793153678,0.09829570284049527,0.01235251274581209
334,Animo South Los Angeles Charter,1,1,16.0,10.0,58830,17197,0.03779119439539785,0.3079683317195421,0.19732870080309847,0.0621404567978584
335,Benjamin Franklin Senior High,1,0,31.0,11.0,73152,21077,0.03683200142863521,0.2138711549622751,0.2991204964507344,0.1277512388945935
336,Ednovate - Brio College Prep,1,1,17.0,4.0,61895,125,0.0,0.16447368421052633,0.20394736842105263,0.13157894736842105
337,Camino Nuevo High #2,1,1,18.0,4.0,52775,22528,0.03145646160528542,0.23212856914249136,0.31033536794458544,0.09983311615572778
338,Communication and Technology at Diego Rivera Learning Complex,1,0,9.0,,48011,13689,0.06671522214129644,0.2924107793153678,0.09829570284049527,0.01235251274581209
339,Dr. Maya Angelou Community High,1,0,20.0,5.0,44616,24827,0.08090855566917667,0.2588546992655945,0.08705958910476899,0.01868550711164823
340,Eagle Rock High,1,0,79.0,26.0,90461,10251,0.02286882959933067,0.16677512317560658,0.4137770753927675,0.15287719624430604
341,Ednovate - East College Prep,1,1,15.0,8.0,51076,12005,0.07749800449894782,0.2583266816631594,0.21507873158696755,0.07223713808867281
342,Alain Leroy Locke College Preparatory Academy,1,1,6.0,,47468,7527,0.06614699331848552,0.2923162583518931,0.14660356347438752,0.026002227171492205
343,Francisco Bravo Medical Magnet High,1,0,138.0,57.0,43646,13396,0.07611382005210073,0.2866208002137466,0.13081958453009151,0.031394028455013025
344,Fairfax Senior High,1,0,91.0,29.0,72457,28544,0.0061183181525439325,0.11270586070475665,0.5079584138375195,0.1852516330849204
345,Foshay Learning Center,1,0,28.0,12.0,49644,16634,0.047825838523512944,0.26252785555111136,0.2107879549740015,0.07031026798468659
346,"Girls Academic Leadership Academy, Dr. Michelle King School for Sci, Tech, Eng and Math",1,0,20.0,4.0,58313,24252,0.04035110145298053,0.2172440240317014,0.30135497890834717,0.11994545996846905
347,Hollywood Senior High,1,0,34.0,15.0,50253,17114,0.037035580892471005,0.1691763318262237,0.4253194417141734,0.13162964419107528
348,James A. Garfield Senior High,1,0,83.0,31.0,51183,17439,0.04880093912460171,0.31163604130231665,0.11628854124242352,0.02944347284444551
349,John Marshall Senior High,1,0,138.0,48.0,71651,21403,0.02178932561904509,0.16165503330767803,0.42551553915974416,0.18378937869901005
350,"Boyle Heights Science, Technology, Engineering and Math Magnet",1,0,75.0,25.0,45991,11573,0.07843280849505675,0.29307945807396557,0.09714390333211279,0.01669718051995606
351,Contreras Learning Center-Academic Leadership Community,1,0,85.0,31.0,36870,11938,0.056173262370237655,0.1954471201981346,0.26526848290035304,0.11197765716393529
352,YouthBuild Charter School of California,1,1,30.0,9.0,48743,11180,0.04479303352021949,0.16962901109388048,0.30681140403196944,0.16068233329357032
353,Los Angeles Senior High,1,0,17.0,6.0,58313,24252,0.04035110145298053,0.2172440240317014,0.30135497890834717,0.11994545996846905
354,Los Angeles Leadership Academy,1,1,8.0,4.0,51076,12005,0.07749800449894782,0.2583266816631594,0.21507873158696755,0.07223713808867281
355,Los Angeles Senior High,1,0,19.0,8.0,58313,24252,0.04035110145298053,0.2172440240317014,0.30135497890834717,0.11994545996846905
356,Magnolia Science Academy 4,1,1,3.0,,103045,11272,0.007435897435897436,0.09143589743589743,0.41497435897435897,0.3177948717948718
357,Manual Arts Senior High,1,0,20.0,7.0,37945,17763,0.08509172131926623,0.29486265564109876,0.10310331717517346,0.022312517821499858
358,Alliance Marc & Eva Stern Math and Science,1,1,17.0,6.0,59723,13825,0.05854734520245786,0.258358279502127,0.21808728533165275,0.06651961556640933
359,Middle College High,1,0,19.0,5.0,58830,17197,0.03779119439539785,0.3079683317195421,0.19732870080309847,0.0621404567978584
360,Nava College Preparatory Academy,1,0,15.0,8.0,44616,24827,0.08090855566917667,0.2588546992655945,0.08705958910476899,0.01868550711164823
361,New Designs Charter,1,1,15.0,9.0,30530,12248,0.06442844198578855,0.21941914254375508,0.21603319185464256,0.10372454575802376
362,New West Charter,1,1,52.0,10.0,97791,22194,0.007469679526652566,0.09483012503011967,0.4566410537870472,0.2874889561189794
363,"Boyle Heights Science, Technology, Engineering and Math Magnet",1,0,36.0,17.0,45991,11573,0.07843280849505675,0.29307945807396557,0.09714390333211279,0.01669718051995606
364,Oscar De La Hoya Animo Charter High,1,1,11.0,6.0,45991,11573,0.07843280849505675,0.29307945807396557,0.09714390333211279,0.01669718051995606
365,Alain Leroy Locke College Preparatory Academy,1,1,6.0,4.0,47468,7527,0.06614699331848552,0.2923162583518931,0.14660356347438752,0.026002227171492205
366,John C. Fremont Senior High,1,0,30.0,5.0,42220,17542,0.0672898076425023,0.32936218303392745,0.08523061709792103,0.018293974995879734
367,Rise Kohyang High,1,1,28.0,13.0,41748,17555,0.07731401699915297,0.20136110056371762,0.23608961065513917,0.04661623389899816
368,Santee Education Complex,1,0,43.0,14.0,44616,24827,0.08090855566917667,0.2588546992655945,0.08705958910476899,0.01868550711164823
369,Social Justice Leadership Academy Magnet at Esteban E. Torres High No 5,1,0,7.0,,50913,13873,0.06426682936750051,0.29100206281414337,0.1383828699264941,0.027949678956390365
370,Synergy Quantum Academy,1,1,21.0,9.0,44616,24827,0.08090855566917667,0.2588546992655945,0.08705958910476899,0.01868550711164823
371,Theodore Roosevelt Senior High,1,0,9.0,5.0,43646,13396,0.07611382005210073,0.2866208002137466,0.13081958453009151,0.031394028455013025
372,UCLA Community K-12,1,0,27.0,5.0,42398,16331,0.03683952003368185,0.22573854466353238,0.3002245456459196,0.08988842888218371
373,Anahuacalmecac International University Preparatory of North America,1,1,79.0,22.0,59723,13825,0.05854734520245786,0.258358279502127,0.21808728533165275,0.06651961556640933
374,Anahuacalmecac International University Preparatory of North America,1,1,27.0,14.0,59723,13825,0.05854734520245786,0.258358279502127,0.21808728533165275,0.06651961556640933
375,Venice Senior High,1,0,100.0,29.0,87589,26696,0.016483635497216625,0.12361643598241168,0.38973725821474214,0.23878527952866765
376,TEACH Tech Charter High,1,1,12.0,3.0,58830,17197,0.03779119439539785,0.3079683317195421,0.19732870080309847,0.0621404567978584
377,WISH Academy High,1,1,13.0,,110535,15469,0.004468940861015939,0.09206018173692834,0.454863697303739,0.23826903023983315
