,School,Public Yes/No,Charter Yes/No,App,Adm,Median income (dollars),Total,none,high,higher,grad
170,El Cerrito High,1,0,102.0,10.0,107621,10499,0.0189642965510266,0.11924749671285527,0.391170223525842,0.3127844644482654
171,Summit Public School K2,1,1,26.0,4.0,107621,10499,0.0189642965510266,0.11924749671285527,0.391170223525842,0.3127844644482654
172,Union Mine High,1,0,16.0,,67961,1515,0.004678727386150967,0.32127261384903305,0.22489082969432314,0.07267623206487836
173,Oak Ridge High,1,0,138.0,10.0,136203,14987,0.005069622820062188,0.1299513316209274,0.4472421251858862,0.2007908611599297
174,Arroyo High,1,0,94.0,6.0,56098,15466,0.08911256583156962,0.33452281340749124,0.17224491804892456,0.02237042870502535
175,El Monte High,1,0,75.0,5.0,48723,8122,0.08702749579146049,0.3103096464826812,0.16573993776462786,0.022700607049941337
176,Mountain View High,1,0,44.0,6.0,56098,15466,0.08911256583156962,0.33452281340749124,0.17224491804892456,0.02237042870502535
177,Da Vinci Communications,1,1,38.0,3.0,115846,6645,0.006639004149377593,0.1249792531120332,0.4004149377593361,0.2191701244813278
178,Da Vinci Design,1,1,35.0,,115846,6645,0.006639004149377593,0.1249792531120332,0.4004149377593361,0.2191701244813278
179,Da Vinci Science,1,1,45.0,4.0,115846,6645,0.006639004149377593,0.1249792531120332,0.4004149377593361,0.2191701244813278
180,El Segundo High,1,0,86.0,8.0,115846,6645,0.006639004149377593,0.1249792531120332,0.4004149377593361,0.2191701244813278
181,Cosumnes Oaks High,1,0,93.0,10.0,108507,14415,0.02476958525345622,0.1774193548387097,0.37733446519524616,0.13536866359447006
182,Elk Grove High,1,0,37.0,,100453,20006,0.03547548291233284,0.22462388558692423,0.31382336552748885,0.09839338781575037
183,Franklin High,1,0,127.0,15.0,108507,14415,0.02476958525345622,0.1774193548387097,0.37733446519524616,0.13536866359447006
184,Laguna Creek High,1,0,50.0,5.0,92222,21946,0.03630759467851234,0.1938218162862906,0.35036148947261064,0.13394374815855675
185,Monterey Trail High,1,0,68.0,3.0,100453,20006,0.03547548291233284,0.22462388558692423,0.31382336552748885,0.09839338781575037
186,Pleasant Grove High,1,0,67.0,7.0,100453,20006,0.03547548291233284,0.22462388558692423,0.31382336552748885,0.09839338781575037
187,San Dieguito HS Academy,1,0,149.0,12.0,125458,19371,0.009749488616741492,0.10365805063358394,0.4451026751321627,0.2583216002975321
188,Del Lago Academy - Campus of Applied Science,1,0,54.0,4.0,96690,7332,0.00849682232660956,0.14707101409229068,0.3601132909643548,0.1758773141751865
189,Escondido Charter High,1,1,44.0,6.0,70009,17070,0.04594701463028865,0.30618162646632396,0.21502570185844208,0.060340055357848955
190,Escondido High,1,0,47.0,5.0,76534,17645,0.030450635219050875,0.2234375890161226,0.26394348544408364,0.11693157864752464
191,Orange Glen High,1,0,36.0,5.0,70009,17070,0.04594701463028865,0.30618162646632396,0.21502570185844208,0.060340055357848955
192,San Pasqual High,1,0,68.0,9.0,56866,16325,0.03411359099981855,0.25576120486300125,0.2251255065626323,0.08994132946228754
193,Etiwanda High,1,0,116.0,12.0,119397,11421,0.007698381365969206,0.1687722068693249,0.3891038294512436,0.1906040268456376
194,Exeter Union High,1,0,13.0,,61782,4820,0.032711282711282715,0.2412054912054912,0.25053625053625056,0.06692406692406692
195,Bella Vista High,1,0,54.0,7.0,89923,15996,0.007325519445924348,0.15843100692594567,0.37976158763985085,0.16502397442727756
196,Del Campo High,1,0,28.0,,89923,15996,0.007325519445924348,0.15843100692594567,0.37976158763985085,0.16502397442727756
197,Angelo Rodriguez High,1,0,56.0,6.0,115561,13121,0.015154819014391627,0.18163977322285216,0.38828318069486845,0.12440034888791976
198,Armijo High,1,0,34.0,10.0,75544,24396,0.02987608547175334,0.28781344521416724,0.24259927797833936,0.06619182359254562
199,Fairfield High,1,0,13.0,,75544,24396,0.02987608547175334,0.28781344521416724,0.24259927797833936,0.06619182359254562
200,Vanden High,1,0,45.0,3.0,75544,24396,0.02987608547175334,0.28781344521416724,0.24259927797833936,0.06619182359254562
201,Fallbrook High,1,0,30.0,,80775,15764,0.03271127943557008,0.2372560398277389,0.2772670352157845,0.1202467853761339
202,Fillmore Senior High,1,0,18.0,,72311,5369,0.02656369345667487,0.2763303063735891,0.212764151744038,0.04514979207332598
203,Firebaugh High,1,0,11.0,,38391,2529,0.048931383577052866,0.3123359580052493,0.0808023997000375,0.012560929883764529
204,Folsom High,1,0,113.0,12.0,118006,27717,0.0056593816534129164,0.14253998871763143,0.4113151238330937,0.2006623842192419
205,Vista del Lago High,1,0,83.0,5.0,118006,27717,0.0056593816534129164,0.14253998871763143,0.4113151238330937,0.2006623842192419
206,Fontana A. B. Miller High,1,0,35.0,,96447,25768,0.031933508311461065,0.26877649909145973,0.2622316441214079,0.07986742041860152
207,Fontana High,1,0,95.0,7.0,58070,25003,0.05040591300133285,0.35351647020131205,0.13356182167523498,0.012463000467362517
208,Henry J. Kaiser High,1,0,65.0,3.0,84649,9923,0.02435003170577045,0.34555062354681887,0.211287254280279,0.029380680617205664
209,Jurupa Hills High,1,0,65.0,7.0,84649,9923,0.02435003170577045,0.34555062354681887,0.211287254280279,0.029380680617205664
210,Summit High,1,0,83.0,4.0,96447,25768,0.031933508311461065,0.26877649909145973,0.2622316441214079,0.07986742041860152
211,Fort Bragg High,1,0,12.0,,46491,6430,0.011118893363684119,0.3087900542812117,0.20022763088776047,0.09376641568902119
212,Fountain Valley High,1,0,233.0,24.0,89478,18567,0.027399926998418297,0.1958389098430466,0.3698260128969461,0.13366589609441537
213,Los Amigos High,1,0,53.0,7.0,89478,18567,0.027399926998418297,0.1958389098430466,0.3698260128969461,0.13366589609441537
214,American High,1,0,260.0,12.0,132568,24879,0.01740765109502773,0.1922361124165805,0.3811636431995488,0.22494595356706457
215,Irvington High,1,0,313.0,16.0,119206,21690,0.021462492033797256,0.22961166046502066,0.3167567789815595,0.22683633821927102
216,John F. Kennedy High,1,0,34.0,,119206,21690,0.021462492033797256,0.22961166046502066,0.3167567789815595,0.22683633821927102
217,Mission San Jose High,1,0,369.0,31.0,188596,16458,0.007262525890773708,0.08979837969638971,0.37731050575496183,0.4026900186151386
218,Washington High,1,0,132.0,11.0,132568,24879,0.01740765109502773,0.1922361124165805,0.3811636431995488,0.22494595356706457
219,Bullard High,1,0,39.0,3.0,60362,11644,0.021400394477317553,0.21060157790927023,0.2986686390532544,0.13545364891518738
220,Central High,1,0,42.0,5.0,62225,25326,0.029523536713453643,0.2833953976892963,0.27617683567268214,0.05234412298290843
221,Clovis North High,1,0,109.0,17.0,125804,4404,0.005956552207428171,0.13489838822704975,0.38962859145059564,0.28100911002102313
222,Clovis West High,1,0,52.0,5.0,91096,17935,0.009933370010391834,0.14600525704505166,0.3868818387431995,0.20166269331866252
223,Design Science Middle College High,1,0,32.0,9.0,60362,11644,0.021400394477317553,0.21060157790927023,0.2986686390532544,0.13545364891518738
224,Edison High,1,0,88.0,11.0,31854,11549,0.07108565653162638,0.3005137707403352,0.11968331508464583,0.01878211067127095
225,Fresno High,1,0,26.0,4.0,60362,11644,0.021400394477317553,0.21060157790927023,0.2986686390532544,0.13545364891518738
226,Herbert Hoover High,1,0,26.0,3.0,54004,11752,0.023391523663518123,0.2561693289154839,0.31066712823302506,0.07462538944661491
227,University High,1,1,36.0,4.0,54004,11752,0.023391523663518123,0.2561693289154839,0.31066712823302506,0.07462538944661491
228,Washington High,1,0,25.0,3.0,31854,11549,0.07108565653162638,0.3005137707403352,0.11968331508464583,0.01878211067127095
229,Fullerton Union High,1,0,59.0,6.0,68287,7955,0.024081341419907244,0.22737543108574146,0.29016529908431443,0.09721726721369961
230,Sunny Hills High,1,0,197.0,10.0,88725,16266,0.020870337477797513,0.22174733570159857,0.36767317939609234,0.1434003108348135
231,Troy High,1,0,320.0,33.0,80279,11968,0.01651871510936213,0.182987096183765,0.3510570147341448,0.16280772398645557
232,Galt High,1,0,13.0,,77351,10358,0.03903945427728613,0.30093104719764013,0.2382466814159292,0.055678466076696166
233,Bolsa Grande High,1,0,106.0,9.0,63598,6736,0.07605736068251952,0.29085738488533913,0.2373691535063835,0.053185696133599566
234,Garden Grove High,1,0,117.0,7.0,75653,15291,0.061816516726822174,0.2887464310725637,0.25892905241609654,0.05473253245703819
235,Pacifica High,1,0,78.0,4.0,105189,5403,0.023272661414470704,0.2250294304084035,0.32382504754142893,0.12487548673367745
236,Rancho Alamitos High,1,0,41.0,5.0,65934,9432,0.05805227655986509,0.32099494097807757,0.2561973018549747,0.04797639123102867
237,Santiago High,1,0,61.0,7.0,70680,11730,0.06842740811840109,0.32343561321484965,0.1988419977087655,0.03935350032510759
238,Gardena Senior High,1,0,53.0,4.0,63620,3909,0.01867073743541569,0.29039455143259746,0.2679661813057774,0.10004697040864255
239,Christopher High,1,0,57.0,4.0,108494,18154,0.033462065528840165,0.23687554503550518,0.2675221128690669,0.09497944437523359
240,Gilroy High,1,0,42.0,,108494,18154,0.033462065528840165,0.23687554503550518,0.2675221128690669,0.09497944437523359
241,Gilroy High,1,0,30.0,,108494,18154,0.033462065528840165,0.23687554503550518,0.2675221128690669,0.09497944437523359
242,Glendale High,1,0,68.0,6.0,47160,14052,0.03910220214568041,0.2563876341050254,0.3490612648221344,0.12041219649915302
243,Herbert Hoover High,1,0,60.0,8.0,81665,9359,0.00956064024062735,0.22274143302180685,0.3984316253088409,0.161940058008379
244,Glendora High,1,0,103.0,12.0,108750,8688,0.008206457186049022,0.19706295216499298,0.3753914264118346,0.18469927653601123
245,Dos Pueblos Senior High,1,0,150.0,15.0,70878,16568,0.02679122597637763,0.13704267665336023,0.34404708012675417,0.24531873739660068
246,Gonzales High,1,0,12.0,,70057,2320,0.037163443306788016,0.251611679939325,0.12627986348122866,0.023511566173682216
247,Granada Hills Charter,1,1,387.0,42.0,103329,17915,0.02495162951981305,0.2363243460562354,0.3380154282986155,0.1267432218508933
248,John F. Kennedy High,1,0,120.0,13.0,103329,17915,0.02495162951981305,0.2363243460562354,0.3380154282986155,0.1267432218508933
249,Valley Academy of Arts and Sciences,1,0,44.0,7.0,103329,17915,0.02495162951981305,0.2363243460562354,0.3380154282986155,0.1267432218508933
250,Grand Terrace High School at the Ray Abril Jr. Educational Complex,1,0,41.0,4.0,70200,4380,0.016901408450704224,0.30783098591549296,0.24304225352112677,0.10456338028169014
251,Granite Bay High,1,0,123.0,14.0,171325,8019,0.002699309478970496,0.1292529817953547,0.42310106716886375,0.2549278091650973
252,Nevada Union High,1,0,14.0,,51530,11825,0.0025630914826498424,0.2598087539432177,0.28918572555205047,0.11317034700315458
253,William & Marian Ghidotti High,1,0,13.0,,51530,11825,0.0025630914826498424,0.2598087539432177,0.28918572555205047,0.11317034700315458
254,Greenfield High,1,0,19.0,,63696,4031,0.07729323308270676,0.29102756892230575,0.10295739348370928,0.014235588972431077
255,Glen A. Wilson High,1,0,85.0,7.0,88702,16467,0.02875494809171708,0.26678616774964525,0.33226280279831705,0.10648044414569174
256,Los Altos High,1,0,49.0,3.0,88702,16467,0.02875494809171708,0.26678616774964525,0.33226280279831705,0.10648044414569174
257,Half Moon Bay High,1,0,48.0,4.0,140460,7362,0.022820323511645077,0.14349956372910933,0.39391905497013224,0.23444526478287134
258,Hanford West High,1,0,17.0,3.0,65674,22529,0.02722162865239002,0.28928787104566356,0.22455520973660983,0.05922794629999535
259,Sierra Pacific High,1,0,12.0,,65674,22529,0.02722162865239002,0.28928787104566356,0.22455520973660983,0.05922794629999535
260,Humanities and Arts (HARTS) Academy of Los Angeles,1,0,10.0,,65119,9439,0.031733942625031736,0.24442751967504442,0.30611830413810615,0.08712871287128712
261,Nathaniel Narbonne Senior High,1,0,58.0,9.0,65119,9439,0.031733942625031736,0.24442751967504442,0.30611830413810615,0.08712871287128712
262,Hawthorne High,1,0,50.0,6.0,60162,30841,0.03532016016146359,0.2786874572739998,0.2421628308213158,0.07013574660633484
263,Hawthorne Math and Science Academy,1,1,41.0,3.0,60162,30841,0.03532016016146359,0.2786874572739998,0.2421628308213158,0.07013574660633484
264,Hayward High,1,0,40.0,4.0,82690,21187,0.03501192855761171,0.2699937670599867,0.28482386571238205,0.08388677542072345
265,Impact Academy of Arts & Technology,1,1,16.0,,88764,9668,0.029421570261710286,0.2820470078346391,0.31463577262877146,0.0848058009668278
266,Leadership Public Schools - Hayward,1,1,35.0,7.0,88764,9668,0.029421570261710286,0.2820470078346391,0.31463577262877146,0.0848058009668278
267,Hemet High,1,0,37.0,4.0,53885,15298,0.025051140833988985,0.3451455546813533,0.15367427222659324,0.05579858379228954
268,Tahquitz High,1,0,28.0,7.0,48052,14828,0.027099082073434127,0.35323299136069114,0.19225836933045357,0.06260124190064795
269,West Valley High,1,0,38.0,4.0,48052,14828,0.027099082073434127,0.35323299136069114,0.19225836933045357,0.06260124190064795
270,Hercules High,1,0,39.0,,110669,8980,0.022606946209233376,0.1848792884371029,0.3923655230834392,0.14776577721304532
271,Encore Jr./Sr. High School for the Performing and Visual Arts,1,1,12.0,,51712,24572,0.02290601651592607,0.41561148250098306,0.14380652772316163,0.030003932363350375
272,Hesperia High,1,0,35.0,3.0,51712,24572,0.02290601651592607,0.41561148250098306,0.14380652772316163,0.030003932363350375
273,Sultana High,1,0,18.0,3.0,51712,24572,0.02290601651592607,0.41561148250098306,0.14380652772316163,0.030003932363350375
274,San Andreas Continuation High,1,0,39.0,3.0,86047,15932,0.035168636494667053,0.28051311617180746,0.23753243009512828,0.05139809743441914
275,Helen Bernstein High,1,0,19.0,,50253,17114,0.037035580892471005,0.1691763318262237,0.4253194417141734,0.13162964419107528
276,Holtville High,1,0,13.0,,49637,2180,0.03414351851851852,0.3121141975308642,0.11940586419753087,0.044174382716049385
277,Edison High,1,0,94.0,11.0,102473,21789,0.013045125242672475,0.17264075003551305,0.3859084236943037,0.169610303518159
278,Huntington Beach High,1,0,144.0,15.0,97470,19407,0.01955777377981545,0.17686147060530438,0.37159770181649354,0.17509140502582554
279,Marina High,1,0,108.0,9.0,101466,14560,0.01422045387562629,0.14680960801650456,0.41298261125847335,0.18136604774535808
280,Ocean View High,1,0,46.0,5.0,91331,21520,0.02669153885127355,0.21330201280456912,0.3328266777209709,0.13244438303164294
281,Alliance Collins Family College-Ready High,1,1,49.0,5.0,49366,18523,0.06870794224612906,0.29295063045798037,0.1027461399420719,0.015614451534223306
282,Alliance Margaret M. Bloomfield Technology Academy High,1,1,44.0,3.0,49366,18523,0.06870794224612906,0.29295063045798037,0.1027461399420719,0.015614451534223306
283,Huntington Park Senior High,1,0,42.0,3.0,49366,18523,0.06870794224612906,0.29295063045798037,0.1027461399420719,0.015614451534223306
284,Huntington Park Senior High,1,0,69.0,8.0,49366,18523,0.06870794224612906,0.29295063045798037,0.1027461399420719,0.015614451534223306
285,Linda Esperanza Marquez High B LIBRA Academy,1,0,48.0,7.0,49366,18523,0.06870794224612906,0.29295063045798037,0.1027461399420719,0.015614451534223306
286,Linda Esperanza Marquez High A Huntington Park Institute of Applied Medicine,1,0,15.0,,49366,18523,0.06870794224612906,0.29295063045798037,0.1027461399420719,0.015614451534223306
287,Imperial High,1,0,24.0,6.0,82394,5271,0.011357340720221607,0.3136426592797784,0.15429362880886427,0.05921052631578947
288,Mar Vista Senior High,1,0,44.0,,59795,9361,0.021351906828042933,0.30828956382735784,0.24583238182233386,0.08232473167389814
289,Indio High,1,0,24.0,,44215,24793,0.029161847139425216,0.4094892784055521,0.1368449150280274,0.04715722039327342
290,Animo City of Champions Charter High,1,1,22.0,,88910,5927,0.028489326765188835,0.2482758620689655,0.2827586206896552,0.16009852216748768
291,Animo Inglewood Charter High,1,1,49.0,6.0,88910,5927,0.028489326765188835,0.2482758620689655,0.2827586206896552,0.16009852216748768
292,Animo Leadership High,1,1,44.0,8.0,51498,12254,0.05301455301455302,0.2717332717332717,0.19003619003619004,0.04115654115654116
293,City Honors International Preparatory High,1,1,19.0,3.0,51498,12254,0.05301455301455302,0.2717332717332717,0.19003619003619004,0.04115654115654116
294,Inglewood High,1,0,32.0,,51498,12254,0.05301455301455302,0.2717332717332717,0.19003619003619004,0.04115654115654116
295,Morningside High,1,0,20.0,4.0,62826,7027,0.06081123837246093,0.3091818009238752,0.18167436562677972,0.047396064038473705
296,Arnold O. Beckman High,1,0,309.0,25.0,101459,7878,0.015947936780376173,0.06114567689337052,0.3981262962168347,0.35664735750554244
297,Irvine High,1,0,169.0,11.0,112543,9547,0.024702842377260982,0.10372093023255814,0.4337984496124031,0.25689922480620153
298,Northwood High,1,0,273.0,21.0,116650,17026,0.018593840790238233,0.096363803174409,0.45405058258662345,0.30762408636349736
299,Portola High,1,0,259.0,25.0,112054,20645,0.0034146081203649363,0.09488875846982874,0.4698020594355226,0.2905084564904231
300,University High,1,0,267.0,28.0,74672,12571,0.009187570971404976,0.09001754929286673,0.47574068339011044,0.2794466811190255
301,Woodbridge High,1,0,218.0,18.0,112543,9547,0.024702842377260982,0.10372093023255814,0.4337984496124031,0.25689922480620153
302,Opportunities for Learning - Baldwin Park,1,1,18.0,,68773,18032,0.07598197037990985,0.3419578918613046,0.1619153544459404,0.020507717223750707
303,Rubidoux High,1,0,28.0,4.0,76568,18757,0.05063568174131036,0.3477646684307913,0.1565627424842323,0.04297566701816518
304,Kelseyville High,1,0,10.0,,54189,4432,0.013208202989224887,0.3356505619279342,0.20658092920866644,0.04924110763526822
305,La Canada High,1,0,164.0,13.0,170571,6329,0.006303299962921765,0.06889136077122729,0.4278086763070078,0.36440489432703005
306,Anderson W. Clark Magnet High,1,0,89.0,10.0,108583,10575,0.008058913436153952,0.1511741003195776,0.40817933398175166,0.2096243805289241
307,Crescenta Valley High,1,0,225.0,23.0,108583,10575,0.008058913436153952,0.1511741003195776,0.40817933398175166,0.2096243805289241
308,La Habra High,1,0,60.0,3.0,86973,21548,0.01981559023812545,0.24603476716152772,0.2947806961891469,0.10612020471175401
309,Sonora High,1,0,76.0,14.0,86973,21548,0.01981559023812545,0.24603476716152772,0.2947806961891469,0.10612020471175401
310,La Jolla High,1,0,167.0,22.0,113676,16657,0.003914239368079555,0.07264264052471965,0.379222794273221,0.41117145073700545
311,Preuss School UCSD,1,1,50.0,6.0,113676,16657,0.003914239368079555,0.07264264052471965,0.379222794273221,0.41117145073700545
312,Grossmont High,1,0,57.0,4.0,66551,16463,0.006810011061946903,0.2012928650442478,0.34845132743362833,0.1346100663716814
313,Helix High,1,1,109.0,9.0,94111,11995,0.009630886720407298,0.1766652524395418,0.33877810776410694,0.1704285108188375
314,La Mirada High,1,0,68.0,5.0,92508,14903,0.016898337421640774,0.24348142091396385,0.32827594561036916,0.11680445776929832
315,John F. Kennedy High,1,0,89.0,12.0,107956,4925,0.01066526794300201,0.18996415770609318,0.4087769909957164,0.16129032258064516
316,Bassett Senior High,1,0,35.0,,77740,6819,0.05274146244469852,0.3440373813192822,0.17134761644380375,0.03434905801063777
317,La Puente High,1,0,22.0,,74100,18821,0.05719924675889042,0.35664880133265736,0.15577243427247048,0.025657275295140145
318,La Quinta High,1,0,73.0,6.0,76158,16231,0.02250729249535932,0.2313046937151949,0.30432909042694245,0.13418191461150888
319,Bonita High,1,0,80.0,11.0,93166,12381,0.012841091492776886,0.20434621558217064,0.3441577149442318,0.1531464789891756
320,Acalanes High,1,0,106.0,14.0,185950,10830,0.0043409058023440895,0.056817633724014854,0.45468576665219695,0.3361308059615106
321,Laguna Beach High,1,0,65.0,11.0,129164,10455,0.007030447244605484,0.08647450110864745,0.43518468444107944,0.3110161700286626
322,Laguna Hills High,1,0,74.0,6.0,104571,10475,0.014638188178972564,0.16622169029644632,0.4284662124838888,0.17547412999447615
323,Rim of the World Senior High,1,0,21.0,,89625,2337,0.00288953100689042,0.18804178706379196,0.3382973994220938,0.21182484996665926
324,Birmingham Community Charter High,1,1,178.0,21.0,61880,18685,0.038859257646674646,0.2467073037988462,0.2684771960378796,0.08909328398824426
325,Lakeside High,1,0,25.0,,64270,15010,0.030303030303030304,0.3656196225974859,0.18149736051564733,0.04800653308834252
326,Temescal Canyon High,1,0,49.0,3.0,92288,7145,0.03247962000128378,0.2452660632903267,0.34450221451954555,0.06444572822389114
327,El Toro High,1,0,76.0,5.0,99565,21003,0.021031098443928562,0.1747994575585538,0.37954811869354355,0.14855080791596756
328,Kern Valley High,1,0,3.0,,33793,2640,0.024832214765100672,0.3865771812080537,0.19843400447427292,0.028859060402684565
329,PUC Community Charter Middle and PUC Community Charter Early College High,1,1,22.0,,79572,24833,0.05395949025776009,0.3039675151670786,0.20686611241292974,0.052627355310884985
330,Clear Lake High,1,0,10.0,,55625,4623,0.029969788519637462,0.28580060422960724,0.2582477341389728,0.09583081570996979
331,El Capitan High,1,0,19.0,,83692,15022,0.0052165007840752715,0.32131084584120073,0.26760969053029093,0.06832655934969757
332,River Valley Charter,1,1,7.0,,83692,15022,0.0052165007840752715,0.32131084584120073,0.26760969053029093,0.06832655934969757
333,Artesia High,1,0,43.0,4.0,74471,6227,0.053529369780886446,0.24223824138177147,0.3201770037827421,0.06423524373706374
334,Lakewood High,1,0,92.0,7.0,108311,8996,0.009296281487405038,0.26004598160735704,0.30327868852459017,0.09551179528188725
335,Mayfair High,1,0,46.0,5.0,108311,8996,0.009296281487405038,0.26004598160735704,0.30327868852459017,0.09551179528188725
336,Antelope Valley High,1,0,5.0,,49304,21129,0.029824999432553283,0.36675216197199084,0.1813105749370134,0.04432893751276755
337,Antelope Valley High,1,0,28.0,4.0,49304,21129,0.029824999432553283,0.36675216197199084,0.1813105749370134,0.04432893751276755
338,Eastside High,1,0,54.0,4.0,49304,21129,0.029824999432553283,0.36675216197199084,0.1813105749370134,0.04432893751276755
339,Lancaster High,1,0,38.0,,84674,21462,0.017471648766265783,0.286792291036937,0.2571012069372092,0.0991489270478273
340,SOAR High (Students On Academic Rise),1,0,55.0,17.0,84674,21462,0.017471648766265783,0.286792291036937,0.2571012069372092,0.0991489270478273
341,Redwood High,1,0,199.0,17.0,136604,3205,0.0,0.037205620423510784,0.4763506827627152,0.3607757767662775
342,Tamiscal High (Alternative),1,0,14.0,,136604,3205,0.0,0.037205620423510784,0.4763506827627152,0.3607757767662775
343,Lathrop High,1,0,24.0,,89653,5904,0.0499831365935919,0.32418212478920744,0.24478920741989882,0.04168634064080944
344,Lawndale High,1,0,94.0,13.0,70389,10499,0.05462114204019847,0.2897990076528467,0.2196619291901438,0.06824489109410478
345,Leuzinger High,1,0,84.0,9.0,70389,10499,0.05462114204019847,0.2897990076528467,0.2196619291901438,0.06824489109410478
346,Lemoore Middle College High,1,1,14.0,,65631,12005,0.02209276271566211,0.2893569347972216,0.2398834864440959,0.07174546269325566
347,Lemoore High,1,0,21.0,,65631,12005,0.02209276271566211,0.2893569347972216,0.2398834864440959,0.07174546269325566
348,Lindsay Senior High,1,0,11.0,3.0,39426,5343,0.1043726235741445,0.29990494296577946,0.08659695817490494,0.01891634980988593
349,Littlerock High,1,0,39.0,10.0,57003,3577,0.05302179285553808,0.3347562345540328,0.1431139069871939,0.010447090541451359
350,Granada High,1,0,95.0,5.0,150061,18335,0.011585349798572895,0.16646041233313147,0.40822559835698674,0.18799863082229654
351,Livermore High,1,0,56.0,8.0,150061,18335,0.011585349798572895,0.16646041233313147,0.40822559835698674,0.18799863082229654
352,Lodi High,1,0,26.0,3.0,75491,10077,0.007279248865914126,0.2922776664205085,0.29649752083553116,0.08935541723810529
353,Tokay High,1,0,29.0,4.0,55933,16499,0.05378697653458654,0.28728232529693887,0.21363504683426143,0.05951652879260952
354,Cabrillo High,1,0,24.0,,63966,17722,0.032056491159245665,0.27682349314876564,0.21111329055398323,0.0601339423319416
355,Lompoc High,1,0,16.0,3.0,63966,17722,0.032056491159245665,0.27682349314876564,0.21111329055398323,0.0601339423319416
356,Jordan High,1,0,52.0,5.0,53299,27280,0.05212733601432868,0.29655976479334933,0.17638809097360683,0.03360819167990267
357,"Ernest S. McBride, Sr. High",1,0,43.0,,111163,13992,0.023632961397186222,0.1798807956199321,0.36863261487282556,0.16775244299674266
358,Polytechnic High,1,0,215.0,29.0,41175,17167,0.12441170452220177,0.2434739396065363,0.15639159285568124,0.02747814902511035
359,Rancho Dominguez Preparatory,1,0,18.0,5.0,60486,9571,0.07506500041935754,0.3042858341021555,0.2198272246917722,0.031409880063742346
360,Richard D. Browning High,1,0,6.0,,52122,15027,0.13665120202446226,0.2050151451248035,0.2731106936083739,0.09175261684751351
361,Millikan High,1,0,165.0,13.0,100034,14519,0.02705469435507458,0.1292044457443697,0.39529102076630596,0.19797455396314712
362,Wilson High,1,0,200.0,18.0,52122,15027,0.13665120202446226,0.2050151451248035,0.2731106936083739,0.09175261684751351
363,Del Oro High,1,0,32.0,8.0,103669,5570,0.0034138891384421885,0.21049321714131705,0.3926870901087054,0.13673524391339503
364,Los Alamitos High,1,0,195.0,26.0,109847,8029,0.016937542810884863,0.16893953546298027,0.4079955165327854,0.18375988542250452
365,Los Altos High,1,0,248.0,30.0,250000,7170,0.0030717676626640603,0.04300474727729684,0.35744205529181794,0.5317648701480033
366,Abraham Lincoln Senior High,1,0,44.0,5.0,51076,12005,0.07749800449894782,0.2583266816631594,0.21507873158696755,0.07223713808867281
367,Contreras Learning Center-Academic Leadership Community,1,0,29.0,4.0,36870,11938,0.056173262370237655,0.1954471201981346,0.26526848290035304,0.11197765716393529
368,Alain Leroy Locke College Preparatory Academy,1,1,39.0,3.0,47468,7527,0.06614699331848552,0.2923162583518931,0.14660356347438752,0.026002227171492205
369,Alexander Hamilton Senior High,1,0,207.0,29.0,80773,26196,0.018279811363125984,0.11621378845721986,0.42279362227711653,0.2442622950819672
370,Alliance Cindy and Bill Simon Technology Academy High,1,1,33.0,3.0,44839,10453,0.044144067071605786,0.3213277440328514,0.12203781332877064,0.025964582085721617
371,Alliance Dr. Olga Mohan High,1,1,23.0,,48743,11180,0.04479303352021949,0.16962901109388048,0.30681140403196944,0.16068233329357032
372,Alliance Cindy and Bill Simon Technology Academy High,1,1,34.0,3.0,44839,10453,0.044144067071605786,0.3213277440328514,0.12203781332877064,0.025964582085721617
373,Alliance Judy Ivie Burton Technology Academy High,1,1,27.0,,42220,17542,0.0672898076425023,0.32936218303392745,0.08523061709792103,0.018293974995879734
374,Alliance Morgan McKinzie High,1,1,31.0,4.0,50913,13873,0.06426682936750051,0.29100206281414337,0.1383828699264941,0.027949678956390365
375,Alliance Ouchi-O'Donovan 6-12 Complex,1,1,41.0,9.0,56285,17740,0.022569549212479632,0.26446804658741174,0.2571661336069036,0.10114054673827771
376,Alain Leroy Locke College Preparatory Academy,1,1,53.0,9.0,47468,7527,0.06614699331848552,0.2923162583518931,0.14660356347438752,0.026002227171492205
377,Alliance Renee and Meyer Luskin Academy High,1,1,29.0,,56285,17740,0.022569549212479632,0.26446804658741174,0.2571661336069036,0.10114054673827771
378,Alliance Cindy and Bill Simon Technology Academy High,1,1,21.0,3.0,44839,10453,0.044144067071605786,0.3213277440328514,0.12203781332877064,0.025964582085721617
379,Alliance Ted K. Tajima High,1,1,38.0,6.0,67435,26807,0.04025279533300924,0.17213417598444336,0.33263976665046185,0.13925133689839572
380,Alliance Tennenbaum Family Technology High,1,1,21.0,,76080,16244,0.03673209056910098,0.21244890267590524,0.3078015829298698,0.1369843156582495
381,Contreras Learning Center-Los Angeles School of Global Studies,1,0,12.0,,36870,11938,0.056173262370237655,0.1954471201981346,0.26526848290035304,0.11197765716393529
382,Animo Jackie Robinson High,1,1,50.0,6.0,30530,12248,0.06442844198578855,0.21941914254375508,0.21603319185464256,0.10372454575802376
383,Animo Ralph Bunche Charter High,1,1,32.0,3.0,44616,24827,0.08090855566917667,0.2588546992655945,0.08705958910476899,0.01868550711164823
