,School,Public Yes/No,Charter Yes/No,App,Adm,Median income (dollars),Total,none,high,higher,grad
43,Independence High,1,0,39.0,,93200,15182,0.013729423156729838,0.21140545026974686,0.34019228109005395,0.1606722921565915
44,Liberty High,1,0,54.0,4.0,97615,18584,0.009698697523617865,0.22701101235396054,0.3200290681424339,0.10976018782492034
45,Mira Monte High,1,0,40.0,,42128,22422,0.06982031215844008,0.3680103178419971,0.10713505005902155,0.011891750098369257
46,Ridgeview High,1,0,41.0,3.0,83312,15244,0.023390954714876882,0.3202829219616705,0.22440055175652276,0.04370029055263699
47,South High,1,0,52.0,3.0,41311,14649,0.0437605974241495,0.36033045925177676,0.1494281900501461,0.02781485623579494
48,Stockdale High,1,0,117.0,8.0,93200,15182,0.013729423156729838,0.21140545026974686,0.34019228109005395,0.1606722921565915
49,West High,1,0,30.0,,52268,21448,0.022868145490992534,0.31706802416057817,0.212908501041859,0.06997599767889642
50,Baldwin Park High,1,0,50.0,3.0,68773,18032,0.07598197037990985,0.3419578918613046,0.1619153544459404,0.020507717223750707
51,Sierra Vista High,1,0,79.0,8.0,68773,18032,0.07598197037990985,0.3419578918613046,0.1619153544459404,0.020507717223750707
52,Barstow High,1,0,8.0,,46102,11206,0.01866680267251492,0.330188198092518,0.2019176824603458,0.040495741316876624
53,Beaumont Senior High,1,0,70.0,8.0,86068,17269,0.020364269962701805,0.29694263700961043,0.26489885927418255,0.08690207181944407
54,Bell Senior High,1,0,94.0,10.0,46109,24232,0.06309613611600033,0.3225714525186489,0.09642108792221943,0.01215321431564831
55,Bell Gardens High,1,0,80.0,7.0,46109,24232,0.06309613611600033,0.3225714525186489,0.09642108792221943,0.01215321431564831
56,Bellflower High,1,0,42.0,6.0,63848,22998,0.042512576803006505,0.30397088942355494,0.21530691376190572,0.04664850569684437
57,Carlmont High,1,0,235.0,17.0,159599,10404,0.006629376424280091,0.09483115806919412,0.4261963952765693,0.3227677646571369
58,Benicia High,1,0,59.0,7.0,106739,11496,0.006206139303957608,0.19463407647873204,0.4003914641714804,0.14498496204707118
59,Berkeley High,1,0,351.0,32.0,46735,8670,0.005933852140077821,0.07266536964980545,0.42733463035019453,0.3271400778210117
60,Beverly Hills High,1,0,126.0,15.0,86496,5728,0.003669328728685517,0.09356788258148069,0.4392402331102957,0.28663932657025687
61,Bishop Union High,1,0,6.0,,64330,5985,0.004498337570897712,0.32114218658321925,0.2670643457852533,0.11275180911402308
62,Bloomington High,1,0,51.0,5.0,63529,7748,0.03422865381534682,0.33545148715757994,0.141827308164682,0.040049126929032945
63,Palo Verde High,1,0,8.0,,43822,5788,0.03235238034704125,0.3448801881395792,0.1229263331850251,0.020275853301976735
64,Brawley Union High,1,0,26.0,4.0,47367,7325,0.044763676008465335,0.2612069518373629,0.19624190341820047,0.038991855319694735
65,Brea Olinda High,1,0,88.0,4.0,96700,13902,0.006279377203290247,0.18544359576968272,0.3683901292596945,0.16983695652173914
66,Heritage High,1,0,100.0,6.0,112302,21300,0.00867491290013328,0.22168962050178875,0.34248369069609746,0.11099679659550588
67,Liberty High,1,0,51.0,5.0,112302,21300,0.00867491290013328,0.22168962050178875,0.34248369069609746,0.11099679659550588
68,Buena Park High,1,0,53.0,3.0,72000,10224,0.01753628196268141,0.25285072563925365,0.30243607463718036,0.08120248790601244
69,Burbank High,1,0,150.0,11.0,53580,5181,0.02814058418427927,0.18000474946568512,0.4014485870339587,0.1167181192115887
70,Burroughs High,1,0,127.0,11.0,85086,7544,0.02292910176153734,0.17608094336875818,0.4243703595865483,0.10649293929247343
71,Burlingame High,1,0,145.0,16.0,158316,15899,0.013492010873168469,0.09205728303387921,0.4113903069681098,0.3444606510641119
72,Calabasas High,1,0,177.0,22.0,149724,9949,0.002849002849002849,0.10105896898349728,0.4097188625490512,0.30247809493092515
73,Calexico High,1,0,64.0,5.0,42739,9362,0.058802352094083764,0.24408976359054363,0.23564942597703908,0.03624144965798632
74,Adolfo Camarillo High,1,0,77.0,9.0,106388,12797,0.0049005357365339095,0.16462477677644421,0.408239544831596,0.17355371900826447
75,Rancho Campana High,1,0,38.0,5.0,95836,15705,0.009180969207470975,0.17017920242301868,0.3592251388187784,0.15109162039374052
76,Westmont High,1,0,77.0,3.0,121231,18038,0.012997051329764392,0.1696773639460651,0.41101027740402507,0.20483238384243221
77,Canoga Park Senior High,1,0,35.0,,62848,10326,0.03785367728298986,0.25013210356919824,0.2460489023394341,0.07008694816736322
78,Canyon High,1,0,63.0,4.0,85755,9613,0.015071956437183976,0.2651205756514975,0.2920070011668611,0.07827693504472967
79,Carlsbad High,1,0,126.0,14.0,86046,11340,0.0049,0.148,0.41225,0.22205
80,Sage Creek High,1,0,88.0,8.0,102793,6064,0.027246925260170293,0.12488174077578051,0.41248817407757804,0.2076631977294229
81,Carmel High,1,0,60.0,7.0,108424,5375,0.003639149588201494,0.11760199195556406,0.3789503926450872,0.291802336717104
82,Visions In Education,1,1,17.0,,67766,25581,0.014043274416147564,0.2415311131165944,0.31311219211551583,0.13655873742598665
83,Carpinteria Senior High,1,0,12.0,,82231,6449,0.009926769731489015,0.16981285598047194,0.31708706265256303,0.13995117982099267
84,Academies of Education and Empowerment at Carson High,1,0,13.0,,86981,14495,0.0433266017991555,0.24931154764090324,0.29266437619659574,0.057777544651053
85,Academy of Medical Arts at Carson High,1,0,42.0,6.0,86981,14495,0.0433266017991555,0.24931154764090324,0.29266437619659574,0.057777544651053
87,Carson Senior High,1,0,67.0,4.0,86981,14495,0.0433266017991555,0.24931154764090324,0.29266437619659574,0.057777544651053
88,Caruthers High,1,0,5.0,,53084,1450,0.026171637248934874,0.31284236153377964,0.18076688983566647,0.01704199634814364
89,Castro Valley High,1,0,212.0,6.0,101445,15922,0.02244662084068374,0.21500699555934058,0.3520895431595596,0.14015451061500092
90,Castro Valley Virtual Academy,1,0,3.0,,101445,15922,0.02244662084068374,0.21500699555934058,0.3520895431595596,0.14015451061500092
91,North Monterey County High,1,0,24.0,,69528,2359,0.09304738844690419,0.2416118989968869,0.13161535800760982,0.025077827741265997
92,Cathedral City High,1,0,42.0,3.0,50350,19716,0.039168937329700275,0.31877488996017606,0.22387864179417313,0.08811045902326556
93,Cerritos High,1,0,185.0,13.0,108844,15496,0.017876237216571163,0.15118032517204508,0.43563732075782086,0.18476681380747403
94,Gahr (Richard) High,1,0,84.0,6.0,108844,15496,0.017876237216571163,0.15118032517204508,0.43563732075782086,0.18476681380747403
95,Whitney (Gretchen) High,1,0,114.0,20.0,108844,15496,0.017876237216571163,0.15118032517204508,0.43563732075782086,0.18476681380747403
96,Chatsworth Charter High,1,1,50.0,5.0,96432,14281,0.014166363966581911,0.20879701482680052,0.3712644057722154,0.1457253244394545
97,Pleasant Valley High,1,0,29.0,4.0,51838,15724,0.012375571697605597,0.16469374943951215,0.35808447672854454,0.16052371984575375
98,Chino High,1,0,37.0,4.0,86702,23292,0.019386615052951264,0.2793277628286834,0.25455947379187716,0.06245574281263277
99,Don Antonio Lugo High,1,0,38.0,,86702,23292,0.019386615052951264,0.2793277628286834,0.25455947379187716,0.06245574281263277
100,Chino Hills High,1,0,171.0,16.0,104661,25874,0.011750066660741267,0.17680206203892987,0.42008710336858945,0.1637721091458537
101,Ruben S. Ayala High,1,0,180.0,16.0,104661,25874,0.011750066660741267,0.17680206203892987,0.42008710336858945,0.1637721091458537
102,Chowchilla Union High,1,0,11.0,4.0,57689,5016,0.02211660329531052,0.2685678073510773,0.1420785804816223,0.02452471482889734
103,Bonita Vista Senior High,1,0,93.0,10.0,113415,14899,0.03556472658857802,0.1901438368635067,0.38675122898585906,0.12687382411846818
104,Castle Park Senior High,1,0,37.0,6.0,65074,25145,0.028334427001833997,0.3098615247421466,0.20505443103999463,0.05030875103057224
105,Chula Vista Senior High,1,0,62.0,,65074,25145,0.028334427001833997,0.3098615247421466,0.20505443103999463,0.05030875103057224
106,Eastlake High,1,0,164.0,13.0,125864,9062,0.007139713433419727,0.15726930412245096,0.44276003716563156,0.13428529512445597
107,High Tech High Chula Vista,1,1,49.0,8.0,125864,9062,0.007139713433419727,0.15726930412245096,0.44276003716563156,0.13428529512445597
108,Olympian High,1,0,148.0,9.0,113415,14899,0.03556472658857802,0.1901438368635067,0.38675122898585906,0.12687382411846818
109,Otay Ranch Senior High,1,0,120.0,8.0,113415,14899,0.03556472658857802,0.1901438368635067,0.38675122898585906,0.12687382411846818
110,San Juan High,1,0,15.0,,65972,17717,0.019970302130367587,0.2543410406375951,0.28088729961513986,0.06488075396224129
111,William Workman High,1,0,32.0,,74100,18821,0.05719924675889042,0.35664880133265736,0.15577243427247048,0.025657275295140145
112,Claremont High,1,0,112.0,12.0,100598,12211,0.010027043894320782,0.126190971499896,0.34674433118369047,0.3021427085500312
113,Clovis East High,1,0,50.0,4.0,98228,15819,0.014374233321800396,0.211367282106124,0.3418047997986978,0.132481992891517
114,Clovis High,1,0,43.0,5.0,98228,15819,0.014374233321800396,0.211367282106124,0.3418047997986978,0.132481992891517
115,Colton High,1,0,44.0,7.0,58589,18047,0.027929408023742646,0.3234405638878584,0.19169007366580104,0.0736393025597541
116,Centennial High,1,0,29.0,,57101,8439,0.06017725853560278,0.3497834625843489,0.1192970087622117,0.02593413233961124
117,Compton Early College High,1,0,36.0,5.0,57101,8439,0.06017725853560278,0.3497834625843489,0.1192970087622117,0.02593413233961124
118,Compton High,1,0,46.0,6.0,53683,12074,0.0650810245687402,0.3355658651332985,0.09690277051751175,0.01052012545739676
119,Dominguez High,1,0,67.0,12.0,53683,12074,0.0650810245687402,0.3355658651332985,0.09690277051751175,0.01052012545739676
120,Lifeline Education Charter,1,1,13.0,,53683,12074,0.0650810245687402,0.3355658651332985,0.09690277051751175,0.01052012545739676
121,Clayton Valley Charter High,1,1,104.0,9.0,104141,15977,0.007617884349586963,0.1965864163800585,0.4020442930153322,0.13284690302465366
122,Concord High,1,0,29.0,4.0,104141,15977,0.007617884349586963,0.1965864163800585,0.4020442930153322,0.13284690302465366
123,Mt. Diablo High,1,0,24.0,5.0,68756,13416,0.03969673405909798,0.23709175738724728,0.2619751166407465,0.08215396578538102
124,Centennial High,1,0,126.0,14.0,119023,9318,0.011606036974173128,0.22601954218083398,0.32157438414606176,0.1270700490848204
125,Corona High,1,0,57.0,8.0,85819,20790,0.020902434445209336,0.29499134280409706,0.28088950080313746,0.07476479546070884
126,Santiago High,1,0,178.0,21.0,119023,9318,0.011606036974173128,0.22601954218083398,0.32157438414606176,0.1270700490848204
127,Coronado High,1,0,92.0,13.0,108992,8672,0.005427491157458227,0.0889132821075741,0.40992804000487865,0.3212586900841566
128,Costa Mesa High,1,0,35.0,,95175,19114,0.023567666344190046,0.17209502311082447,0.3947382564764055,0.1256046436633344
129,Early College High,1,0,16.0,,95175,19114,0.023567666344190046,0.17209502311082447,0.3947382564764055,0.1256046436633344
130,Estancia High,1,0,41.0,4.0,85585,21706,0.019456057334497175,0.20544861487572932,0.32484954288602014,0.12045757339091286
131,West Valley Early College High,1,0,6.0,,63606,5850,0.017666157372039724,0.2556340718105424,0.2975553857906799,0.032467532467532464
132,Charter Oak High,1,0,54.0,4.0,84679,8448,0.015372750642673521,0.25470437017994857,0.3394858611825193,0.08848329048843187
133,Covina High,1,0,60.0,4.0,70428,5802,0.01831849995679599,0.3334485440248855,0.19001123304242634,0.07120020737924479
134,Gladstone High,1,0,17.0,,82441,10019,0.02803893145578795,0.32362808034789814,0.22311037481880305,0.0693725408987368
135,Northview High,1,0,44.0,5.0,82441,10019,0.02803893145578795,0.32362808034789814,0.22311037481880305,0.0693725408987368
136,John Swett High,1,0,13.0,,89630,1434,0.010808646917534028,0.19735788630904724,0.3742994395516413,0.1433146517213771
137,Culver City High,1,0,173.0,13.0,87469,13670,0.017926637409952803,0.14337169826943777,0.3353067814854682,0.2537467914217107
138,Cupertino High,1,0,309.0,22.0,179702,21199,0.009421459723862076,0.05811908146791644,0.3860388906291415,0.46220572998241005
139,Homestead High,1,0,299.0,20.0,179702,21199,0.009421459723862076,0.05811908146791644,0.3860388906291415,0.46220572998241005
140,Monta Vista High,1,0,407.0,40.0,179702,21199,0.009421459723862076,0.05811908146791644,0.3860388906291415,0.46220572998241005
141,Cypress High,1,0,184.0,9.0,102263,15933,0.02862494877948838,0.1721887256336709,0.39796874085348005,0.16656910378739098
142,Oxford Academy,1,0,155.0,13.0,102263,15933,0.02862494877948838,0.1721887256336709,0.39796874085348005,0.16656910378739098
143,Jefferson High,1,0,29.0,3.0,98879,14171,0.05219846067804735,0.2578763748701696,0.33460278569336066,0.07653998774934086
144,Summit Public School: Shasta,1,1,49.0,,100208,20542,0.024190562389435143,0.20208170485868268,0.41597070802649444,0.09388242070185543
145,Westmoor High,1,0,43.0,3.0,100208,20542,0.024190562389435143,0.20208170485868268,0.41597070802649444,0.09388242070185543
146,Dana Hills High,1,0,124.0,16.0,105014,11595,0.012562448464859096,0.12625503225493526,0.42983945287869235,0.2257360430712519
147,Monte Vista High,1,0,238.0,22.0,163801,12647,0.004783258594917788,0.09122357463164638,0.4893444373265001,0.24151185137732223
148,San Ramon Valley High,1,0,136.0,12.0,163801,12647,0.004783258594917788,0.09122357463164638,0.4893444373265001,0.24151185137732223
149,Da Vinci Charter Academy,1,1,13.0,,61213,17999,0.0027610008628127696,0.06993097497842968,0.3609577221742882,0.4339948231233822
150,Davis Senior High,1,0,220.0,25.0,61213,17999,0.0027610008628127696,0.06993097497842968,0.3609577221742882,0.4339948231233822
151,Cesar E. Chavez High,1,0,38.0,4.0,46752,12230,0.05678215085667743,0.323617534979783,0.10059051109753614,0.01378828868138581
152,Robert F. Kennedy High,1,0,27.0,,46752,12230,0.05678215085667743,0.323617534979783,0.10059051109753614,0.01378828868138581
153,Wonderful College Prep Academy,1,1,24.0,4.0,46752,12230,0.05678215085667743,0.323617534979783,0.10059051109753614,0.01378828868138581
154,Desert Hot Springs High,1,0,34.0,4.0,40456,12955,0.03880122221757147,0.34833200786907204,0.1729103009501486,0.055292788079193
155,Diamond Bar High,1,0,319.0,41.0,101161,14874,0.024235975645800083,0.14940592303599928,0.435419991724301,0.19403558550570432
156,Dinuba High,1,0,33.0,5.0,46804,8294,0.057888895379403005,0.30398971902564403,0.15993924878789648,0.03715170278637771
157,Downey High,1,0,176.0,16.0,72274,13304,0.03094423123465754,0.28250873007640975,0.2500086436400097,0.07959063720914152
158,Warren (Earl) High,1,0,157.0,13.0,72274,13304,0.03094423123465754,0.28250873007640975,0.2500086436400097,0.07959063720914152
159,California School of the Arts - San Gabriel Valley,1,1,80.0,11.0,83051,7963,0.030566297610849183,0.25703236743126556,0.27901679292260423,0.10012184139428934
160,Duarte High,1,0,21.0,,83051,7963,0.030566297610849183,0.25703236743126556,0.27901679292260423,0.10012184139428934
161,Dublin High,1,0,332.0,20.0,148083,19065,0.010281480734823475,0.12136179220321044,0.44250686692034374,0.27147645087316985
162,East Palo Alto Academy,1,1,16.0,,120754,14360,0.031604487017897656,0.17582556087723722,0.23481220065540712,0.289671036047391
163,Eleanor Roosevelt High,1,0,205.0,14.0,109438,18125,0.01858246251703771,0.1963652885052249,0.3640390731485688,0.11717401181281235
164,Desert Junior-Senior High,1,0,13.0,,63314,1197,0.009341429238673517,0.1994395142456796,0.2877160205511443,0.1625408687529192
165,El Cajon Valley High,1,0,44.0,4.0,60510,22714,0.02988667348329925,0.3409807430129516,0.22198790047716427,0.05212593728698023
166,Granite Hills High,1,0,60.0,9.0,85067,14727,0.021411447899904765,0.23578864405109848,0.3201865291780237,0.12715510163869823
167,Valhalla High,1,0,66.0,3.0,85067,14727,0.021411447899904765,0.23578864405109848,0.3201865291780237,0.12715510163869823
168,Central Union High,1,0,27.0,3.0,47614,13146,0.038536601501769706,0.25526777149283847,0.16982567563097484,0.06390790909993053
169,Southwest High,1,0,45.0,,47614,13146,0.038536601501769706,0.25526777149283847,0.16982567563097484,0.06390790909993053
