,School,Public Yes/No,Charter Yes/No,App,Adm,Median income (dollars),Total,none,high,higher,grad
383,Schurr High,1,0,95.0,7.0,62521,18937,0.0367667372686251,0.3224974675384474,0.2185514319918961,0.05329680449396814
384,Monterey High,1,0,46.0,11.0,85765,13947,0.007966299632966299,0.12012012012012012,0.39447781114447783,0.2485402068735402
385,Moorpark High,1,0,53.0,14.0,119139,12064,0.01518288474810214,0.1677785445901388,0.40238478644275744,0.1545126907445748
386,Campolindo High,1,0,109.0,18.0,152965,5623,0.000380191996958464,0.06558311947533504,0.4563254443493964,0.3616576371067389
387,Canyon Springs High,1,0,98.0,29.0,76174,14135,0.028311248613624423,0.33007413460977175,0.22126554199988324,0.06762594127604926
388,Moreno Valley High,1,0,94.0,39.0,54234,18513,0.045761915942709556,0.3413007748297722,0.15970885184315567,0.03437426625968537
389,Rancho Verde High,1,0,89.0,23.0,71947,7743,0.05115551863976157,0.3692285141935799,0.1575707236038501,0.046660477842380414
390,Valley View High,1,0,97.0,32.0,91839,11380,0.021506500749416152,0.27083551186866045,0.23723378298302486,0.08728083934609084
391,Vista del Lago High,1,0,62.0,20.0,71947,7743,0.05115551863976157,0.3692285141935799,0.1575707236038501,0.046660477842380414
392,Ann Sobrato High,1,0,73.0,7.0,128381,16586,0.018041753773017553,0.19963343738365932,0.38620808156018216,0.13244938285747015
393,Mountain House High,1,0,94.0,11.0,160902,5328,0.01772364552708946,0.126417471650567,0.3732885342293154,0.18210835783284335
394,Mountain View High,1,0,172.0,31.0,139717,14408,0.00741821719567068,0.07296607077708865,0.33231991568365155,0.44233653573310633
395,Murrieta Mesa High,1,0,71.0,22.0,95156,19971,0.020424101860178918,0.25280446821602687,0.3046575472144649,0.10834477209258295
396,Vista Murrieta High,1,0,123.0,38.0,96604,18869,0.012617641631297288,0.25106108138032845,0.3106200405978963,0.09208341022328843
397,Napa High,1,0,36.0,9.0,97759,24027,0.030747319034852547,0.20664376675603216,0.32781082439678283,0.1296707439678284
398,Sweetwater High,1,0,68.0,15.0,48359,17392,0.02847338833321165,0.32121389111970994,0.19162346985957995,0.03991141612518556
399,Newark Memorial High,1,0,52.0,,127619,14356,0.01567298221217915,0.2944550669216061,0.2897618633756301,0.14774900052146706
400,Newbury Park High,1,0,103.0,22.0,125093,14893,0.0072995144818349235,0.1396618114850159,0.4142976728612088,0.21737820190858864
401,William S. Hart High,1,0,54.0,10.0,74986,10804,0.028381104282966647,0.24867476661819204,0.26818970774499223,0.09959187502931932
402,Corona del Mar High,1,0,90.0,39.0,135373,15368,0.006234273481804184,0.06962857250159613,0.48236752168851166,0.28181920606902766
403,Newport Harbor High,1,0,91.0,37.0,106209,10574,0.0012423031219617588,0.0909041806200713,0.47423571351409743,0.21259587339310793
404,John F. Kennedy High,1,0,46.0,19.0,106065,7370,0.01390208531279692,0.3463519527929189,0.21533229984497676,0.07321098164724708
405,Norco High,1,0,61.0,19.0,106065,7370,0.01390208531279692,0.3463519527929189,0.21533229984497676,0.07321098164724708
406,North Hollywood Senior High,1,0,104.0,11.0,57411,17004,0.024924498781064657,0.16326456354837535,0.44845904741112685,0.0877997307426409
407,Northridge Academy High,1,0,31.0,5.0,72041,12372,0.02551936393947166,0.2118491921005386,0.34684107035992134,0.14144652474993588
408,John H. Glenn High,1,0,28.0,6.0,77425,26748,0.061242908715832906,0.32721620537505014,0.23047389834393445,0.04610050999942697
409,Norwalk High,1,0,74.0,9.0,77425,26748,0.061242908715832906,0.32721620537505014,0.23047389834393445,0.04610050999942697
410,Novato High,1,0,60.0,8.0,111285,9882,0.020068116321718628,0.16232643437254388,0.3909876866649201,0.15488603615404767
411,San Marin High,1,0,42.0,7.0,120692,7282,0.024525547445255473,0.15299270072992702,0.40145985401459855,0.15737226277372263
412,Nuview Bridge Early College High,1,1,57.0,31.0,79962,2473,0.033443163097199344,0.33410214168039537,0.18039538714991762,0.05453047775947282
413,Oak Hills High,1,0,51.0,10.0,89795,5607,0.026823194592671646,0.3406616862326574,0.2565635005336179,0.03614372109569548
414,Oak Park High,1,0,111.0,15.0,137047,5033,0.0008514261387824606,0.0772669220945083,0.4842486164325245,0.2673478075776926
415,Oakdale High,1,0,20.0,5.0,75138,12420,0.01291600292762733,0.28471175786799846,0.22314547724630818,0.08920652688681276
416,AIMS College Prep High,1,1,66.0,27.0,60181,11121,0.027214968232527892,0.1885036770223623,0.35654610035519535,0.16118865375956776
417,Oakland High,1,0,16.0,,104919,15290,0.004554226167502895,0.09243535314550366,0.4425318409880355,0.3217290621381706
418,Oakland School for the Arts,1,1,22.0,4.0,59773,8988,0.021532661494961212,0.12027840208801566,0.36431523236424274,0.23743928079460597
419,Freedom High,1,0,43.0,28.0,102911,12621,0.017210111403086717,0.32573374292164775,0.25371035197453645,0.05577556534290684
420,El Camino High,1,0,76.0,11.0,81339,18799,0.02527622218858786,0.2179254326219666,0.2951415165733313,0.10418243277332123
421,Mission Vista High,1,0,69.0,8.0,81339,18799,0.02527622218858786,0.2179254326219666,0.2951415165733313,0.10418243277332123
422,Oceanside High,1,0,42.0,,63355,15573,0.01618167928328356,0.20438919369400652,0.31832071671643863,0.1060143065490659
423,Nordhoff High,1,0,19.0,,80685,8117,0.014843087362171332,0.19399006421907186,0.3362413667757179,0.1774506240155095
424,Chaffey High,1,0,64.0,35.0,64383,17853,0.03736220856501805,0.31874939030338506,0.211369622475856,0.046532045654082525
425,Colony High,1,0,83.0,28.0,76207,17345,0.031630043321676495,0.3154914139568871,0.22112323190145625,0.056944516937209665
426,Ontario High,1,0,67.0,39.0,64383,17853,0.03736220856501805,0.31874939030338506,0.211369622475856,0.046532045654082525
427,El Modena High,1,0,85.0,20.0,121712,11348,0.020083453574074796,0.16382638536832664,0.3614241703388839,0.16831104004991615
428,Orange High,1,0,67.0,9.0,103040,12934,0.019458454054440747,0.21779876238509138,0.3233537217870301,0.1356368709088958
429,Orcutt Academy Charter,1,1,22.0,7.0,93200,15584,0.011108866895576651,0.23395946946744767,0.31071164074597724,0.0956372450010099
430,Miramonte High,1,0,87.0,13.0,231373,7109,0.0029881203993877997,0.029735442023176153,0.45557903942861305,0.4393994606807084
431,Orosi High,1,0,32.0,9.0,41402,2906,0.03348285805831464,0.2528035885933996,0.14979173341877602,0.008490868311438641
432,Channel Islands High,1,0,46.0,7.0,68542,16804,0.05661930426261636,0.28799608035276825,0.1437530622243998,0.018402743753062223
433,Hueneme High,1,0,38.0,6.0,68542,16804,0.05661930426261636,0.28799608035276825,0.1437530622243998,0.018402743753062223
434,Oxnard High,1,0,65.0,4.0,78931,13287,0.03122599605917911,0.2955615669772568,0.2325418294760044,0.0678956684366964
435,Pacific Grove High,1,0,24.0,,89088,6977,0.0051686154889001865,0.1213353668869683,0.36595492289442466,0.2802914760210134
436,Terra Nova High,1,0,21.0,,130327,13833,0.010689248282085097,0.1748108558339696,0.38515999167071563,0.1766502394669258
437,Palm Desert High,1,0,65.0,11.0,61161,15568,0.01724524913960796,0.23051024988777497,0.32103845578333084,0.1359419422415083
438,Palm Springs High,1,0,70.0,9.0,55757,13877,0.008888493844718013,0.2307453002088796,0.32105239767121463,0.160126216612595
439,Highland High,1,0,53.0,8.0,93637,15683,0.024758745476477682,0.25419179734620023,0.2741556091676719,0.09493365500603136
440,Palmdale Aerospace Academy,1,1,30.0,5.0,48002,21100,0.04586841925104402,0.360146961502476,0.1330640560461879,0.024942379224572694
441,Palmdale High,1,0,45.0,6.0,48002,21100,0.04586841925104402,0.360146961502476,0.1330640560461879,0.024942379224572694
442,William J. (Pete) Knight High,1,0,64.0,5.0,66289,10053,0.0446714829222417,0.3539520369341256,0.15290898986876417,0.02676014192279742
443,Henry M. Gunn High,1,0,256.0,35.0,167043,10641,0.0018377660932155802,0.040737148399612025,0.32023074174281485,0.539282250242483
444,Palo Alto High,1,0,249.0,51.0,169270,7102,0.0074519047981142115,0.0591589993156414,0.3046916584290168,0.534484069652498
445,Foothill High,1,0,15.0,,101576,1619,0.0003114294612270321,0.1793833696667705,0.41295546558704455,0.08315166614761757
446,Panorama High,1,0,42.0,,48933,20340,0.06629869989866541,0.2992604730385287,0.19943511351631055,0.02677820659321705
447,Paramount High,1,0,150.0,74.0,57313,14156,0.07205186505254102,0.32885761691144844,0.15012597554230936,0.03816137159712407
448,Marshall Fundamental,1,0,57.0,8.0,78285,13630,0.02322931598485684,0.20057338185025914,0.300694674164737,0.21553276730253243
449,Pasadena High,1,0,76.0,16.0,100866,12971,0.020123717798136403,0.12763291833059276,0.3920209850442409,0.25025448281262236
450,Patterson High,1,0,21.0,,72898,7847,0.05316824471959213,0.33594319009468315,0.14287448409808207,0.04946588977907259
451,California Military Institute,1,1,22.0,11.0,62764,14185,0.0570913953551838,0.39546434516824497,0.10124716862702289,0.024070081598122423
452,Citrus Hill High,1,0,106.0,56.0,62764,14185,0.0570913953551838,0.39546434516824497,0.10124716862702289,0.024070081598122423
453,Orange Vista High,1,0,93.0,5.0,69444,13134,0.06256690852860711,0.3619305340787439,0.14071606994171523,0.034970857618651124
454,Perris High,1,0,45.0,20.0,69444,13134,0.06256690852860711,0.3619305340787439,0.14071606994171523,0.034970857618651124
455,Casa Grande High,1,0,43.0,4.0,95724,13878,0.016357378561544192,0.21413618138594187,0.33676329702302804,0.1136145903558883
456,Petaluma High,1,0,33.0,3.0,92314,13834,0.011465853376056828,0.16048334169787284,0.3607690228931012,0.17526927382928617
457,El Rancho High,1,0,94.0,4.0,70620,17060,0.06752733193765992,0.35340776924866246,0.16741102581995812,0.036520120958362406
458,Pinole Valley High,1,0,22.0,5.0,105217,6750,0.023997854940340527,0.19238503820887518,0.3487062608928811,0.0981364794208339
459,El Dorado High,1,0,87.0,19.0,100685,16813,0.021363636363636362,0.1940909090909091,0.34883522727272726,0.1469034090909091
460,Valencia High,1,0,199.0,55.0,100685,16813,0.021363636363636362,0.1940909090909091,0.34883522727272726,0.1469034090909091
461,College Park High,1,0,72.0,8.0,124375,13859,0.015136466568670294,0.12256167812164794,0.45870247507051765,0.18235270748083113
462,Amador Valley High,1,0,266.0,18.0,163499,15685,0.006626277925028398,0.10649375236652783,0.4119967184147419,0.315032184778493
463,Foothill High,1,0,221.0,17.0,157203,12616,0.006755682721347958,0.11345573040852011,0.43657606103958035,0.2948656811317755
464,Diamond Ranch High,1,0,89.0,12.0,61018,18576,0.05133663477267125,0.2784861182692092,0.187375355726354,0.044659062899141774
465,Fremont Academy of Engineering and Design,1,0,17.0,,61018,18576,0.05133663477267125,0.2784861182692092,0.187375355726354,0.044659062899141774
466,Garey High,1,0,55.0,3.0,61018,18576,0.05133663477267125,0.2784861182692092,0.187375355726354,0.044659062899141774
467,Pomona High,1,0,32.0,,63283,14474,0.027593921879369813,0.2977533327118486,0.21832758459960847,0.06053261241105
468,Granite Hills High,1,0,13.0,,44693,22638,0.03678668629813055,0.31564270735733724,0.17701780216838442,0.037054388078347385
469,Porterville High,1,0,19.0,4.0,44693,22638,0.03678668629813055,0.31564270735733724,0.17701780216838442,0.037054388078347385
470,Poway High,1,0,93.0,21.0,115391,16032,0.023843681854699875,0.1433490187076782,0.3946115000573855,0.20185355216343395
471,Quartz Hill High,1,0,83.0,23.0,84674,21462,0.017471648766265783,0.286792291036937,0.2571012069372092,0.0991489270478273
472,Cordova High,1,0,18.0,4.0,71732,20765,0.018580782162449124,0.24658088328235206,0.3016153904492252,0.10941173496473443
473,Los Osos High,1,0,211.0,75.0,103679,7795,0.008874858538328667,0.23223539222109715,0.3432604681636786,0.1367562094228364
474,Rancho Cucamonga High,1,0,183.0,73.0,100653,13347,0.014295774647887324,0.22140845070422535,0.3348239436619718,0.1269718309859155
475,Red Bluff High,1,0,8.0,4.0,49259,12084,0.016360111589200435,0.2843633268712469,0.25414913234668307,0.05220104969502104
476,Shasta High,1,0,22.0,4.0,58673,13410,0.00850137582652265,0.24267937081604993,0.2759045546018317,0.11154462195572713
477,University Preparatory,1,1,18.0,11.0,58673,13410,0.00850137582652265,0.24267937081604993,0.2759045546018317,0.11154462195572713
478,Citrus Valley High,1,0,59.0,29.0,78191,13964,0.01985520751200631,0.24442692280123288,0.2810551214966669,0.15464841230019352
479,Grove,1,1,11.0,3.0,81557,12608,0.004921470449779604,0.1678863354303077,0.35079385458124707,0.2409380750631232
480,Redlands East Valley High,1,0,58.0,21.0,78191,13964,0.01985520751200631,0.24442692280123288,0.2810551214966669,0.15464841230019352
481,Redlands Senior High,1,0,109.0,33.0,78191,13964,0.01985520751200631,0.24442692280123288,0.2810551214966669,0.15464841230019352
482,Redondo Union High,1,0,133.0,39.0,104859,15650,0.003294955309801545,0.08930465081048326,0.4629222845023481,0.27170125738524464
483,Sequoia High,1,0,77.0,9.0,184479,10126,0.006666013135967062,0.0953828056072934,0.3980001960592099,0.32707577688461914
484,Reedley Middle College High,1,1,11.0,8.0,52642,8738,0.04070209759808716,0.2774154983154005,0.1978045864579937,0.04119117487229649
485,Grover Cleveland Charter High,1,1,124.0,22.0,65740,24581,0.040246568469340216,0.254506683869118,0.2649177507794861,0.08472207289538759
486,Magnolia Science Academy,1,1,20.0,3.0,65740,24581,0.040246568469340216,0.254506683869118,0.2649177507794861,0.08472207289538759
487,Sherman Oaks Center for Enriched Studies,1,0,74.0,12.0,65740,24581,0.040246568469340216,0.254506683869118,0.2649177507794861,0.08472207289538759
488,Eisenhower High,1,0,58.0,33.0,59416,21559,0.04639866322109313,0.3728019896244195,0.12711057570870654,0.02689101754522315
489,Rialto High,1,0,92.0,43.0,59416,21559,0.04639866322109313,0.3728019896244195,0.12711057570870654,0.02689101754522315
490,Wilmer Amina Carter High,1,0,70.0,24.0,95953,5393,0.017222902633190446,0.36351806491120636,0.21586037966932026,0.06659522351500306
491,De Anza High,1,0,35.0,9.0,96971,9131,0.01582551356834897,0.1774283540451433,0.36692873446614255,0.1325893989348212
492,Ripon High,1,0,10.0,,86116,6663,0.015557275541795666,0.3091331269349845,0.26524767801857585,0.07043343653250773
493,Arlington High,1,0,71.0,19.0,75415,24650,0.038243649873081514,0.3460419923680804,0.1913191117386992,0.060265268041757025
494,Hillcrest High,1,0,57.0,18.0,75415,24650,0.038243649873081514,0.3460419923680804,0.1913191117386992,0.060265268041757025
495,John W. North High,1,0,94.0,30.0,54701,16843,0.016229193341869397,0.2612035851472471,0.23498719590268885,0.13745198463508324
496,La Sierra High,1,0,62.0,36.0,71139,14326,0.025176652217801795,0.3133721275458702,0.21830651386497238,0.059408586188468615
497,Martin Luther King Jr. High,1,0,136.0,63.0,121021,10110,0.01318383440118285,0.2021110563495975,0.297765730244784,0.17225234105470674
498,Norte Vista High,1,0,64.0,32.0,75415,24650,0.038243649873081514,0.3460419923680804,0.1913191117386992,0.060265268041757025
499,Ramona High,1,0,62.0,23.0,69531,16576,0.036653063293706115,0.3260500367544549,0.2028592431117082,0.06445970951306684
500,Riverside STEM Academy,1,0,81.0,13.0,54701,16843,0.016229193341869397,0.2612035851472471,0.23498719590268885,0.13745198463508324
501,Rocklin High,1,0,70.0,20.0,107776,13136,0.0047565301515640115,0.11794582392776523,0.4467107384714608,0.18373105449854885
502,Western Sierra Collegiate Academy,1,1,26.0,11.0,107776,13136,0.0047565301515640115,0.11794582392776523,0.4467107384714608,0.18373105449854885
503,Whitney High,1,0,53.0,11.0,107776,13136,0.0047565301515640115,0.11794582392776523,0.4467107384714608,0.18373105449854885
504,Rancho Cotate High,1,0,12.0,,78181,16241,0.009338682899833979,0.26635998893193136,0.31405644714997233,0.09560044272274489
505,Rosemead High,1,0,138.0,29.0,61394,16887,0.12605375822041753,0.298494946374189,0.24464845301672772,0.043121331155934146
506,Oakmont High,1,0,48.0,20.0,88966,12273,0.005739130434782609,0.16669565217391305,0.40904347826086956,0.1438695652173913
507,Roseville High,1,0,37.0,16.0,77437,16677,0.013901572805682395,0.19353965837984102,0.38948080500591914,0.10647725350921698
508,Woodcreek High,1,0,35.0,13.0,113991,24318,0.009237875288683603,0.15390043623299973,0.4193182790180481,0.14115558976990847
509,John A. Rowland High,1,0,137.0,5.0,73948,13910,0.03130357670706473,0.2490097546556311,0.39326041974578774,0.09042270174401419
510,C. K. McClatchy High,1,0,55.0,14.0,88101,9885,0.008399147549203961,0.09734235928293845,0.3933809702895826,0.27215745267644476
511,Florin High,1,0,37.0,5.0,56190,17629,0.09003256992193559,0.30473556325285633,0.22364679729100967,0.026986506746626688
512,Grant Union High,1,0,18.0,4.0,50161,11233,0.05448691824924607,0.3347461080772679,0.18298149808460348,0.030157307033988102
513,Hiram W. Johnson High,1,0,15.0,4.0,55003,13187,0.04666639777356512,0.2757633202920179,0.2298632678578631,0.08631468559674102
514,Inderkum High,1,0,98.0,62.0,104404,13900,0.023622331217541835,0.15861223312175418,0.4083597807270629,0.20091604154645124
515,John F. Kennedy High,1,0,45.0,11.0,81626,18496,0.01607817426867722,0.13739814554650182,0.4201554743841903,0.17230183259966908
516,Mira Loma High,1,0,74.0,23.0,47056,15470,0.016254141492886377,0.28758526603001366,0.2917559929838238,0.10602221789124927
517,Natomas Charter,1,1,23.0,,104404,13900,0.023622331217541835,0.15861223312175418,0.4083597807270629,0.20091604154645124
518,Natomas Pacific Pathways Prep,1,1,26.0,14.0,77404,10771,0.03232382061735585,0.22364589400116483,0.3137740244612697,0.12274315666860804
519,Rosemont High,1,0,9.0,3.0,63936,7335,0.027844693212413205,0.2887912710783619,0.2717868782768882,0.06121581408530537
520,Sacramento Charter High,1,1,18.0,,55003,13187,0.04666639777356512,0.2757633202920179,0.2298632678578631,0.08631468559674102
521,Sheldon High,1,0,47.0,22.0,97009,8606,0.050676773145641583,0.2628045479155387,0.3181916621548457,0.08684353004872766
522,West Campus,1,0,47.0,14.0,55003,13187,0.04666639777356512,0.2757633202920179,0.2298632678578631,0.08631468559674102
523,Everett Alvarez High,1,0,52.0,8.0,75373,17076,0.049369666658073165,0.2578566088324009,0.22746139369408852,0.043285467529454225
524,North Salinas High,1,0,26.0,3.0,75373,17076,0.049369666658073165,0.2578566088324009,0.22746139369408852,0.043285467529454225
525,Salinas High,1,0,40.0,13.0,72434,10077,0.024567692956558414,0.22864824968367778,0.27904892450442853,0.0984289329396879
526,West Shores High,1,0,10.0,6.0,24750,1162,0.012957746478873239,0.5628169014084508,0.1047887323943662,0.04563380281690141
527,Archie Williams High,1,0,50.0,13.0,148163,6381,0.0017131007122892436,0.06302407357316743,0.48588945992245963,0.31818591650888106
528,Arroyo Valley High,1,0,58.0,30.0,44129,6621,0.05841635399146073,0.4030922499676543,0.1016949152542373,0.01416742139992237
529,Cajon High,1,0,83.0,26.0,72281,17076,0.028838499268123572,0.30176420739066795,0.20400092447548857,0.05518605069207262
530,Indian Springs High,1,0,55.0,28.0,41060,12661,0.07392410920869967,0.33896344285053215,0.10396421409841122,0.018008637976245565
531,Middle College High,1,0,41.0,23.0,41060,12661,0.07392410920869967,0.33896344285053215,0.10396421409841122,0.018008637976245565
532,Pacific High,1,0,15.0,5.0,49799,18056,0.03415000268053396,0.36259582908915455,0.15257599313783304,0.023401061491449097
533,Public Safety Academy,1,1,3.0,,57197,3602,0.05357695881077733,0.2927634974708372,0.17033137194177764,0.04242799628367916
534,San Bernardino High,1,0,25.0,7.0,41631,8970,0.038180064673512225,0.34691098882396326,0.15283372099619902,0.037329097407386394
535,San Gorgonio High,1,0,33.0,12.0,49799,18056,0.03415000268053396,0.36259582908915455,0.15257599313783304,0.023401061491449097
536,San Clemente High,1,0,98.0,35.0,149882,9959,0.008604490159232519,0.11185837207002275,0.43240035604786864,0.24176639303728611
537,Canyon Crest Academy,1,0,355.0,52.0,157333,20464,0.005519437441953032,0.05328379992039273,0.36383176330104816,0.4634469948255274
538,Canyon Hills High,1,0,57.0,19.0,94485,11274,0.004044440113049411,0.14082448104473247,0.4221810739693987,0.1991034012279505
539,Crawford High,1,0,54.0,7.0,56137,21208,0.029767415761860674,0.2107286143141711,0.2952613416379093,0.14272087085823304
540,Del Norte High,1,0,237.0,57.0,147827,15300,0.00034859768657898905,0.07089209317065441,0.4859768657898907,0.32232609729044526
541,East Village Middle College High,1,0,10.0,4.0,71077,24984,0.009708737864077669,0.12383270283854925,0.3873442501521124,0.21163461284093013
542,Health Sciences High and Middle College,1,1,15.0,10.0,48072,23130,0.07493925224103078,0.27764278275784615,0.20174381802217548,0.04996630796561371
543,High Tech High International,1,1,26.0,15.0,114158,7565,0.005410793108358252,0.13826000284778583,0.33276377616403247,0.2963121173287769
544,High Tech High Media Arts,1,1,26.0,14.0,114158,7565,0.005410793108358252,0.13826000284778583,0.33276377616403247,0.2963121173287769
545,High Tech High,1,1,25.0,14.0,114158,7565,0.005410793108358252,0.13826000284778583,0.33276377616403247,0.2963121173287769
546,Madison High,1,0,24.0,9.0,91347,21213,0.01627250017509864,0.16519972918077183,0.3899329955875143,0.16982233324772955
547,Kearny College Connections,1,0,26.0,10.0,77249,17174,0.04014957685494981,0.1899232434560126,0.3225180644979897,0.16000787246605
548,High Tech High,1,1,14.0,3.0,114158,7565,0.005410793108358252,0.13826000284778583,0.33276377616403247,0.2963121173287769
549,Mira Mesa High,1,0,120.0,24.0,99376,25215,0.03676074217051837,0.16860556106213156,0.3705288051889335,0.1713704418592519
550,Mission Bay High,1,0,38.0,8.0,92379,21893,0.007080785323463148,0.08614955476880164,0.5183456710653364,0.22679969960304688
551,Montgomery Senior High,1,0,70.0,4.0,70846,22634,0.03649918197304728,0.31865944778964056,0.2221660004385299,0.03742684140397038
552,Morse High,1,0,63.0,29.0,73090,18276,0.03650608787718369,0.3083959767072525,0.23572260455267338,0.04372683959767072
553,Mt. Carmel High,1,0,116.0,29.0,126371,18664,0.012176757711081109,0.10624156194828123,0.43363796863641085,0.2728216844947554
554,Urban Corps of San Diego County Charter,1,1,51.0,18.0,77579,11462,0.009266409266409266,0.16617760617760619,0.41343629343629346,0.17003861003861004
555,Henry High,1,0,121.0,27.0,102597,11665,0.006239954618511866,0.1351044719674766,0.40947338564810437,0.21636569915855158
556,Point Loma High,1,0,60.0,12.0,114158,7565,0.005410793108358252,0.13826000284778583,0.33276377616403247,0.2963121173287769
557,Rancho Bernardo High,1,0,156.0,26.0,104501,21109,0.004715426543288123,0.1160603371783496,0.4262137152997845,0.2666751172518697
558,San Diego High,1,0,67.0,24.0,71077,24984,0.009708737864077669,0.12383270283854925,0.3873442501521124,0.21163461284093013
559,San Ysidro High,1,0,90.0,15.0,70846,22634,0.03649918197304728,0.31865944778964056,0.2221660004385299,0.03742684140397038
560,Scripps Ranch High,1,0,198.0,43.0,137987,12127,0.009377007064868336,0.097495183044316,0.4382359237850567,0.31085420680796405
561,Southwest Senior High,1,0,55.0,4.0,70846,22634,0.03649918197304728,0.31865944778964056,0.2221660004385299,0.03742684140397038
562,Torrey Pines High,1,0,181.0,43.0,157333,20464,0.005519437441953032,0.05328379992039273,0.36383176330104816,0.4634469948255274
563,University City High,1,0,115.0,42.0,81438,19417,0.012974623163518412,0.06318768682821345,0.4168733702219678,0.3763594733829422
564,Westview High,1,0,246.0,55.0,126371,18664,0.012176757711081109,0.10624156194828123,0.43363796863641085,0.2728216844947554
565,San Dimas High,1,0,62.0,9.0,89669,11358,0.00975005164222268,0.20966742408593267,0.3498863871101012,0.14889485643462094
566,San Fernando Senior High,1,0,73.0,3.0,64479,9015,0.05971973276845364,0.33257291836402153,0.1402965618380316,0.028393351800554016
567,Cesar E. Chavez Learning Academies-Social Justice Humanitas Academy,1,0,14.0,,64479,9015,0.05971973276845364,0.33257291836402153,0.1402965618380316,0.028393351800554016
568,Vaughn Next Century Learning Center,1,1,36.0,6.0,64479,9015,0.05971973276845364,0.33257291836402153,0.1402965618380316,0.028393351800554016
569,Lincoln (Abraham) High,1,0,206.0,11.0,119800,16019,0.019332692571742412,0.18165591102567624,0.42954826307840177,0.19934093093505423
570,Balboa High,1,0,77.0,6.0,105340,23090,0.06252951301619217,0.23671343051683955,0.31528279181708785,0.09273560907249158
571,Gateway High,1,1,38.0,3.0,125550,17000,0.007690918938436541,0.09637118613468135,0.44220978515977616,0.3122946380213035
572,Washington (George) High,1,0,175.0,8.0,107158,17809,0.031513589503280225,0.12125117150890347,0.4362406279287723,0.22656982193064668
573,KIPP San Francisco College Preparatory,1,1,15.0,7.0,67094,11148,0.07110888185816806,0.2583918512230882,0.2536461146693418,0.08075468786171773
574,Lowell High,1,0,420.0,52.0,82557,10864,0.024896265560165973,0.1430570298176204,0.4203415999228023,0.19468300685129789
575,Burton (Phillip and Sala) Academic High,1,0,77.0,6.0,82810,12520,0.0850162362764806,0.2838410391216948,0.2689345910004639,0.07397556826967681
576,"Asawa (Ruth) SF Sch of the Arts, A Public School",1,0,66.0,6.0,172785,12888,0.006897121381076282,0.07752034031305496,0.39755503242060053,0.38504109362739025
577,Gabrielino High,1,0,175.0,24.0,65563,11626,0.09965564738292011,0.28760330578512394,0.28956611570247937,0.0731060606060606
578,San Gabriel High,1,0,186.0,17.0,65563,11626,0.09965564738292011,0.28760330578512394,0.28956611570247937,0.0731060606060606
579,San Jacinto High,1,0,64.0,19.0,46844,9226,0.029445727482678985,0.33318899153194764,0.16084488067744418,0.04286951501154734
580,Andrew P. Hill High,1,0,43.0,5.0,77009,15760,0.0710209417502577,0.3147547577745934,0.21540085979334792,0.045503683032908464
581,Branham High,1,0,103.0,9.0,123250,11277,0.01031982563053245,0.17334638138872827,0.3525199056981451,0.23010542235665674
582,Evergreen Valley High,1,0,361.0,8.0,143641,12269,0.044397968329847624,0.18518075888855692,0.375440693158052,0.12945921720944129
583,Gunderson High,1,0,24.0,4.0,119081,15687,0.02612330198537095,0.18931183758769965,0.3530974772354083,0.16730855351545007
584,Independence High,1,0,103.0,8.0,98386,8480,0.05548024300848521,0.206456795702164,0.312547070341919,0.16985489782597782
585,James Lick High,1,0,16.0,,104518,15787,0.0538728323699422,0.2937803468208092,0.24578034682080924,0.07907514450867052
586,KIPP San Jose Collegiate,1,1,45.0,18.0,98386,8480,0.05548024300848521,0.206456795702164,0.312547070341919,0.16985489782597782
587,Leigh High,1,0,111.0,17.0,158484,17445,0.008446751788971517,0.15616669005191525,0.3856040409709555,0.24686403816472569
588,Leland High,1,0,222.0,34.0,207959,12714,0.005233630784291577,0.06558981889378365,0.45724613125494185,0.34417711510222526
589,Lynbrook High,1,0,400.0,100.0,157747,13956,0.0043118808352932796,0.09831801012044758,0.38742783835792177,0.4044259140474663
590,Oak Grove High,1,0,48.0,7.0,121404,23446,0.02723435343777904,0.18887490867765241,0.3840409124117217,0.16056498092377627
591,Piedmont Hills High,1,0,200.0,14.0,130078,12183,0.03444272445820434,0.17372936016511867,0.4142479360165119,0.16773090815273478
592,Santa Teresa High,1,0,99.0,8.0,121404,23446,0.02723435343777904,0.18887490867765241,0.3840409124117217,0.16056498092377627
593,Silver Creek High,1,0,180.0,16.0,111105,9823,0.0816793893129771,0.2242820792439113,0.3373318793166121,0.08342420937840785
594,University Preparatory Academy Charter,1,1,59.0,10.0,121428,21335,0.015547452648637699,0.15517066747695735,0.39058543502481513,0.2273371822141193
595,Learning in an Urban Community with High Achievement (L.U.C.H.A.),1,0,23.0,3.0,70656,14072,0.06442721791559002,0.2971576227390181,0.18748205569910997,0.04886592018374964
596,Willow Glen High,1,0,49.0,3.0,121428,21335,0.015547452648637699,0.15517066747695735,0.39058543502481513,0.2273371822141193
597,California Connections Academy Southern California,1,1,36.0,6.0,105524,13592,0.030297390851230132,0.18666021513380726,0.3251200357315666,0.15725611344772397
598,San Juan Hills High,1,0,127.0,36.0,105524,13592,0.030297390851230132,0.18666021513380726,0.3251200357315666,0.15725611344772397
599,San Leandro High,1,0,79.0,15.0,89219,17261,0.03227251098608895,0.2523021804237691,0.3249363226691298,0.1193495115738797
