,School,Public Yes/No,Charter Yes/No,App,Adm,Median income (dollars),Total,none,high,higher,grad
134,Castle Park Senior High,1,0,66.0,44.0,65074,25145,0.028334427001833997,0.3098615247421466,0.20505443103999463,0.05030875103057224
135,Chula Vista Senior High,1,0,42.0,30.0,65074,25145,0.028334427001833997,0.3098615247421466,0.20505443103999463,0.05030875103057224
136,Chula Vista Senior High,1,0,90.0,53.0,65074,25145,0.028334427001833997,0.3098615247421466,0.20505443103999463,0.05030875103057224
137,Eastlake High,1,0,252.0,146.0,125864,9062,0.007139713433419727,0.15726930412245096,0.44276003716563156,0.13428529512445597
138,High Tech High Chula Vista,1,1,78.0,58.0,125864,9062,0.007139713433419727,0.15726930412245096,0.44276003716563156,0.13428529512445597
139,Hilltop Senior High,1,0,96.0,58.0,70283,24599,0.021620664555094333,0.2570085184237965,0.26735653439830026,0.08121028506226516
140,Olympian High,1,0,247.0,125.0,113415,14899,0.03556472658857802,0.1901438368635067,0.38675122898585906,0.12687382411846818
141,Otay Ranch Senior High,1,0,184.0,102.0,113415,14899,0.03556472658857802,0.1901438368635067,0.38675122898585906,0.12687382411846818
142,Mesa Verde High,1,0,16.0,12.0,66280,16469,0.017588528928942342,0.297932929076351,0.25230325974069484,0.0659318570136353
143,San Juan High,1,0,28.0,17.0,65972,17717,0.019970302130367587,0.2543410406375951,0.28088729961513986,0.06488075396224129
144,William Workman High,1,0,47.0,28.0,74100,18821,0.05719924675889042,0.35664880133265736,0.15577243427247048,0.025657275295140145
145,Claremont High,1,0,179.0,131.0,100598,12211,0.010027043894320782,0.126190971499896,0.34674433118369047,0.3021427085500312
146,Delta High,1,0,10.0,6.0,117694,523,0.019550342130987292,0.176930596285435,0.34310850439882695,0.14760508308895406
147,Cloverdale High,1,0,15.0,13.0,81905,4394,0.022317073170731706,0.22073170731707317,0.28804878048780486,0.09878048780487805
148,Clovis East High,1,0,85.0,57.0,98228,15819,0.014374233321800396,0.211367282106124,0.3418047997986978,0.132481992891517
149,Clovis High,1,0,84.0,53.0,98228,15819,0.014374233321800396,0.211367282106124,0.3418047997986978,0.132481992891517
150,Clovis High,1,0,5.0,4.0,98228,15819,0.014374233321800396,0.211367282106124,0.3418047997986978,0.132481992891517
151,Buchanan High,1,0,118.0,78.0,98228,15819,0.014374233321800396,0.211367282106124,0.3418047997986978,0.132481992891517
152,NOVA Academy - Coachella,1,1,14.0,11.0,34269,17685,0.04238714613618975,0.46081101759755166,0.04459066564651874,0.011660290742157613
153,Coalinga High,1,0,19.0,17.0,61808,4896,0.0486863711001642,0.29285714285714287,0.13628899835796388,0.054679802955665026
154,Colfax High,1,0,20.0,15.0,75369,4040,0.011684390179860837,0.27898122620454247,0.3129841144807667,0.09820139162399895
155,Colton High,1,0,67.0,39.0,58589,18047,0.027929408023742646,0.3234405638878584,0.19169007366580104,0.0736393025597541
156,Colusa High,1,0,15.0,10.0,55284,2986,0.01888648435963014,0.29903600236081057,0.22585087546724375,0.046822742474916385
157,Centennial High,1,0,35.0,22.0,57101,8439,0.06017725853560278,0.3497834625843489,0.1192970087622117,0.02593413233961124
