,School,Public Yes/No,Charter Yes/No,App,Adm,Median income (dollars),Total,none,high,higher,grad
794,Northgate High,1,0,102.0,52.0,156280,10327,0.005026116093426628,0.06317138070365626,0.4729476692618508,0.32265694293879965
795,Wasco High,1,0,14.0,10.0,39425,6717,0.03887355052457206,0.34632799558255106,0.09342904472667035,0.012037548315847598
796,Waterford High,1,0,11.0,6.0,59833,2988,0.03937472349211031,0.41660522046895737,0.0974782480460109,0.033918301135525734
797,Ceiba College Preparatory Academy,1,1,19.0,10.0,76010,23451,0.047936186859530945,0.2559204625689369,0.19266072553098104,0.07888861324733316
798,Pajaro Valley High,1,0,29.0,16.0,76010,23451,0.047936186859530945,0.2559204625689369,0.19266072553098104,0.07888861324733316
799,Watsonville High,1,0,41.0,16.0,76010,23451,0.047936186859530945,0.2559204625689369,0.19266072553098104,0.07888861324733316
800,Edgewood High,1,0,10.0,6.0,84505,12160,0.03349014705398559,0.35595617988617295,0.2457808336348982,0.06280225022206139
801,South Hills High,1,0,22.0,16.0,70428,5802,0.01831849995679599,0.3334485440248855,0.19001123304242634,0.07120020737924479
802,West Covina High,1,0,20.0,13.0,87147,10372,0.03144020484405826,0.29177685430046596,0.30978466188137516,0.11258027956176804
803,River City High,1,0,34.0,22.0,80916,13637,0.016593575915609813,0.22594919205088695,0.31290743155149936,0.12765200900794121
804,Westlake High,1,0,83.0,54.0,119967,13813,0.012151694261903889,0.11946106685267448,0.39634347810125187,0.2345166856345681
805,Westminster High,1,0,21.0,13.0,67104,27169,0.06393220444596763,0.2777094075678033,0.2753259701213528,0.07728256975059586
806,California High,1,0,33.0,21.0,77898,11939,0.014920757634325474,0.3563587166602242,0.2332044839582528,0.06733668341708543
807,La Serna High,1,0,54.0,32.0,77482,10813,0.03456039626252392,0.31753536718075726,0.2112274381777928,0.06784494727757139
808,Pioneer High,1,0,15.0,9.0,74717,8861,0.04564315352697095,0.37225214090226894,0.1855301492010241,0.04224419528560078
809,Whittier High,1,0,17.0,9.0,76177,10836,0.02841343343973385,0.2867868542912377,0.28112215078901226,0.09324281796520253
810,Elsinore High,1,0,35.0,15.0,79895,9721,0.04040675536442234,0.3292568203198495,0.19885320073466828,0.05648882318684765
811,Willits High,1,0,8.0,6.0,52406,5533,0.02096723211463492,0.2826888631334949,0.24307238436413445,0.0816563059740807
812,Dr. Richard A. Vladovic Harbor Teacher Preparation Academy,1,0,45.0,26.0,50965,14938,0.05886529018517423,0.33393480447257884,0.11663610010057386,0.017984973081701473
813,Phineas Banning Senior High,1,0,22.0,7.0,50965,14938,0.05886529018517423,0.33393480447257884,0.11663610010057386,0.017984973081701473
814,Temecula Preparatory,1,1,7.0,7.0,103138,8995,0.012081170363378952,0.2529495044832468,0.3493157149598867,0.0853704577630958
815,Windsor High,1,0,28.0,13.0,118773,9915,0.023585609792506346,0.1883863263173608,0.34054834054834054,0.11588794347415037
816,Pioneer High,1,0,42.0,21.0,84856,7763,0.03357721452835119,0.23634700810033968,0.25568330284818397,0.1401881369218709
817,Woodland Senior High,1,0,14.0,9.0,68158,14361,0.022759181260622183,0.29586935638808837,0.24440257149190867,0.09535949161309391
818,El Camino Real Charter High,1,1,91.0,46.0,95212,17961,0.007618035255558508,0.151829214279387,0.4196120116927983,0.19865946201316917
819,Taft Charter High,1,1,54.0,38.0,110525,10453,0.005858516818825367,0.1289850119611385,0.42645120343699655,0.21115071034516428
820,Woodside High,1,0,105.0,59.0,184479,10126,0.006666013135967062,0.0953828056072934,0.3980001960592099,0.32707577688461914
821,Yorba Linda High,1,0,43.0,18.0,129253,16661,0.005304964539007092,0.1489078014184397,0.4046241134751773,0.19418439716312058
822,Yuba City High,1,0,26.0,13.0,54564,14200,0.02980043666449611,0.28670471521047997,0.22231585398552112,0.04481556670624737
823,Yucaipa High,1,0,16.0,9.0,73647,18759,0.022715497259414796,0.3104633088816776,0.24490742003217802,0.10913255706143819
824,Yucca Valley High,1,0,10.0,6.0,45511,10494,0.018799239337136647,0.3139364303178484,0.18810105949470252,0.05998370008149959
